,Customer Drawing No.,,,,,,Rev. ,Title of Description,,,,,,,,,,,,,,,Class,Drawing No.,path,TRANSMITTALNO,ISSUEPURPOSE,PLANNEDCLIENTRETURNDATE,ISSUEDATE,DOCVERSIONNO,DOCVERSIONDESC,DOCREV,DOCCLASS,TRDESC,CLIENTDOCNO,LE,ISSNO,DOCDOCCLASS
0,TC0-1-UZC02-D6601,,,,,,A,WASTE STORAGE AREA NO.1 (BLD-3301) HVAC EQUIPMENT SCHEDULE & AIR FLOW DIAGRAM,,,,,,,,,,,,,,,A,XF71C-3300-101,//10.162.10.58/全處共用區/_Dwg/台中發電廠新建燃氣機組計畫/TPC-TC(C0)-CD-22-0879,TPC-TC(C0)-CD-22-0879,IFA,2022/09/17,2022/08/18,XF71C-3300-101,WASTE STORAGE AREA NO.1 (BLD-3301) HVAC EQUIPMENT SCHEDULE & AIR FLOW DIAGRAM,A,A,Waste Storage Area No.1 (BLD-3301) - HVAC System - 機械_RA,TC0-1-UZC02-D6601,陳博仁  Ext.:23341,CB-0346,A
1,TC0-1-UZC02-D6621,,,,,,A,WASTE STORAGE AREA NO.1 (BLD-3301) HVAC EQUIPMENT LAYOUT,,,,,,,,,,,,,,,A,XF71C-3300-121,//10.162.10.58/全處共用區/_Dwg/台中發電廠新建燃氣機組計畫/TPC-TC(C0)-CD-22-0879,TPC-TC(C0)-CD-22-0879,IFA,2022/09/17,2022/08/18,XF71C-3300-121,WASTE STORAGE AREA NO.1 (BLD-3301) HVAC EQUIPMENT LAYOUT,A,A,Waste Storage Area No.1 (BLD-3301) - HVAC System - 機械_RA,TC0-1-UZC02-D6621,陳博仁  Ext.:23341,CB-0346,A
2,TC0-1-UZC02-C6601,,,,,,A,WASTE STORAGE AREA NO.1 (BLD-3301) HVAC SYSTEM CALCULATION SHEET,,,,,,,,,,,,,,,A,XF72-3300-101C,//10.162.10.58/全處共用區/_Dwg/台中發電廠新建燃氣機組計畫/TPC-TC(C0)-CD-22-0879,TPC-TC(C0)-CD-22-0879,IFA,2022/09/17,2022/08/18,XF72-3300-101C,WASTE STORAGE AREA NO.1 (BLD-3301) HVAC SYSTEM CALCULATION SHEET,A,A,Waste Storage Area No.1 (BLD-3301) - HVAC System - 機械_RA,TC0-1-UZC02-C6601,陳博仁  Ext.:23341,CB-0346,A
