,Customer Drawing No.,,,,,,Rev. ,Title of Description,,,,,,,,,,,,,,,Class,Drawing No.,path,TRANSMITTALNO,ISSUEPURPOSE,PLANNEDCLIENTRETURNDATE,ISSUEDATE,DOCVERSIONNO,DOCVERSIONDESC,DOCREV,DOCCLASS,TRDESC,CLIENTDOCNO,LE,ISSNO,DOCDOCCLASS
0,TC0-1-ENE02-D5461,,,,,,A,LIGHTNING PROTECTION LAYOUT FOR HEAVY PARTS WAREHOUSE (1/2),,,,,,,,,,,,,,,A,XK51A-0HPWL-001,//10.162.10.58/全處共用區/_Dwg/台中發電廠新建燃氣機組計畫/TPC-TC(C0)-CD-22-1106,TPC-TC(C0)-CD-22-1106,IFA,2022/10/19,2022/09/19,XK51A-0HPWL-001,LIGHTNING PROTECTION LAYOUT FOR HEAVY PARTS WAREHOUSE (1/2),A,A,LIGHTNING PROTECTION LAYOUT FOR HEAVY PARTS WAREHOUSE,TC0-1-ENE02-D5461,程正維  Ext.:28057,EE-0316,A
1,TC0-1-ENE02-D5462,,,,,,A,LIGHTNING PROTECTION LAYOUT FOR HEAVY PARTS WAREHOUSE (2/2),,,,,,,,,,,,,,,A,XK51A-0HPWL-002,//10.162.10.58/全處共用區/_Dwg/台中發電廠新建燃氣機組計畫/TPC-TC(C0)-CD-22-1106,TPC-TC(C0)-CD-22-1106,IFA,2022/10/19,2022/09/19,XK51A-0HPWL-002,LIGHTNING PROTECTION LAYOUT FOR HEAVY PARTS WAREHOUSE (2/2),A,A,LIGHTNING PROTECTION LAYOUT FOR HEAVY PARTS WAREHOUSE,TC0-1-ENE02-D5462,程正維  Ext.:28057,EE-0316,A
2,TC0-1-ENE02-D5463,,,,,,A,LIGHTNING PROTECTION LAYOUT FOR HEAVY PARTS WAREHOUSE ELEVATION,,,,,,,,,,,,,,,A,XK51A-0HPWL-003,//10.162.10.58/全處共用區/_Dwg/台中發電廠新建燃氣機組計畫/TPC-TC(C0)-CD-22-1106,TPC-TC(C0)-CD-22-1106,IFA,2022/10/19,2022/09/19,XK51A-0HPWL-003,LIGHTNING PROTECTION LAYOUT FOR HEAVY PARTS WAREHOUSE ELEVATION,A,A,LIGHTNING PROTECTION LAYOUT FOR HEAVY PARTS WAREHOUSE,TC0-1-ENE02-D5463,程正維  Ext.:28057,EE-0316,A
