,Customer Drawing No.,,,,,,Rev. ,Title of Description,,,,,,,,,,,,,,,Class,Drawing No.,path,TRANSMITTALNO,ISSUEPURPOSE,PLANNEDCLIENTRETURNDATE,ISSUEDATE,DOCVERSIONNO,DOCVERSIONDESC,DOCREV,DOCCLASS,TRDESC,CLIENTDOCNO,LE,ISSNO
0,TC0-1-ENE02-D5101,,,,,,A,GROUNDING SYSTEM-LEGEND AND NOTE,,,,,,,,,,,,,,,A,XK51A-00000-001,//10.162.10.58/全處共用區/_Dwg/台中發電廠新建燃氣機組計畫/TPC-TC(C0)-CD-22-0070,TPC-TC(C0)-CD-22-0070,IFA,2022/02/26,2022/01/26,XK51A-00000-001,GROUNDING SYSTEM-LEGEND AND NOTE,A,A,GROUNDING SYSTEM - MAIN LOOP,TC0-1-ENE02-D5101,程正維  Ext.:28057,EE-0042
1,TC0-1-ENE02-D5103,,,,,,A,GROUNDING LAYOUT-MAIN LOOP,,,,,,,,,,,,,,,A,XK51A-0ALL0-001,//10.162.10.58/全處共用區/_Dwg/台中發電廠新建燃氣機組計畫/TPC-TC(C0)-CD-22-0070,TPC-TC(C0)-CD-22-0070,IFA,2022/02/26,2022/01/26,XK51A-0ALL0-001,GROUNDING LAYOUT-MAIN LOOP,A,A,GROUNDING SYSTEM - MAIN LOOP,TC0-1-ENE02-D5103,程正維  Ext.:28057,EE-0042
