,TRANSMITTALNO,ISSUEPURPOSE,PLANNEDCLIENTRETURNDATE,ISSUEDATE,DOCVERSIONNO,DOCVERSIONDESC,DOCREV,DOCCLASS,TRDESC,CLIENTDOCNO,LE,ISSNO,DOCDOCCLASS
0,TPC-TC(C0)-CD-22-1168,IFA,2022/10/23,2022/09/23,XF11B-0000-014,1.2m f (27m LENGTH) FULL-CASING PILE FOR SEAWATER ELECTROLYSIS HOUSE,B,A,Full-Casing Pile for Seawater Electrolysis House_RB,TC0-1-CYC02-D5014,陳博仁  Ext.:23341,CB-0402,A
1,TPC-TC(C0)-CD-22-1168,IFA,2022/10/23,2022/09/23,XF11B-0000-014C,CALCULATION SHEET FOR 1.2m FULL-CASING PILE FOR SEAWATER ELECTROLYSIS HOUSE,B,A,Full-Casing Pile for Seawater Electrolysis House_RB,TC0-1-CYC02-C5014,陳博仁  Ext.:23341,CB-0402,A
