,,TRANSMITTALNO,CTCIDOCNO,VENDORDOCNO,CLIENTDOCNO,DOCVERSIONDESC,DOCREV,REVDATE,ISSUEPURPOSE,IFDPLAN,ISSUEDATE,RETUREDATE,TAGNO,SUBMITENGINEER,DESCRIPTION
0,0,HT-D1-CTC-GEL-22-0044,M0038-KSB-7212,M0038-KSB-7212,HT0-1-UMM01-D7212,"Equipment GA Drawings including Nozzle Load, Termination List, Foundation Loads for Centrifugal Pump",B,2022/01/03,IFA,,,2022/02/11,,,GA Drawing for Centirfugal Pumps 離心式泵總外型圖
