,Customer Drawing No.,,,,,,Rev. ,Title of Description,,,,,,,,,,,,,,,Class,Drawing No.,,path,TRANSMITTALNO,ISSUEPURPOSE,PLANNEDCLIENTRETURNDATE,ISSUEDATE,DOCVERSIONNO,DOCVERSIONDESC,DOCREV,DOCCLASS,TRDESC,CLIENTDOCNO,LE,ISSNO,DOCDOCCLASS
0,TC0-1-EHE02-D5506,,,,,,E,ELECTRICAL EQUIPMENT  LAYOUT-SEAWATER ELECTROLYSIS HOUSE (1/3),,,,,,,,,,,,,,,A,XK31A-0CWP0-001,,//10.162.10.58/全處共用區/_Dwg/台中發電廠新建燃氣機組計畫/TPC-TC(C0)-CD-22-1495,TPC-TC(C0)-CD-22-1495,IFA,2022/11/24,2022/10/25,XK31A-0CWP0-001,ELECTRICAL EQUIPMENT  LAYOUT-SEAWATER ELECTROLYSIS HOUSE (1/3),E,A,ELECTRICAL EQUIPMENT LAYOUT,TC0-1-EHE02-D5506,程正維  Ext.:28057,EE-0411,A
1,TC0-1-EHE02-D5101,,,,,,E,ELECTRICAL EQUIPMENT  LAYOUT-DEMIN. WATER TREATMENT PLANT (1/2),,,,,,,,,,,,,,,A,XK31A-0DWT0-001,,//10.162.10.58/全處共用區/_Dwg/台中發電廠新建燃氣機組計畫/TPC-TC(C0)-CD-22-1495,TPC-TC(C0)-CD-22-1495,IFA,2022/11/24,2022/10/25,XK31A-0DWT0-001,ELECTRICAL EQUIPMENT  LAYOUT-DEMIN. WATER TREATMENT PLANT (1/2),E,A,ELECTRICAL EQUIPMENT LAYOUT,TC0-1-EHE02-D5101,程正維  Ext.:28057,EE-0411,A
2,TC0-1-EHE02-D5102,,,,,,E,ELECTRICAL EQUIPMENT  LAYOUT-DEMIN. WATER TREATMENT PLANT (2/2),,,,,,,,,,,,,,,A,XK31A-0DWT0-002,,//10.162.10.58/全處共用區/_Dwg/台中發電廠新建燃氣機組計畫/TPC-TC(C0)-CD-22-1495,TPC-TC(C0)-CD-22-1495,IFA,2022/11/24,2022/10/25,XK31A-0DWT0-002,ELECTRICAL EQUIPMENT  LAYOUT-DEMIN. WATER TREATMENT PLANT (2/2),E,A,ELECTRICAL EQUIPMENT LAYOUT,TC0-1-EHE02-D5102,程正維  Ext.:28057,EE-0411,A
3,TC0-1-EHE02-D5301,,,,,,E,ELECTRICAL EQUIPMENT  LAYOUT-EDG BLDG. (1/2),,,,,,,,,,,,,,,A,XK31A-0EDG0-001,,//10.162.10.58/全處共用區/_Dwg/台中發電廠新建燃氣機組計畫/TPC-TC(C0)-CD-22-1495,TPC-TC(C0)-CD-22-1495,IFA,2022/11/24,2022/10/25,XK31A-0EDG0-001,ELECTRICAL EQUIPMENT  LAYOUT-EDG BLDG. (1/2),E,A,ELECTRICAL EQUIPMENT LAYOUT,TC0-1-EHE02-D5301,程正維  Ext.:28057,EE-0411,A
4,TC0-1-EHE02-D5302,,,,,,E,ELECTRICAL EQUIPMENT  LAYOUT-EDG BLDG. (2/2),,,,,,,,,,,,,,,A,XK31A-0EDG0-002,,//10.162.10.58/全處共用區/_Dwg/台中發電廠新建燃氣機組計畫/TPC-TC(C0)-CD-22-1495,TPC-TC(C0)-CD-22-1495,IFA,2022/11/24,2022/10/25,XK31A-0EDG0-002,ELECTRICAL EQUIPMENT  LAYOUT-EDG BLDG. (2/2),E,A,ELECTRICAL EQUIPMENT LAYOUT,TC0-1-EHE02-D5302,程正維  Ext.:28057,EE-0411,A
5,TC0-1-EHE02-D5492,,,,,,E,ELECTRICAL EQUIPMENT  LAYOUT-RAW WATER & FIRE WATER PUMP HOUSE,,,,,,,,,,,,,,,A,XK31A-0FWP0-002,,//10.162.10.58/全處共用區/_Dwg/台中發電廠新建燃氣機組計畫/TPC-TC(C0)-CD-22-1495,TPC-TC(C0)-CD-22-1495,IFA,2022/11/24,2022/10/25,XK31A-0FWP0-002,ELECTRICAL EQUIPMENT  LAYOUT-RAW WATER & FIRE WATER PUMP HOUSE,E,A,ELECTRICAL EQUIPMENT LAYOUT,TC0-1-EHE02-D5492,程正維  Ext.:28057,EE-0411,A
6,TC0-1-EHE02-D5806,,,,,,E,ELECTRICAL EQUIPMENT  LAYOUT-GAS TURBINE MAINTENANCE SHOP,,,,,,,,,,,,,,,A,XK31A-0GTM0-001,,//10.162.10.58/全處共用區/_Dwg/台中發電廠新建燃氣機組計畫/TPC-TC(C0)-CD-22-1495,TPC-TC(C0)-CD-22-1495,IFA,2022/11/24,2022/10/25,XK31A-0GTM0-001,ELECTRICAL EQUIPMENT  LAYOUT-GAS TURBINE MAINTENANCE SHOP,E,A,ELECTRICAL EQUIPMENT LAYOUT,TC0-1-EHE02-D5806,程正維  Ext.:28057,EE-0411,A
7,TC0-1-EHE02-D5201,,,,,,E,ELECTRICAL EQUIPMENT  LAYOUT-HEAVY PARTS WAREHOUSE,,,,,,,,,,,,,,,A,XK31A-0HPW0-001,,//10.162.10.58/全處共用區/_Dwg/台中發電廠新建燃氣機組計畫/TPC-TC(C0)-CD-22-1495,TPC-TC(C0)-CD-22-1495,IFA,2022/11/24,2022/10/25,XK31A-0HPW0-001,ELECTRICAL EQUIPMENT  LAYOUT-HEAVY PARTS WAREHOUSE,E,A,ELECTRICAL EQUIPMENT LAYOUT,TC0-1-EHE02-D5201,程正維  Ext.:28057,EE-0411,A
8,TC0-1-EHE02-D5306,,,,,,E,ELECTRICAL EQUIPMENT  LAYOUT-HRSG BUILDING UNIT#1,,,,,,,,,,,,,,,A,XK31A-0HRS0-001,,//10.162.10.58/全處共用區/_Dwg/台中發電廠新建燃氣機組計畫/TPC-TC(C0)-CD-22-1495,TPC-TC(C0)-CD-22-1495,IFA,2022/11/24,2022/10/25,XK31A-0HRS0-001,ELECTRICAL EQUIPMENT  LAYOUT-HRSG BUILDING UNIT#1,E,A,ELECTRICAL EQUIPMENT LAYOUT,TC0-1-EHE02-D5306,程正維  Ext.:28057,EE-0411,A
9,TC0-1-EHE02-D5401,,,,,,E,ELECTRICAL EQUIPMENT  LAYOUT-MAIN CONTROL BLDG. (1/2),,,,,,,,,,,,,,,A,XK31A-0MCB0-001,,//10.162.10.58/全處共用區/_Dwg/台中發電廠新建燃氣機組計畫/TPC-TC(C0)-CD-22-1495,TPC-TC(C0)-CD-22-1495,IFA,2022/11/24,2022/10/25,XK31A-0MCB0-001,ELECTRICAL EQUIPMENT  LAYOUT-MAIN CONTROL BLDG. (1/2),E,A,ELECTRICAL EQUIPMENT LAYOUT,TC0-1-EHE02-D5401,程正維  Ext.:28057,EE-0411,A
10,TC0-1-EHE02-D5402,,,,,,E,ELECTRICAL EQUIPMENT  LAYOUT-MAIN CONTROL BLDG. (2/2),,,,,,,,,,,,,,,A,XK31A-0MCB0-002,,//10.162.10.58/全處共用區/_Dwg/台中發電廠新建燃氣機組計畫/TPC-TC(C0)-CD-22-1495,TPC-TC(C0)-CD-22-1495,IFA,2022/11/24,2022/10/25,XK31A-0MCB0-002,ELECTRICAL EQUIPMENT  LAYOUT-MAIN CONTROL BLDG. (2/2),E,A,ELECTRICAL EQUIPMENT LAYOUT,TC0-1-EHE02-D5402,程正維  Ext.:28057,EE-0411,A
11,TC0-1-EHE02-D5601,,,,,,E,ELECTRICAL EQUIPMENT  LAYOUT-RECOVERY WATER TREATMENT PLANT,,,,,,,,,,,,,,,A,XK31A-0RWT0-002,,//10.162.10.58/全處共用區/_Dwg/台中發電廠新建燃氣機組計畫/TPC-TC(C0)-CD-22-1495,TPC-TC(C0)-CD-22-1495,IFA,2022/11/24,2022/10/25,XK31A-0RWT0-002,ELECTRICAL EQUIPMENT  LAYOUT-RECOVERY WATER TREATMENT PLANT,E,A,ELECTRICAL EQUIPMENT LAYOUT,TC0-1-EHE02-D5601,程正維  Ext.:28057,EE-0411,A
12,TC0-1-EHE02-D5501,,,,,,E,ELECTRICAL EQUIPMENT  LAYOUT-SEAWATER ELECTROLYSIS HOUSE (2/3),,,,,,,,,,,,,,,A,XK31A-0SEH0-001,,//10.162.10.58/全處共用區/_Dwg/台中發電廠新建燃氣機組計畫/TPC-TC(C0)-CD-22-1495,TPC-TC(C0)-CD-22-1495,IFA,2022/11/24,2022/10/25,XK31A-0SEH0-001,ELECTRICAL EQUIPMENT  LAYOUT-SEAWATER ELECTROLYSIS HOUSE (2/3),E,A,ELECTRICAL EQUIPMENT LAYOUT,TC0-1-EHE02-D5501,程正維  Ext.:28057,EE-0411,A
13,TC0-1-EHE02-D5502,,,,,,E,ELECTRICAL EQUIPMENT  LAYOUT-SEAWATER ELECTROLYSIS HOUSE (3/3),,,,,,,,,,,,,,,A,XK31A-0SEH0-002,,//10.162.10.58/全處共用區/_Dwg/台中發電廠新建燃氣機組計畫/TPC-TC(C0)-CD-22-1495,TPC-TC(C0)-CD-22-1495,IFA,2022/11/24,2022/10/25,XK31A-0SEH0-002,ELECTRICAL EQUIPMENT  LAYOUT-SEAWATER ELECTROLYSIS HOUSE (3/3),E,A,ELECTRICAL EQUIPMENT LAYOUT,TC0-1-EHE02-D5502,程正維  Ext.:28057,EE-0411,A
14,TC0-1-EHE02-D5206,,,,,,E,ELECTRICAL EQUIPMENT LAYOUT-SPARES WAREHOUSE,,,,,,,,,,,,,,,A,XK31A-0SPW0-001,,//10.162.10.58/全處共用區/_Dwg/台中發電廠新建燃氣機組計畫/TPC-TC(C0)-CD-22-1495,TPC-TC(C0)-CD-22-1495,IFA,2022/11/24,2022/10/25,XK31A-0SPW0-001,ELECTRICAL EQUIPMENT LAYOUT-SPARES WAREHOUSE,E,A,ELECTRICAL EQUIPMENT LAYOUT,TC0-1-EHE02-D5206,程正維  Ext.:28057,EE-0411,A
15,TC0-1-EHE02-D5706,,,,,,E,ELECTRICAL EQUIPMENT  LAYOUT-345KV CABLE TUNNEL ELECTRICAL ROOM NO.2,,,,,,,,,,,,,,,A,XK31A-0TNR0-002,,//10.162.10.58/全處共用區/_Dwg/台中發電廠新建燃氣機組計畫/TPC-TC(C0)-CD-22-1495,TPC-TC(C0)-CD-22-1495,IFA,2022/11/24,2022/10/25,XK31A-0TNR0-002,ELECTRICAL EQUIPMENT  LAYOUT-345KV CABLE TUNNEL ELECTRICAL ROOM NO.2,E,A,ELECTRICAL EQUIPMENT LAYOUT,TC0-1-EHE02-D5706,程正維  Ext.:28057,EE-0411,A
16,TC0-1-EHE02-D5701,,,,,,E,ELECTRICAL EQUIPMENT  LAYOUT-WASTE WATER TREATMENT PLANT,,,,,,,,,,,,,,,A,XK31A-0WWT0-001,,//10.162.10.58/全處共用區/_Dwg/台中發電廠新建燃氣機組計畫/TPC-TC(C0)-CD-22-1495,TPC-TC(C0)-CD-22-1495,IFA,2022/11/24,2022/10/25,XK31A-0WWT0-001,ELECTRICAL EQUIPMENT  LAYOUT-WASTE WATER TREATMENT PLANT,E,A,ELECTRICAL EQUIPMENT LAYOUT,TC0-1-EHE02-D5701,程正維  Ext.:28057,EE-0411,A
