,Customer Drawing No.,,,,,,Rev. ,Title of Description,,,,,,,,,,,,,,,Class,Drawing No.,path,TRANSMITTALNO,ISSUEPURPOSE,PLANNEDCLIENTRETURNDATE,ISSUEDATE,DOCVERSIONNO,DOCVERSIONDESC,DOCREV,DOCCLASS,TRDESC,CLIENTDOCNO,LE,ISSNO
0,TC0-1-III02-D3001,,,,,,0,Field Instrument Cable Way and Wiring Layout of Index,,,,,,,,,,,,,,,A,XH51-0000-001,//10.162.10.58/全處共用區/_Dwg/台中發電廠新建燃氣機組計畫/TPC-TC(C0)-CD-22-0039,TPC-TC(C0)-CD-22-0039,IFS,2022/02/11,2022/01/11,XH51-0000-001,Field Instrument Cable Way and Wiring Layout of Index,0,A,Field Instrument Cable Way and Wiring Layout of Index…etc,TC0-1-III02-D3001,王鵬豪  Ext.:25199,IN-0061
1,TC0-1-III02-D3002,,,,,,0,Field Instrument Cable Way and Wiring Layout of General Note and Legend,,,,,,,,,,,,,,,A,XH51-0000-002,//10.162.10.58/全處共用區/_Dwg/台中發電廠新建燃氣機組計畫/TPC-TC(C0)-CD-22-0039,TPC-TC(C0)-CD-22-0039,IFS,2022/02/11,2022/01/11,XH51-0000-002,Field Instrument Cable Way and Wiring Layout of General Note and Legend,0,A,Field Instrument Cable Way and Wiring Layout of Index…etc,TC0-1-III02-D3002,王鵬豪  Ext.:25199,IN-0061
2,TC0-1-III02-D3003,,,,,,0,Field Instrument Cable Way and Wiring Layout of Typical Drawing,,,,,,,,,,,,,,,A,XH51-0000-003,//10.162.10.58/全處共用區/_Dwg/台中發電廠新建燃氣機組計畫/TPC-TC(C0)-CD-22-0039,TPC-TC(C0)-CD-22-0039,IFS,2022/02/11,2022/01/11,XH51-0000-003,Field Instrument Cable Way and Wiring Layout of Typical Drawing,0,A,Field Instrument Cable Way and Wiring Layout of Index…etc,TC0-1-III02-D3003,王鵬豪  Ext.:25199,IN-0061
