,TRANSMITTALNO,CTCIDOCNO,VENDORDOCNO,CLIENTDOCNO,DOCVERSIONDESC,DOCREV,REVDATE,ISSUEPURPOSE,IFDPLAN,ISSUEDATE,RETUREDATE,TAGNO,SUBMITENGINEER,DESCRIPTION
0,HT-D1-CTC-GEL-22-0026,F0003-BEC-0222,BEC-1326CTC-7306,HT0-1-BSC01-D6922,Personnel Hoist Machinery GA/Outline Drawing,0,2022/01/03,IFC,,,2022/02/11,,,HRSG Chimney - Personnel Hoist Machinery GA & Outline Drawing HRSG煙囪電梯相關圖面
