,Customer Drawing No.,,,,,,Rev. ,Title of Description,,,,,,,,,,,,,,,Class,Drawing No.,path,TRANSMITTALNO,ISSUEPURPOSE,RETUREDATE,ISSUEDATE,CTCIDOCNO,DOCVERSIONDESC,DOCREV,DOCCLASS,TRDESC,CLIENTDOCNO,LE,DOCDOCCLASS,REVIEW
0,TC0-1-KDE02-A0085,,,,,,C,Instrument  Alarm & trip set points list for DWTS,,,,,,,,,,,,,,,A,F0002-TSK-9085,//10.162.10.58/全處共用區/_Dwg/台中發電廠新建燃氣機組計畫/TPC-TC(C0)-CD-22-0994,TPC-TC(C0)-CD-22-0994,IFA,2022/10/01,2022/09/02,F0002-TSK-9085,Instrument  Alarm & trip set points list for DWTS,C,A,"Instrument  Alarm & trip set points list, Enclosure Protection for DWTS",TC0-1-KDE02-A0085,蕭舜予  Ext.:22121 ,R,VDR-F0002-TSK-0182
1,TC0-1-KDE02-S0111,,,,,,B,Enclosure Protection for DWTS,,,,,,,,,,,,,,,A,F0002-TSK-9111,//10.162.10.58/全處共用區/_Dwg/台中發電廠新建燃氣機組計畫/TPC-TC(C0)-CD-22-0994,TPC-TC(C0)-CD-22-0994,IFA,2022/10/01,2022/09/02,F0002-TSK-9111,Enclosure Protection for DWTS,B,A,"Instrument  Alarm & trip set points list, Enclosure Protection for DWTS",TC0-1-KDE02-S0111,蕭舜予  Ext.:22121 ,I,VDR-F0002-TSK-0182
