,TRANSMITTALNO,ISSUEPURPOSE,PLANNEDCLIENTRETURNDATE,ISSUEDATE,DOCVERSIONNO,DOCVERSIONDESC,DOCREV,DOCCLASS,TRDESC,CLIENTDOCNO,LE,ISSNO
0,TPC-TC(C0)-CD-22-0100,IFA,2022/03/10,2022/02/10,XE56-=C00GHC01CM501-001,Engineering Drawing of Demineralized Water Tank A,B,A,Engineering drawing for Unit-1 Demineralized Water Tank A & Reclaimed Water Tank Rev.B,TC0-1-AEM02-C0001,張銘洋  Ext.:24270,EQ-0094
1,TPC-TC(C0)-CD-22-0100,IFA,2022/03/10,2022/02/10,XE56-=C00GTB01CM001-001,Engineering Drawing of Reclaimed Water Tank,B,A,Engineering drawing for Unit-1 Demineralized Water Tank A & Reclaimed Water Tank Rev.B,TC0-1-AEM02-C0015,張銘洋  Ext.:24270,EQ-0094
