,Customer Drawing No.,,,,,,Rev. ,Title of Description,,,,,,,,,,,,,,,Class,Drawing No.,path,TRANSMITTALNO,ISSUEPURPOSE,PLANNEDCLIENTRETURNDATE,ISSUEDATE,DOCVERSIONNO,DOCVERSIONDESC,DOCREV,DOCCLASS,TRDESC,CLIENTDOCNO,LE,ISSNO,DOCDOCCLASS
0,TC0-1-ICI02-D5031,,,,,,A,Control Room Wiring and Cable Tray Layout for Emergency Diesel Generator,,,,,,,,,,,,,,,A,XH42-EDG0-001,//10.162.10.58/全處共用區/_Dwg/台中發電廠新建燃氣機組計畫/TPC-TC(C0)-CD-22-0505,TPC-TC(C0)-CD-22-0505,IFA,2022/07/10,2022/06/10,XH42-EDG0-001,Control Room Wiring and Cable Tray Layout for Emergency Diesel Generator,A,A,EER Arrangement、 Wiring and Cable Tray and Floor Opening for EDG 緊急柴油發電機電子設備室佈置圖......etc,TC0-1-ICI02-D5031,王鵬豪  Ext.:25199,IN-0175,A
1,TC0-1-ICI02-D5032,,,,,,A,Control Room Wiring of Floor Opening for Emergency Diesel Generator,,,,,,,,,,,,,,,A,XH42-EDG0-101,//10.162.10.58/全處共用區/_Dwg/台中發電廠新建燃氣機組計畫/TPC-TC(C0)-CD-22-0505,TPC-TC(C0)-CD-22-0505,IFA,2022/07/10,2022/06/10,XH42-EDG0-101,Control Room Wiring of Floor Opening for Emergency Diesel Generator,A,A,EER Arrangement、 Wiring and Cable Tray and Floor Opening for EDG 緊急柴油發電機電子設備室佈置圖......etc,TC0-1-ICI02-D5032,王鵬豪  Ext.:25199,IN-0175,A
