,Customer Drawing No.,,,,,,Rev. ,Title of Description,,,,,,,,,,,,,,,Class,Drawing No.,path,TRANSMITTALNO,ISSUEPURPOSE,RETUREDATE,ISSUEDATE,CTCIDOCNO,DOCVERSIONDESC,DOCREV,DOCCLASS,TRDESC,CLIENTDOCNO,LE,DOCDOCCLASS,REVIEW
0,TC0-1-UMM02-D9538,,,,,,A,備品倉庫客貨用電梯系統單線圖Single Line Diagram Elevator for Spares Warehouse,,,,,,,,,,,,,,,A,M0037-Pacific-9538,//10.162.10.58/全處共用區/_Dwg/台中發電廠新建燃氣機組計畫/TPC-TC(C0)-CD-22-1330,TPC-TC(C0)-CD-22-1330,IFA,2022/11/12,2022/10/13,M0037-Pacific-9538,備品倉庫客貨用電梯系統單線圖Single Line Diagram Elevator for Spares Warehouse,A,A,"Single Line Diagram, Electrical Wiring /Schematic /Logic /Connection Diagrams, Junction box and Panel General Drawing Elevator  for Spares Warehouse ",TC0-1-UMM02-D9538,張銘洋  Ext.:24270,R,VDR-M0037-Pacific-0020
1,TC0-1-UMM02-D9539,,,,,,A,備品倉庫客貨用電梯電氣接線 /原理 /邏輯 /連接圖 Electrical Wiring /Schematic /Logic /Connection Diagrams Elevator for Spares Warehouse,,,,,,,,,,,,,,,A,M0037-Pacific-9539,//10.162.10.58/全處共用區/_Dwg/台中發電廠新建燃氣機組計畫/TPC-TC(C0)-CD-22-1330,TPC-TC(C0)-CD-22-1330,IFA,2022/11/12,2022/10/13,M0037-Pacific-9539,備品倉庫客貨用電梯電氣接線 /原理 /邏輯 /連接圖 Electrical Wiring /Schematic /Logic /Connection Diagrams Elevator for Spares Warehouse,A,A,"Single Line Diagram, Electrical Wiring /Schematic /Logic /Connection Diagrams, Junction box and Panel General Drawing Elevator  for Spares Warehouse ",TC0-1-UMM02-D9539,張銘洋  Ext.:24270,R,VDR-M0037-Pacific-0020
2,TC0-1-UMM02-D9542,,,,,,A,備品倉庫客貨用電梯接線箱及盤體圖Junction box and Panel General Drawing Elevator  for Spares Warehouse,,,,,,,,,,,,,,,A,M0037-Pacific-9542,//10.162.10.58/全處共用區/_Dwg/台中發電廠新建燃氣機組計畫/TPC-TC(C0)-CD-22-1330,TPC-TC(C0)-CD-22-1330,IFA,2022/11/12,2022/10/13,M0037-Pacific-9542,備品倉庫客貨用電梯接線箱及盤體圖Junction box and Panel General Drawing Elevator  for Spares Warehouse,A,A,"Single Line Diagram, Electrical Wiring /Schematic /Logic /Connection Diagrams, Junction box and Panel General Drawing Elevator  for Spares Warehouse ",TC0-1-UMM02-D9542,張銘洋  Ext.:24270,R,VDR-M0037-Pacific-0020
