,Customer Drawing No.,,,,,,Rev. ,Title of Description,,,,,,,,,,,,,,,Class,Drawing No.,,path,TRANSMITTALNO,ISSUEPURPOSE,PLANNEDCLIENTRETURNDATE,ISSUEDATE,DOCVERSIONNO,DOCVERSIONDESC,DOCREV,DOCCLASS,TRDESC,CLIENTDOCNO,LE,ISSNO,DOCDOCCLASS
0,TC0-1-ELE02-D5901,,,,,,B,LIGHTING AND RECEPTACLE LAYOUT FOR CABLE TUNNEL (1/62),,,,,,,,,,,,,,,A,XK61A-0TNL0-001,,//10.162.10.58/全處共用區/_Dwg/台中發電廠新建燃氣機組計畫/TPC-TC(C0)-CD-22-0576,TPC-TC(C0)-CD-22-0576,IFA,2022/07/30,2022/06/30,XK61A-0TNL0-001,LIGHTING AND RECEPTACLE LAYOUT FOR CABLE TUNNEL (1/62),B,A,LIGHTING AND RECEPTACLE LAYOUT FOR CABLE TUNNEL,TC0-1-ELE02-D5901,程正維  Ext.:28057,EE-0182,A
1,TC0-1-ELE02-D5902,,,,,,B,LIGHTING AND RECEPTACLE LAYOUT FOR CABLE TUNNEL (2/62),,,,,,,,,,,,,,,A,XK61A-0TNL0-002,,//10.162.10.58/全處共用區/_Dwg/台中發電廠新建燃氣機組計畫/TPC-TC(C0)-CD-22-0576,TPC-TC(C0)-CD-22-0576,IFA,2022/07/30,2022/06/30,XK61A-0TNL0-002,LIGHTING AND RECEPTACLE LAYOUT FOR CABLE TUNNEL (2/62),B,A,LIGHTING AND RECEPTACLE LAYOUT FOR CABLE TUNNEL,TC0-1-ELE02-D5902,程正維  Ext.:28057,EE-0182,A
2,TC0-1-ELE02-D5903,,,,,,B,LIGHTING AND RECEPTACLE LAYOUT FOR CABLE TUNNEL (3/62),,,,,,,,,,,,,,,A,XK61A-0TNL0-003,,//10.162.10.58/全處共用區/_Dwg/台中發電廠新建燃氣機組計畫/TPC-TC(C0)-CD-22-0576,TPC-TC(C0)-CD-22-0576,IFA,2022/07/30,2022/06/30,XK61A-0TNL0-003,LIGHTING AND RECEPTACLE LAYOUT FOR CABLE TUNNEL (3/62),B,A,LIGHTING AND RECEPTACLE LAYOUT FOR CABLE TUNNEL,TC0-1-ELE02-D5903,程正維  Ext.:28057,EE-0182,A
3,TC0-1-ELE02-D5904,,,,,,B,LIGHTING AND RECEPTACLE LAYOUT FOR CABLE TUNNEL (4/62),,,,,,,,,,,,,,,A,XK61A-0TNL0-004,,//10.162.10.58/全處共用區/_Dwg/台中發電廠新建燃氣機組計畫/TPC-TC(C0)-CD-22-0576,TPC-TC(C0)-CD-22-0576,IFA,2022/07/30,2022/06/30,XK61A-0TNL0-004,LIGHTING AND RECEPTACLE LAYOUT FOR CABLE TUNNEL (4/62),B,A,LIGHTING AND RECEPTACLE LAYOUT FOR CABLE TUNNEL,TC0-1-ELE02-D5904,程正維  Ext.:28057,EE-0182,A
4,TC0-1-ELE02-D5905,,,,,,B,LIGHTING AND RECEPTACLE LAYOUT FOR CABLE TUNNEL (5/62),,,,,,,,,,,,,,,A,XK61A-0TNL0-005,,//10.162.10.58/全處共用區/_Dwg/台中發電廠新建燃氣機組計畫/TPC-TC(C0)-CD-22-0576,TPC-TC(C0)-CD-22-0576,IFA,2022/07/30,2022/06/30,XK61A-0TNL0-005,LIGHTING AND RECEPTACLE LAYOUT FOR CABLE TUNNEL (5/62),B,A,LIGHTING AND RECEPTACLE LAYOUT FOR CABLE TUNNEL,TC0-1-ELE02-D5905,程正維  Ext.:28057,EE-0182,A
5,TC0-1-ELE02-D5906,,,,,,B,LIGHTING AND RECEPTACLE LAYOUT FOR CABLE TUNNEL (6/62),,,,,,,,,,,,,,,A,XK61A-0TNL0-006,,//10.162.10.58/全處共用區/_Dwg/台中發電廠新建燃氣機組計畫/TPC-TC(C0)-CD-22-0576,TPC-TC(C0)-CD-22-0576,IFA,2022/07/30,2022/06/30,XK61A-0TNL0-006,LIGHTING AND RECEPTACLE LAYOUT FOR CABLE TUNNEL (6/62),B,A,LIGHTING AND RECEPTACLE LAYOUT FOR CABLE TUNNEL,TC0-1-ELE02-D5906,程正維  Ext.:28057,EE-0182,A
6,TC0-1-ELE02-D5907,,,,,,B,LIGHTING AND RECEPTACLE LAYOUT FOR CABLE TUNNEL (7/62),,,,,,,,,,,,,,,A,XK61A-0TNL0-007,,//10.162.10.58/全處共用區/_Dwg/台中發電廠新建燃氣機組計畫/TPC-TC(C0)-CD-22-0576,TPC-TC(C0)-CD-22-0576,IFA,2022/07/30,2022/06/30,XK61A-0TNL0-007,LIGHTING AND RECEPTACLE LAYOUT FOR CABLE TUNNEL (7/62),B,A,LIGHTING AND RECEPTACLE LAYOUT FOR CABLE TUNNEL,TC0-1-ELE02-D5907,程正維  Ext.:28057,EE-0182,A
7,TC0-1-ELE02-D5908,,,,,,B,LIGHTING AND RECEPTACLE LAYOUT FOR CABLE TUNNEL (8/62),,,,,,,,,,,,,,,A,XK61A-0TNL0-008,,//10.162.10.58/全處共用區/_Dwg/台中發電廠新建燃氣機組計畫/TPC-TC(C0)-CD-22-0576,TPC-TC(C0)-CD-22-0576,IFA,2022/07/30,2022/06/30,XK61A-0TNL0-008,LIGHTING AND RECEPTACLE LAYOUT FOR CABLE TUNNEL (8/62),B,A,LIGHTING AND RECEPTACLE LAYOUT FOR CABLE TUNNEL,TC0-1-ELE02-D5908,程正維  Ext.:28057,EE-0182,A
8,TC0-1-ELE02-D5909,,,,,,B,LIGHTING AND RECEPTACLE LAYOUT FOR CABLE TUNNEL (9/62),,,,,,,,,,,,,,,A,XK61A-0TNL0-009,,//10.162.10.58/全處共用區/_Dwg/台中發電廠新建燃氣機組計畫/TPC-TC(C0)-CD-22-0576,TPC-TC(C0)-CD-22-0576,IFA,2022/07/30,2022/06/30,XK61A-0TNL0-009,LIGHTING AND RECEPTACLE LAYOUT FOR CABLE TUNNEL (9/62),B,A,LIGHTING AND RECEPTACLE LAYOUT FOR CABLE TUNNEL,TC0-1-ELE02-D5909,程正維  Ext.:28057,EE-0182,A
9,TC0-1-ELE02-D5910,,,,,,B,LIGHTING AND RECEPTACLE LAYOUT FOR CABLE TUNNEL (10/62),,,,,,,,,,,,,,,A,XK61A-0TNL0-010,,//10.162.10.58/全處共用區/_Dwg/台中發電廠新建燃氣機組計畫/TPC-TC(C0)-CD-22-0576,TPC-TC(C0)-CD-22-0576,IFA,2022/07/30,2022/06/30,XK61A-0TNL0-010,LIGHTING AND RECEPTACLE LAYOUT FOR CABLE TUNNEL (10/62),B,A,LIGHTING AND RECEPTACLE LAYOUT FOR CABLE TUNNEL,TC0-1-ELE02-D5910,程正維  Ext.:28057,EE-0182,A
