,,TRANSMITTALNO,CTCIDOCNO,VENDORDOCNO,CLIENTDOCNO,DOCVERSIONDESC,DOCREV,REVDATE,ISSUEPURPOSE,IFDPLAN,ISSUEDATE,RETUREDATE,TAGNO,SUBMITENGINEER,DESCRIPTION
0,0,HT-D1-CTC-GEL-22-0034,M0001-EC-8277,P20298-D-8277,HT0-1-KWM01-S8277,Piping Material Specification and Catalogs for WWTS,0,2022/01/03,IFC,,,2022/02/03,,,Piping Material Specification and Catalog for WWTS 廢水處理系統管線規範型錄
