,Customer Drawing No.,,,,,,Rev. ,Title of Description,,,,,,,,,,,,,,,Class,Drawing No.,path,TRANSMITTALNO,ISSUEPURPOSE,RETUREDATE,ISSUEDATE,CTCIDOCNO,DOCVERSIONDESC,DOCREV,DOCCLASS,TRDESC,CLIENTDOCNO,LE,DOCDOCCLASS
0,TC0-1-UEM02-S9011,,,,,,A,Motor Data Sheet,,,,,,,,,,,,,,,A,M0010-9011,//10.162.10.58/全處共用區/_Dwg/台中發電廠新建燃氣機組計畫/TPC-TC(C0)-CD-22-0522,TPC-TC(C0)-CD-22-0522,IFA,2022/07/16,2022/06/16,M0010-9011,Motor Data Sheet,A,A,Motor Data Sheet,TC0-1-UEM02-S9011,張銘洋  Ext.:24270,R
