,Customer Drawing No.,,,,,,Rev. ,Title of Description,,,,,,,,,,,,,,,Class,Drawing No.,path,TRANSMITTALNO,ISSUEPURPOSE,RETUREDATE,ISSUEDATE,CTCIDOCNO,DOCVERSIONDESC,DOCREV,DOCCLASS,TRDESC,CLIENTDOCNO,LE,DOCDOCCLASS
0,TC0-1-KDM02-S0014,,,,,,A,DWTP  Technical Data Sheet - Portion A (Att. 4-17),,,,,,,,,,,,,,,A,F0002-TSK-9014,//10.162.10.58/全處共用區/_Dwg/台中發電廠新建燃氣機組計畫/TPC-TC(C0)-CD-22-0114,TPC-TC(C0)-CD-22-0114,IFA,2022/03/02,2022/02/16,F0002-TSK-9014,DWTP  Technical Data Sheet - Portion A (Att. 4-17),A,A,DWTP  Technical Data Sheet for DWTS,TC0-1-KDM02-S0014,蕭舜予  Ext.:22121 ,I
1,TC0-1-KDM02-S0015,,,,,,A,DWTP  Technical Data Sheet - Portion B (Att. 4-18),,,,,,,,,,,,,,,A,F0002-TSK-9015,//10.162.10.58/全處共用區/_Dwg/台中發電廠新建燃氣機組計畫/TPC-TC(C0)-CD-22-0114,TPC-TC(C0)-CD-22-0114,IFA,2022/03/02,2022/02/16,F0002-TSK-9015,DWTP  Technical Data Sheet - Portion B (Att. 4-18),A,A,DWTP  Technical Data Sheet for DWTS,TC0-1-KDM02-S0015,蕭舜予  Ext.:22121 ,R
