,Customer Drawing No.,,,,,,Rev. ,Title of Description,,,,,,,,,,,,,,,Class,Drawing No.,,path,TRANSMITTALNO,ISSUEPURPOSE,PLANNEDCLIENTRETURNDATE,ISSUEDATE,DOCVERSIONNO,DOCVERSIONDESC,DOCREV,DOCCLASS,TRDESC,CLIENTDOCNO,LE,ISSNO
0,TC0-1-AOC02-D5401,,,,,,A,HAZARDOUS GAS WAREHOUSE (BLD-3402) GENERAL ARRANGEMENT GROUND FLOOR PLAN,,,,,,,,,,,,,,,A,XF51C-3400-001,,//10.162.10.58/全處共用區/_Dwg/台中發電廠新建燃氣機組計畫/TPC-TC(C0)-CD-22-0066,TPC-TC(C0)-CD-22-0066,IFA,2022/02/25,2022/01/25,XF51C-3400-001,HAZARDOUS GAS WAREHOUSE (BLD-3402) GENERAL ARRANGEMENT GROUND FLOOR PLAN,A,A,Hazardous Gas Warehouse (BLD-3402) - General Arrangement_RA,TC0-1-AOC02-D5401,陳博仁  Ext.:23341,CB-0131
1,TC0-1-AOC02-D5402,,,,,,A,HAZARDOUS GAS WAREHOUSE (BLD-3402) GENERAL ARRANGEMENT ROOF FLOOR PLAN,,,,,,,,,,,,,,,A,XF51C-3400-002,,//10.162.10.58/全處共用區/_Dwg/台中發電廠新建燃氣機組計畫/TPC-TC(C0)-CD-22-0066,TPC-TC(C0)-CD-22-0066,IFA,2022/02/25,2022/01/25,XF51C-3400-002,HAZARDOUS GAS WAREHOUSE (BLD-3402) GENERAL ARRANGEMENT ROOF FLOOR PLAN,A,A,Hazardous Gas Warehouse (BLD-3402) - General Arrangement_RA,TC0-1-AOC02-D5402,陳博仁  Ext.:23341,CB-0131
2,TC0-1-AOC02-D5403,,,,,,A,HAZARDOUS GAS WAREHOUSE (BLD-3402) GENERAL ARRANGEMENT ELEVATIONS,,,,,,,,,,,,,,,A,XF51C-3400-003,,//10.162.10.58/全處共用區/_Dwg/台中發電廠新建燃氣機組計畫/TPC-TC(C0)-CD-22-0066,TPC-TC(C0)-CD-22-0066,IFA,2022/02/25,2022/01/25,XF51C-3400-003,HAZARDOUS GAS WAREHOUSE (BLD-3402) GENERAL ARRANGEMENT ELEVATIONS,A,A,Hazardous Gas Warehouse (BLD-3402) - General Arrangement_RA,TC0-1-AOC02-D5403,陳博仁  Ext.:23341,CB-0131
3,TC0-1-AOC02-D5404,,,,,,A,HAZARDOUS GAS WAREHOUSE (BLD-3402) GENERAL ARRANGEMENT SECTIONS,,,,,,,,,,,,,,,A,XF51C-3400-004,,//10.162.10.58/全處共用區/_Dwg/台中發電廠新建燃氣機組計畫/TPC-TC(C0)-CD-22-0066,TPC-TC(C0)-CD-22-0066,IFA,2022/02/25,2022/01/25,XF51C-3400-004,HAZARDOUS GAS WAREHOUSE (BLD-3402) GENERAL ARRANGEMENT SECTIONS,A,A,Hazardous Gas Warehouse (BLD-3402) - General Arrangement_RA,TC0-1-AOC02-D5404,陳博仁  Ext.:23341,CB-0131
