,Customer Drawing No.,,,,,,Rev. ,Title of Description,,,,,,,,,,,,,,,Class,Drawing No.,path,TRANSMITTALNO,ISSUEPURPOSE,PLANNEDCLIENTRETURNDATE,ISSUEDATE,DOCVERSIONNO,DOCVERSIONDESC,DOCREV,DOCCLASS,TRDESC,CLIENTDOCNO,LE,ISSNO,DOCDOCCLASS
0,TC0-1-CSC02-D3421,,,,,,0,PIPE RACK PR-3402 PILING PLAN,,,,,,,,,,,,,,,C,XF38A-340R-021,//10.162.10.58/全處共用區/_Dwg/台中發電廠新建燃氣機組計畫/TPC-TC(C0)-CD-22-1347,TPC-TC(C0)-CD-22-1347,IFC,2022/11/12,2022/10/13,XF38A-340R-021,PIPE RACK PR-3402 PILING PLAN,0,C,Pipe Rack PR-3402 Piling Plan (IFC),TC0-1-CSC02-D3421,陳博仁  Ext.:23341,CB-0445,A
1,TC0-1-CSC02-C3421,,,,,,0,CALCULATION SHEET FOR PIPE RACK PR-3402 PILING,,,,,,,,,,,,,,,C,XF38A-340R-021C,//10.162.10.58/全處共用區/_Dwg/台中發電廠新建燃氣機組計畫/TPC-TC(C0)-CD-22-1347,TPC-TC(C0)-CD-22-1347,IFC,2022/11/12,2022/10/13,XF38A-340R-021C,CALCULATION SHEET FOR PIPE RACK PR-3402 PILING,0,C,Pipe Rack PR-3402 Piling Plan (IFC),TC0-1-CSC02-C3421,陳博仁  Ext.:23341,CB-0445,A
