,Customer Drawing No.,,,,,,Rev. ,Title of Description,,,,,,,,,,,,,,,Class,Drawing No.,,path,TRANSMITTALNO,ISSUEPURPOSE,PLANNEDCLIENTRETURNDATE,ISSUEDATE,DOCVERSIONNO,DOCVERSIONDESC,DOCREV,DOCCLASS,TRDESC,CLIENTDOCNO,LE,ISSNO,DOCDOCCLASS
0,TC0-1-UPD02-D5047,,,,,,A,A/G PIPING ARRANGEMENT DRAWING FOR OSBL AREA 4510 (1/10),,,,,,,,,,,,,,,A,XG31-4510-001,,//10.162.10.58/全處共用區/_Dwg/台中發電廠新建燃氣機組計畫/TPC-TC(C0)-CD-22-0963,TPC-TC(C0)-CD-22-0963,IFA,2022/09/28,2022/08/29,XG31-4510-001,A/G PIPING ARRANGEMENT DRAWING FOR OSBL AREA 4510 (1/10),A,A,A/G PIPING ARRANGEMENT DRAWING FOR OSBL AREA 4510 & 4520,TC0-1-UPD02-D5047,施韋考  Ext.:26356,PP-0156,A
1,TC0-1-UPD02-D5048,,,,,,A,A/G PIPING ARRANGEMENT DRAWING FOR OSBL AREA 4510 (2/10),,,,,,,,,,,,,,,A,XG31-4510-002,,//10.162.10.58/全處共用區/_Dwg/台中發電廠新建燃氣機組計畫/TPC-TC(C0)-CD-22-0963,TPC-TC(C0)-CD-22-0963,IFA,2022/09/28,2022/08/29,XG31-4510-002,A/G PIPING ARRANGEMENT DRAWING FOR OSBL AREA 4510 (2/10),A,A,A/G PIPING ARRANGEMENT DRAWING FOR OSBL AREA 4510 & 4520,TC0-1-UPD02-D5048,施韋考  Ext.:26356,PP-0156,A
2,TC0-1-UPD02-D5049,,,,,,A,A/G PIPING ARRANGEMENT DRAWING FOR OSBL AREA 4510 (3/10),,,,,,,,,,,,,,,A,XG31-4510-003,,//10.162.10.58/全處共用區/_Dwg/台中發電廠新建燃氣機組計畫/TPC-TC(C0)-CD-22-0963,TPC-TC(C0)-CD-22-0963,IFA,2022/09/28,2022/08/29,XG31-4510-003,A/G PIPING ARRANGEMENT DRAWING FOR OSBL AREA 4510 (3/10),A,A,A/G PIPING ARRANGEMENT DRAWING FOR OSBL AREA 4510 & 4520,TC0-1-UPD02-D5049,施韋考  Ext.:26356,PP-0156,A
3,TC0-1-UPD02-D5050,,,,,,A,A/G PIPING ARRANGEMENT DRAWING FOR OSBL AREA 4510 (4/10),,,,,,,,,,,,,,,A,XG31-4510-004,,//10.162.10.58/全處共用區/_Dwg/台中發電廠新建燃氣機組計畫/TPC-TC(C0)-CD-22-0963,TPC-TC(C0)-CD-22-0963,IFA,2022/09/28,2022/08/29,XG31-4510-004,A/G PIPING ARRANGEMENT DRAWING FOR OSBL AREA 4510 (4/10),A,A,A/G PIPING ARRANGEMENT DRAWING FOR OSBL AREA 4510 & 4520,TC0-1-UPD02-D5050,施韋考  Ext.:26356,PP-0156,A
4,TC0-1-UPD02-D5051,,,,,,A,A/G PIPING ARRANGEMENT DRAWING FOR OSBL AREA 4510 (5/10),,,,,,,,,,,,,,,A,XG31-4510-005,,//10.162.10.58/全處共用區/_Dwg/台中發電廠新建燃氣機組計畫/TPC-TC(C0)-CD-22-0963,TPC-TC(C0)-CD-22-0963,IFA,2022/09/28,2022/08/29,XG31-4510-005,A/G PIPING ARRANGEMENT DRAWING FOR OSBL AREA 4510 (5/10),A,A,A/G PIPING ARRANGEMENT DRAWING FOR OSBL AREA 4510 & 4520,TC0-1-UPD02-D5051,施韋考  Ext.:26356,PP-0156,A
5,TC0-1-UPD02-D5052,,,,,,A,A/G PIPING ARRANGEMENT DRAWING FOR OSBL AREA 4510 (6/10),,,,,,,,,,,,,,,A,XG31-4510-006,,//10.162.10.58/全處共用區/_Dwg/台中發電廠新建燃氣機組計畫/TPC-TC(C0)-CD-22-0963,TPC-TC(C0)-CD-22-0963,IFA,2022/09/28,2022/08/29,XG31-4510-006,A/G PIPING ARRANGEMENT DRAWING FOR OSBL AREA 4510 (6/10),A,A,A/G PIPING ARRANGEMENT DRAWING FOR OSBL AREA 4510 & 4520,TC0-1-UPD02-D5052,施韋考  Ext.:26356,PP-0156,A
6,TC0-1-UPD02-D5053,,,,,,A,A/G PIPING ARRANGEMENT DRAWING FOR OSBL AREA 4510 (7/10),,,,,,,,,,,,,,,A,XG31-4510-007,,//10.162.10.58/全處共用區/_Dwg/台中發電廠新建燃氣機組計畫/TPC-TC(C0)-CD-22-0963,TPC-TC(C0)-CD-22-0963,IFA,2022/09/28,2022/08/29,XG31-4510-007,A/G PIPING ARRANGEMENT DRAWING FOR OSBL AREA 4510 (7/10),A,A,A/G PIPING ARRANGEMENT DRAWING FOR OSBL AREA 4510 & 4520,TC0-1-UPD02-D5053,施韋考  Ext.:26356,PP-0156,A
7,TC0-1-UPD02-D5054,,,,,,A,A/G PIPING ARRANGEMENT DRAWING FOR OSBL AREA 4510 (8/10),,,,,,,,,,,,,,,A,XG31-4510-008,,//10.162.10.58/全處共用區/_Dwg/台中發電廠新建燃氣機組計畫/TPC-TC(C0)-CD-22-0963,TPC-TC(C0)-CD-22-0963,IFA,2022/09/28,2022/08/29,XG31-4510-008,A/G PIPING ARRANGEMENT DRAWING FOR OSBL AREA 4510 (8/10),A,A,A/G PIPING ARRANGEMENT DRAWING FOR OSBL AREA 4510 & 4520,TC0-1-UPD02-D5054,施韋考  Ext.:26356,PP-0156,A
8,TC0-1-UPD02-D5055,,,,,,A,A/G PIPING ARRANGEMENT DRAWING FOR OSBL AREA 4510 (9/10),,,,,,,,,,,,,,,A,XG31-4510-009,,//10.162.10.58/全處共用區/_Dwg/台中發電廠新建燃氣機組計畫/TPC-TC(C0)-CD-22-0963,TPC-TC(C0)-CD-22-0963,IFA,2022/09/28,2022/08/29,XG31-4510-009,A/G PIPING ARRANGEMENT DRAWING FOR OSBL AREA 4510 (9/10),A,A,A/G PIPING ARRANGEMENT DRAWING FOR OSBL AREA 4510 & 4520,TC0-1-UPD02-D5055,施韋考  Ext.:26356,PP-0156,A
9,TC0-1-UPD02-D5056,,,,,,A,A/G PIPING ARRANGEMENT DRAWING FOR OSBL AREA 4510 (10/10),,,,,,,,,,,,,,,A,XG31-4510-010,,//10.162.10.58/全處共用區/_Dwg/台中發電廠新建燃氣機組計畫/TPC-TC(C0)-CD-22-0963,TPC-TC(C0)-CD-22-0963,IFA,2022/09/28,2022/08/29,XG31-4510-010,A/G PIPING ARRANGEMENT DRAWING FOR OSBL AREA 4510 (10/10),A,A,A/G PIPING ARRANGEMENT DRAWING FOR OSBL AREA 4510 & 4520,TC0-1-UPD02-D5056,施韋考  Ext.:26356,PP-0156,A
