,Customer Drawing No.,,,,,,Rev. ,Title of Description,,,,,,,,,,,,,,,Class,Drawing No.,path,TRANSMITTALNO,ISSUEPURPOSE,PLANNEDCLIENTRETURNDATE,ISSUEDATE,DOCVERSIONNO,DOCVERSIONDESC,DOCREV,DOCCLASS,TRDESC,CLIENTDOCNO,LE,ISSNO,DOCDOCCLASS
0,TC0-1-SQC02-D4301,,,,,,A,SEAWATER ELECTROLYSIS HOUSE (BLD-4301) RC STRUCTURE PILING PLAN,,,,,,,,,,,,,,,A,XF42G-4300-001,//10.162.10.58/全處共用區/_Dwg/台中發電廠新建燃氣機組計畫/TPC-TC(C0)-CD-22-0492,TPC-TC(C0)-CD-22-0492,IFA,2022/07/09,2022/06/09,XF42G-4300-001,SEAWATER ELECTROLYSIS HOUSE (BLD-4301) RC STRUCTURE PILING PLAN,A,A,Seawater Electrolysis House (BLD-4301) - Piling Plan_RA,TC0-1-SQC02-D4301,陳博仁  Ext.:23341,CB-0274,A
1,TC0-1-SQC02-C4301,,,,,,A,CALCULATION SHEET FOR SEAWATER ELECTROLYSIS HOUSE (BLD-4301) PILING,,,,,,,,,,,,,,,A,XF42G-4300-001C,//10.162.10.58/全處共用區/_Dwg/台中發電廠新建燃氣機組計畫/TPC-TC(C0)-CD-22-0492,TPC-TC(C0)-CD-22-0492,IFA,2022/07/09,2022/06/09,XF42G-4300-001C,CALCULATION SHEET FOR SEAWATER ELECTROLYSIS HOUSE (BLD-4301) PILING,A,A,Seawater Electrolysis House (BLD-4301) - Piling Plan_RA,TC0-1-SQC02-C4301,陳博仁  Ext.:23341,CB-0274,A
