,Customer Drawing No.,,,,,,Rev. ,Title of Description,,,,,,,,,,,,,,,Class,Drawing No.,,path,TRANSMITTALNO,ISSUEPURPOSE,PLANNEDCLIENTRETURNDATE,ISSUEDATE,DOCVERSIONNO,DOCVERSIONDESC,DOCREV,DOCCLASS,TRDESC,CLIENTDOCNO,LE,ISSNO,DOCDOCCLASS
0,TC0-1-URD02-D5005,,,,,,A,A/G PIPING ARRANGEMENT DRAWING FOR OSBL AREA 4410 (1/11),,,,,,,,,,,,,,,A,XG31-4410-001,,//10.162.10.58/全處共用區/_Dwg/台中發電廠新建燃氣機組計畫/TPC-TC(C0)-CD-22-0846,TPC-TC(C0)-CD-22-0846,IFA,2022/09/11,2022/08/12,XG31-4410-001,A/G PIPING ARRANGEMENT DRAWING FOR OSBL AREA 4410 (1/11),A,A,A/G PIPING ARRANGEMENT DRAWING FOR OSBL AREA 4410,TC0-1-URD02-D5005,施韋考  Ext.:26356,PP-0145,A
1,TC0-1-URD02-D5006,,,,,,A,A/G PIPING ARRANGEMENT DRAWING FOR OSBL AREA 4410 (2/11),,,,,,,,,,,,,,,A,XG31-4410-002,,//10.162.10.58/全處共用區/_Dwg/台中發電廠新建燃氣機組計畫/TPC-TC(C0)-CD-22-0846,TPC-TC(C0)-CD-22-0846,IFA,2022/09/11,2022/08/12,XG31-4410-002,A/G PIPING ARRANGEMENT DRAWING FOR OSBL AREA 4410 (2/11),A,A,A/G PIPING ARRANGEMENT DRAWING FOR OSBL AREA 4410,TC0-1-URD02-D5006,施韋考  Ext.:26356,PP-0145,A
2,TC0-1-URD02-D5007,,,,,,A,A/G PIPING ARRANGEMENT DRAWING FOR OSBL AREA 4410 (3/11),,,,,,,,,,,,,,,A,XG31-4410-003,,//10.162.10.58/全處共用區/_Dwg/台中發電廠新建燃氣機組計畫/TPC-TC(C0)-CD-22-0846,TPC-TC(C0)-CD-22-0846,IFA,2022/09/11,2022/08/12,XG31-4410-003,A/G PIPING ARRANGEMENT DRAWING FOR OSBL AREA 4410 (3/11),A,A,A/G PIPING ARRANGEMENT DRAWING FOR OSBL AREA 4410,TC0-1-URD02-D5007,施韋考  Ext.:26356,PP-0145,A
3,TC0-1-URD02-D5008,,,,,,A,A/G PIPING ARRANGEMENT DRAWING FOR OSBL AREA 4410 (4/11),,,,,,,,,,,,,,,A,XG31-4410-004,,//10.162.10.58/全處共用區/_Dwg/台中發電廠新建燃氣機組計畫/TPC-TC(C0)-CD-22-0846,TPC-TC(C0)-CD-22-0846,IFA,2022/09/11,2022/08/12,XG31-4410-004,A/G PIPING ARRANGEMENT DRAWING FOR OSBL AREA 4410 (4/11),A,A,A/G PIPING ARRANGEMENT DRAWING FOR OSBL AREA 4410,TC0-1-URD02-D5008,施韋考  Ext.:26356,PP-0145,A
4,TC0-1-URD02-D5009,,,,,,A,A/G PIPING ARRANGEMENT DRAWING FOR OSBL AREA 4410 (5/11),,,,,,,,,,,,,,,A,XG31-4410-005,,//10.162.10.58/全處共用區/_Dwg/台中發電廠新建燃氣機組計畫/TPC-TC(C0)-CD-22-0846,TPC-TC(C0)-CD-22-0846,IFA,2022/09/11,2022/08/12,XG31-4410-005,A/G PIPING ARRANGEMENT DRAWING FOR OSBL AREA 4410 (5/11),A,A,A/G PIPING ARRANGEMENT DRAWING FOR OSBL AREA 4410,TC0-1-URD02-D5009,施韋考  Ext.:26356,PP-0145,A
5,TC0-1-URD02-D5010,,,,,,A,A/G PIPING ARRANGEMENT DRAWING FOR OSBL AREA 4410 (6/11),,,,,,,,,,,,,,,A,XG31-4410-006,,//10.162.10.58/全處共用區/_Dwg/台中發電廠新建燃氣機組計畫/TPC-TC(C0)-CD-22-0846,TPC-TC(C0)-CD-22-0846,IFA,2022/09/11,2022/08/12,XG31-4410-006,A/G PIPING ARRANGEMENT DRAWING FOR OSBL AREA 4410 (6/11),A,A,A/G PIPING ARRANGEMENT DRAWING FOR OSBL AREA 4410,TC0-1-URD02-D5010,施韋考  Ext.:26356,PP-0145,A
6,TC0-1-URD02-D5011,,,,,,A,A/G PIPING ARRANGEMENT DRAWING FOR FIRE WATER & RAW WATER PUMP AREA 4410 (1/2),,,,,,,,,,,,,,,A,XG31-4410-007,,//10.162.10.58/全處共用區/_Dwg/台中發電廠新建燃氣機組計畫/TPC-TC(C0)-CD-22-0846,TPC-TC(C0)-CD-22-0846,IFA,2022/09/11,2022/08/12,XG31-4410-007,A/G PIPING ARRANGEMENT DRAWING FOR FIRE WATER & RAW WATER PUMP AREA 4410 (1/2),A,A,A/G PIPING ARRANGEMENT DRAWING FOR OSBL AREA 4410,TC0-1-URD02-D5011,施韋考  Ext.:26356,PP-0145,A
7,TC0-1-URD02-D5012,,,,,,A,A/G PIPING ARRANGEMENT DRAWING FOR FIRE WATER & RAW WATER PUMP AREA 4410 (2/2),,,,,,,,,,,,,,,A,XG31-4410-008,,//10.162.10.58/全處共用區/_Dwg/台中發電廠新建燃氣機組計畫/TPC-TC(C0)-CD-22-0846,TPC-TC(C0)-CD-22-0846,IFA,2022/09/11,2022/08/12,XG31-4410-008,A/G PIPING ARRANGEMENT DRAWING FOR FIRE WATER & RAW WATER PUMP AREA 4410 (2/2),A,A,A/G PIPING ARRANGEMENT DRAWING FOR OSBL AREA 4410,TC0-1-URD02-D5012,施韋考  Ext.:26356,PP-0145,A
8,TC0-1-URD02-D5013,,,,,,A,A/G PIPING ARRANGEMENT DRAWING FOR OSBL AREA 4410 (7/11),,,,,,,,,,,,,,,A,XG31-4410-009,,//10.162.10.58/全處共用區/_Dwg/台中發電廠新建燃氣機組計畫/TPC-TC(C0)-CD-22-0846,TPC-TC(C0)-CD-22-0846,IFA,2022/09/11,2022/08/12,XG31-4410-009,A/G PIPING ARRANGEMENT DRAWING FOR OSBL AREA 4410 (7/11),A,A,A/G PIPING ARRANGEMENT DRAWING FOR OSBL AREA 4410,TC0-1-URD02-D5013,施韋考  Ext.:26356,PP-0145,A
9,TC0-1-URD02-D5014,,,,,,A,A/G PIPING ARRANGEMENT DRAWING FOR OSBL AREA 4410 (8/11),,,,,,,,,,,,,,,A,XG31-4410-010,,//10.162.10.58/全處共用區/_Dwg/台中發電廠新建燃氣機組計畫/TPC-TC(C0)-CD-22-0846,TPC-TC(C0)-CD-22-0846,IFA,2022/09/11,2022/08/12,XG31-4410-010,A/G PIPING ARRANGEMENT DRAWING FOR OSBL AREA 4410 (8/11),A,A,A/G PIPING ARRANGEMENT DRAWING FOR OSBL AREA 4410,TC0-1-URD02-D5014,施韋考  Ext.:26356,PP-0145,A
10,TC0-1-URD02-D5015,,,,,,A,A/G PIPING ARRANGEMENT DRAWING FOR OSBL AREA 4410 (9/11),,,,,,,,,,,,,,,A,XG31-4410-011,,//10.162.10.58/全處共用區/_Dwg/台中發電廠新建燃氣機組計畫/TPC-TC(C0)-CD-22-0846,TPC-TC(C0)-CD-22-0846,IFA,2022/09/11,2022/08/12,XG31-4410-011,A/G PIPING ARRANGEMENT DRAWING FOR OSBL AREA 4410 (9/11),A,A,A/G PIPING ARRANGEMENT DRAWING FOR OSBL AREA 4410,TC0-1-URD02-D5015,施韋考  Ext.:26356,PP-0145,A
