,Customer Drawing No.,,,,,,Rev. ,Title of Description,,,,,,,,,,,,,,,Class,Drawing No.,path,TRANSMITTALNO,ISSUEPURPOSE,RETUREDATE,ISSUEDATE,CTCIDOCNO,DOCVERSIONDESC,DOCREV,DOCCLASS,TRDESC,CLIENTDOCNO,LE,DOCDOCCLASS,REVIEW
0,TC0-1-III01-S8204,,,,,,A,Instrument Datasheet / Sizing for Vortex Flowmeter,,,,,,,,,,,,,,,A,M0012B-JDR-0004,//10.162.10.58/全處共用區/_Dwg/台中發電廠新建燃氣機組計畫/TPC-TC(C0)-CD-22-1052,TPC-TC(C0)-CD-22-1052,IFA,2022/10/12,2022/09/12,M0012B-JDR-0004,Instrument Datasheet / Sizing for Vortex Flowmeter,A,A,"Instrument Datasheet, Sizing/Installation, Operation and Maintenance Manual/Certificate for Enclosure Protection for Vortex Flowmeter",TC0-1-III01-S8204,王鵬豪  Ext.:25199,R,VDR-M0012B-JDR-0002
1,TC0-1-III01-M8207,,,,,,A,"Installation, Operation and Maintenance Manual for Vortex Flowmeter",,,,,,,,,,,,,,,A,M0012B-JDR-0007,//10.162.10.58/全處共用區/_Dwg/台中發電廠新建燃氣機組計畫/TPC-TC(C0)-CD-22-1052,TPC-TC(C0)-CD-22-1052,IFA,2022/10/12,2022/09/12,M0012B-JDR-0007,"Installation, Operation and Maintenance Manual for Vortex Flowmeter",A,A,"Instrument Datasheet, Sizing/Installation, Operation and Maintenance Manual/Certificate for Enclosure Protection for Vortex Flowmeter",TC0-1-III01-M8207,王鵬豪  Ext.:25199,R,VDR-M0012B-JDR-0002
2,TC0-1-III01-R8208,,,,,,A,Certificate for Enclosure Protection for Vortex Flowmeter,,,,,,,,,,,,,,,A,M0012B-JDR-0008,//10.162.10.58/全處共用區/_Dwg/台中發電廠新建燃氣機組計畫/TPC-TC(C0)-CD-22-1052,TPC-TC(C0)-CD-22-1052,IFA,2022/10/12,2022/09/12,M0012B-JDR-0008,Certificate for Enclosure Protection for Vortex Flowmeter,A,A,"Instrument Datasheet, Sizing/Installation, Operation and Maintenance Manual/Certificate for Enclosure Protection for Vortex Flowmeter",TC0-1-III01-R8208,王鵬豪  Ext.:25199,I,VDR-M0012B-JDR-0002
