,,TRANSMITTALNO,ISSUEPURPOSE,PLANNEDCLIENTRETURNDATE,ISSUEDATE,DOCVERSIONNO,DOCVERSIONDESC,DOCREV,DOCNATURE,DOCCLASS,TAGNO,CLIENTDOCNO,DESCRIPTION
0,0,HT-D1-CTC-GEL-22-0049,IFA,2022/02/03,,XK71B-0SEB0-001,PUBLIC ADDRESS SYSTEM LAYOUT FOR 345KV SWITCHYARD ELECTRICAL BUILDING,A,,A,,HT0-1-EAE01-D5039, Public Address System Layout for 345kV Switchyard  Electrical Building 345KV 開關廠廣播系統
