,Customer Drawing No.,,,,,,Rev. ,Title of Description,,,,,,,,,,,,,,,Class,Drawing No.,,path,TRANSMITTALNO,ISSUEPURPOSE,PLANNEDCLIENTRETURNDATE,ISSUEDATE,DOCVERSIONNO,DOCVERSIONDESC,DOCREV,DOCCLASS,TRDESC,CLIENTDOCNO,LE,ISSNO,DOCDOCCLASS
0,TC0-1-CAC02-D7001,,,,,,C,ROAD & CLEAN STORM WATER DRAINAGE SYSTEM OVERALL PLAN,,,,,,,,,,,,,,,A,XF31D-0000-001,,//10.162.10.58/全處共用區/_Dwg/台中發電廠新建燃氣機組計畫/TPC-TC(C0)-CD-22-1245,TPC-TC(C0)-CD-22-1245,IFA,2022/11/03,2022/10/04,XF31D-0000-001,ROAD & CLEAN STORM WATER DRAINAGE SYSTEM OVERALL PLAN,C,A,"Road & Clean Storm Water Drainage System_RB,RC",TC0-1-CAC02-D7001,陳博仁  Ext.:23341,CB-0418,A
1,TC0-1-CAC02-C7001,,,,,,B,HYDRAULIC CALCULATION FOR CLEAN STORM WATER DRAINAGE SYSTEM,,,,,,,,,,,,,,,A,XF31D-0000-001C,,//10.162.10.58/全處共用區/_Dwg/台中發電廠新建燃氣機組計畫/TPC-TC(C0)-CD-22-1245,TPC-TC(C0)-CD-22-1245,IFA,2022/11/03,2022/10/04,XF31D-0000-001C,HYDRAULIC CALCULATION FOR CLEAN STORM WATER DRAINAGE SYSTEM,B,A,"Road & Clean Storm Water Drainage System_RB,RC",TC0-1-CAC02-C7001,陳博仁  Ext.:23341,CB-0418,A
2,TC0-1-CAC02-D7002,,,,,,C,ROAD & CLEAN STORM WATER DRAINAGE SYSTEM PLAN (1),,,,,,,,,,,,,,,A,XF31D-0000-002,,//10.162.10.58/全處共用區/_Dwg/台中發電廠新建燃氣機組計畫/TPC-TC(C0)-CD-22-1245,TPC-TC(C0)-CD-22-1245,IFA,2022/11/03,2022/10/04,XF31D-0000-002,ROAD & CLEAN STORM WATER DRAINAGE SYSTEM PLAN (1),C,A,"Road & Clean Storm Water Drainage System_RB,RC",TC0-1-CAC02-D7002,陳博仁  Ext.:23341,CB-0418,A
3,TC0-1-CAC02-D7003,,,,,,C,ROAD & CLEAN STORM WATER DRAINAGE SYSTEM PLAN (2),,,,,,,,,,,,,,,A,XF31D-0000-003,,//10.162.10.58/全處共用區/_Dwg/台中發電廠新建燃氣機組計畫/TPC-TC(C0)-CD-22-1245,TPC-TC(C0)-CD-22-1245,IFA,2022/11/03,2022/10/04,XF31D-0000-003,ROAD & CLEAN STORM WATER DRAINAGE SYSTEM PLAN (2),C,A,"Road & Clean Storm Water Drainage System_RB,RC",TC0-1-CAC02-D7003,陳博仁  Ext.:23341,CB-0418,A
4,TC0-1-CAC02-D7004,,,,,,C,ROAD & CLEAN STORM WATER DRAINAGE SYSTEM PLAN (3),,,,,,,,,,,,,,,A,XF31D-0000-004,,//10.162.10.58/全處共用區/_Dwg/台中發電廠新建燃氣機組計畫/TPC-TC(C0)-CD-22-1245,TPC-TC(C0)-CD-22-1245,IFA,2022/11/03,2022/10/04,XF31D-0000-004,ROAD & CLEAN STORM WATER DRAINAGE SYSTEM PLAN (3),C,A,"Road & Clean Storm Water Drainage System_RB,RC",TC0-1-CAC02-D7004,陳博仁  Ext.:23341,CB-0418,A
5,TC0-1-CAC02-D7005,,,,,,C,ROAD & CLEAN STORM WATER DRAINAGE SYSTEM PLAN (4),,,,,,,,,,,,,,,A,XF31D-0000-005,,//10.162.10.58/全處共用區/_Dwg/台中發電廠新建燃氣機組計畫/TPC-TC(C0)-CD-22-1245,TPC-TC(C0)-CD-22-1245,IFA,2022/11/03,2022/10/04,XF31D-0000-005,ROAD & CLEAN STORM WATER DRAINAGE SYSTEM PLAN (4),C,A,"Road & Clean Storm Water Drainage System_RB,RC",TC0-1-CAC02-D7005,陳博仁  Ext.:23341,CB-0418,A
6,TC0-1-CAC02-D7011,,,,,,C,ROAD & CLEAN STORM WATER DRAINAGE SYSTEM DETAILS (1),,,,,,,,,,,,,,,A,XF31D-0000-011,,//10.162.10.58/全處共用區/_Dwg/台中發電廠新建燃氣機組計畫/TPC-TC(C0)-CD-22-1245,TPC-TC(C0)-CD-22-1245,IFA,2022/11/03,2022/10/04,XF31D-0000-011,ROAD & CLEAN STORM WATER DRAINAGE SYSTEM DETAILS (1),C,A,"Road & Clean Storm Water Drainage System_RB,RC",TC0-1-CAC02-D7011,陳博仁  Ext.:23341,CB-0418,A
7,TC0-1-CAC02-D7012,,,,,,C,ROAD & CLEAN STORM WATER DRAINAGE SYSTEM DETAILS (2),,,,,,,,,,,,,,,A,XF31D-0000-012,,//10.162.10.58/全處共用區/_Dwg/台中發電廠新建燃氣機組計畫/TPC-TC(C0)-CD-22-1245,TPC-TC(C0)-CD-22-1245,IFA,2022/11/03,2022/10/04,XF31D-0000-012,ROAD & CLEAN STORM WATER DRAINAGE SYSTEM DETAILS (2),C,A,"Road & Clean Storm Water Drainage System_RB,RC",TC0-1-CAC02-D7012,陳博仁  Ext.:23341,CB-0418,A
8,TC0-1-CAC02-D7013,,,,,,C,ROAD & CLEAN STORM WATER DRAINAGE SYSTEM DETAILS (3),,,,,,,,,,,,,,,A,XF31D-0000-013,,//10.162.10.58/全處共用區/_Dwg/台中發電廠新建燃氣機組計畫/TPC-TC(C0)-CD-22-1245,TPC-TC(C0)-CD-22-1245,IFA,2022/11/03,2022/10/04,XF31D-0000-013,ROAD & CLEAN STORM WATER DRAINAGE SYSTEM DETAILS (3),C,A,"Road & Clean Storm Water Drainage System_RB,RC",TC0-1-CAC02-D7013,陳博仁  Ext.:23341,CB-0418,A
9,TC0-1-CAC02-D7014,,,,,,C,ROAD & CLEAN STORM WATER DRAINAGE SYSTEM DETAILS (4),,,,,,,,,,,,,,,A,XF31D-0000-014,,//10.162.10.58/全處共用區/_Dwg/台中發電廠新建燃氣機組計畫/TPC-TC(C0)-CD-22-1245,TPC-TC(C0)-CD-22-1245,IFA,2022/11/03,2022/10/04,XF31D-0000-014,ROAD & CLEAN STORM WATER DRAINAGE SYSTEM DETAILS (4),C,A,"Road & Clean Storm Water Drainage System_RB,RC",TC0-1-CAC02-D7014,陳博仁  Ext.:23341,CB-0418,A
