,,TRANSMITTALNO,CTCIDOCNO,VENDORDOCNO,CLIENTDOCNO,DOCVERSIONDESC,DOCREV,REVDATE,ISSUEPURPOSE,IFDPLAN,ISSUEDATE,RETUREDATE,TAGNO,SUBMITENGINEER,DESCRIPTION
0,0,HT-D1-CTC-GEL-22-0035,F0002-SUEZ-0195,507283-WTS-ME-T03-0354-CS-206,HT0-1-KWM01-S9196,Equipment / Accessories Specification and Catalogs for Pumps of Pretreatment System,C,2022/01/03,IFA,,,2022/02/03,,,Spec. & Catalogs for Pumps of Pretreatment for AWWTS 高級廢水處理系統之前處理系統泵浦技術資料型錄
