1,HT0-1-UMM01-A6582,"D/S,Single line Diagram with Catalog of Strainer 自動清洗式過濾器規格表與線路圖及附屬設備圖面型錄(Raw Water System)",0,HT-D1-CTC-GEL-23-2710,2023/07/04,"D/S,Single line Diagram with Catalog of Strainer 自動清洗式過濾器規格表與線路圖及附屬設備圖面型錄(Raw Water System).1",/workspaces/Auto-Work-Station/00dest/HT-D1-CTC-GEL-23-2710_converted.xlsx
2,HT0-1-UMM01-D6581,"D/S,Single line Diagram with Catalog of Strainer 自動清洗式過濾器規格表與線路圖及附屬設備圖面型錄(Raw Water System)",0,HT-D1-CTC-GEL-23-2710,2023/07/04,"D/S,Single line Diagram with Catalog of Strainer 自動清洗式過濾器規格表與線路圖及附屬設備圖面型錄(Raw Water System)",/workspaces/Auto-Work-Station/00dest/HT-D1-CTC-GEL-23-2710_converted.xlsx
3,HT0-1-UMM01-E6575,"D/S,Single line Diagram with Catalog of Strainer 自動清洗式過濾器規格表與線路圖及附屬設備圖面型錄(Raw Water System)",0,HT-D1-CTC-GEL-23-2710,2023/07/04,"D/S,Single line Diagram with Catalog of Strainer 自動清洗式過濾器規格表與線路圖及附屬設備圖面型錄(Raw Water System)",/workspaces/Auto-Work-Station/00dest/HT-D1-CTC-GEL-23-2710_converted.xlsx
