,Customer Drawing No.,,,,,,Rev. ,Title of Description,,,,,,,,,,,,,,,Class,Drawing No.,path,TRANSMITTALNO,ISSUEPURPOSE,RETUREDATE,ISSUEDATE,CTCIDOCNO,DOCVERSIONDESC,DOCREV,DOCCLASS,TRDESC,CLIENTDOCNO,LE,DOCDOCCLASS
0,TC0-1-KDE02-D0099,,,,,,A,Outline Dimensional Drawing for Panel for DWTS,,,,,,,,,,,,,,,A,F0002-TSK-9099,//10.162.10.58/全處共用區/_Dwg/台中發電廠新建燃氣機組計畫/TPC-TC(C0)-CD-22-0551,TPC-TC(C0)-CD-22-0551,IFA,2022/07/24,2022/06/24,F0002-TSK-9099,Outline Dimensional Drawing for Panel for DWTS,A,A,"Outline Dimensional Drawing for Panel, Enclosure Protection for DWTS",TC0-1-KDE02-D0099,蕭舜予  Ext.:22121 ,R
1,TC0-1-KDE02-S0111,,,,,,A,Enclosure Protection for DWTS,,,,,,,,,,,,,,,A,F0002-TSK-9111,//10.162.10.58/全處共用區/_Dwg/台中發電廠新建燃氣機組計畫/TPC-TC(C0)-CD-22-0551,TPC-TC(C0)-CD-22-0551,IFA,2022/07/24,2022/06/24,F0002-TSK-9111,Enclosure Protection for DWTS,A,A,"Outline Dimensional Drawing for Panel, Enclosure Protection for DWTS",TC0-1-KDE02-S0111,蕭舜予  Ext.:22121 ,I
