,Customer Drawing No.,,,,,,Rev. ,Title of Description,,,,,,,,,,,,,,,Class,Drawing No.,,path,TRANSMITTALNO,ISSUEPURPOSE,PLANNEDCLIENTRETURNDATE,ISSUEDATE,DOCVERSIONNO,DOCVERSIONDESC,DOCREV,DOCCLASS,TRDESC,CLIENTDOCNO,LE,ISSNO,DOCDOCCLASS
0,TC0-1-CSC02-D3202,,,,,,A,PIPE RACK PR-3201 FOUNDATION PLAN,,,,,,,,,,,,,,,A,XF38A-320R-002,,//10.162.10.58/全處共用區/_Dwg/台中發電廠新建燃氣機組計畫/TPC-TC(C0)-CD-22-1231,TPC-TC(C0)-CD-22-1231,IFA,2022/11/02,2022/10/03,XF38A-320R-002,PIPE RACK PR-3201 FOUNDATION PLAN,A,A,Pipe Rack PR-3201 - Structure_RA,TC0-1-CSC02-D3202,陳博仁  Ext.:23341,CB-0416,A
1,TC0-1-CSC02-D3203,,,,,,A,PIPE RACK PR-3201 FOUNDATION SECTION AND DETAILS (1),,,,,,,,,,,,,,,A,XF38A-320R-003,,//10.162.10.58/全處共用區/_Dwg/台中發電廠新建燃氣機組計畫/TPC-TC(C0)-CD-22-1231,TPC-TC(C0)-CD-22-1231,IFA,2022/11/02,2022/10/03,XF38A-320R-003,PIPE RACK PR-3201 FOUNDATION SECTION AND DETAILS (1),A,A,Pipe Rack PR-3201 - Structure_RA,TC0-1-CSC02-D3203,陳博仁  Ext.:23341,CB-0416,A
2,TC0-1-CSC02-D3204,,,,,,A,PIPE RACK PR-3201 FOUNDATION SECTION AND DETAILS (2),,,,,,,,,,,,,,,A,XF38A-320R-004,,//10.162.10.58/全處共用區/_Dwg/台中發電廠新建燃氣機組計畫/TPC-TC(C0)-CD-22-1231,TPC-TC(C0)-CD-22-1231,IFA,2022/11/02,2022/10/03,XF38A-320R-004,PIPE RACK PR-3201 FOUNDATION SECTION AND DETAILS (2),A,A,Pipe Rack PR-3201 - Structure_RA,TC0-1-CSC02-D3204,陳博仁  Ext.:23341,CB-0416,A
3,TC0-1-SSC02-D3201,,,,,,A,PIPE RACK PR-3201 PLAN (1),,,,,,,,,,,,,,,A,XF41A-320R-001,,//10.162.10.58/全處共用區/_Dwg/台中發電廠新建燃氣機組計畫/TPC-TC(C0)-CD-22-1231,TPC-TC(C0)-CD-22-1231,IFA,2022/11/02,2022/10/03,XF41A-320R-001,PIPE RACK PR-3201 PLAN (1),A,A,Pipe Rack PR-3201 - Structure_RA,TC0-1-SSC02-D3201,陳博仁  Ext.:23341,CB-0416,A
4,TC0-1-SSC02-C3201,,,,,,A,CALCULATION SHEET FOR PIPE RACK PR-3201,,,,,,,,,,,,,,,A,XF41A-320R-001C,,//10.162.10.58/全處共用區/_Dwg/台中發電廠新建燃氣機組計畫/TPC-TC(C0)-CD-22-1231,TPC-TC(C0)-CD-22-1231,IFA,2022/11/02,2022/10/03,XF41A-320R-001C,CALCULATION SHEET FOR PIPE RACK PR-3201,A,A,Pipe Rack PR-3201 - Structure_RA,TC0-1-SSC02-C3201,陳博仁  Ext.:23341,CB-0416,A
5,TC0-1-SSC02-D3202,,,,,,A,PIPE RACK PR-3201 PLAN (2),,,,,,,,,,,,,,,A,XF41A-320R-002,,//10.162.10.58/全處共用區/_Dwg/台中發電廠新建燃氣機組計畫/TPC-TC(C0)-CD-22-1231,TPC-TC(C0)-CD-22-1231,IFA,2022/11/02,2022/10/03,XF41A-320R-002,PIPE RACK PR-3201 PLAN (2),A,A,Pipe Rack PR-3201 - Structure_RA,TC0-1-SSC02-D3202,陳博仁  Ext.:23341,CB-0416,A
6,TC0-1-SSC02-D3203,,,,,,A,PIPE RACK PR-3201 PLAN (3),,,,,,,,,,,,,,,A,XF41A-320R-003,,//10.162.10.58/全處共用區/_Dwg/台中發電廠新建燃氣機組計畫/TPC-TC(C0)-CD-22-1231,TPC-TC(C0)-CD-22-1231,IFA,2022/11/02,2022/10/03,XF41A-320R-003,PIPE RACK PR-3201 PLAN (3),A,A,Pipe Rack PR-3201 - Structure_RA,TC0-1-SSC02-D3203,陳博仁  Ext.:23341,CB-0416,A
7,TC0-1-SSC02-D3204,,,,,,A,PIPE RACK PR-3201 ELEVATION (1),,,,,,,,,,,,,,,A,XF41A-320R-004,,//10.162.10.58/全處共用區/_Dwg/台中發電廠新建燃氣機組計畫/TPC-TC(C0)-CD-22-1231,TPC-TC(C0)-CD-22-1231,IFA,2022/11/02,2022/10/03,XF41A-320R-004,PIPE RACK PR-3201 ELEVATION (1),A,A,Pipe Rack PR-3201 - Structure_RA,TC0-1-SSC02-D3204,陳博仁  Ext.:23341,CB-0416,A
8,TC0-1-SSC02-D3205,,,,,,A,PIPE RACK PR-3201 ELEVATION (2),,,,,,,,,,,,,,,A,XF41A-320R-005,,//10.162.10.58/全處共用區/_Dwg/台中發電廠新建燃氣機組計畫/TPC-TC(C0)-CD-22-1231,TPC-TC(C0)-CD-22-1231,IFA,2022/11/02,2022/10/03,XF41A-320R-005,PIPE RACK PR-3201 ELEVATION (2),A,A,Pipe Rack PR-3201 - Structure_RA,TC0-1-SSC02-D3205,陳博仁  Ext.:23341,CB-0416,A
9,TC0-1-SSC02-D3206,,,,,,A,PIPE RACK PR-3201 SECTION AND DETAILS (1),,,,,,,,,,,,,,,A,XF41A-320R-006,,//10.162.10.58/全處共用區/_Dwg/台中發電廠新建燃氣機組計畫/TPC-TC(C0)-CD-22-1231,TPC-TC(C0)-CD-22-1231,IFA,2022/11/02,2022/10/03,XF41A-320R-006,PIPE RACK PR-3201 SECTION AND DETAILS (1),A,A,Pipe Rack PR-3201 - Structure_RA,TC0-1-SSC02-D3206,陳博仁  Ext.:23341,CB-0416,A
10,TC0-1-SSC02-D3207,,,,,,A,PIPE RACK PR-3201 SECTION AND DETAILS (2),,,,,,,,,,,,,,,A,XF41A-320R-007,,//10.162.10.58/全處共用區/_Dwg/台中發電廠新建燃氣機組計畫/TPC-TC(C0)-CD-22-1231,TPC-TC(C0)-CD-22-1231,IFA,2022/11/02,2022/10/03,XF41A-320R-007,PIPE RACK PR-3201 SECTION AND DETAILS (2),A,A,Pipe Rack PR-3201 - Structure_RA,TC0-1-SSC02-D3207,陳博仁  Ext.:23341,CB-0416,A
