,Customer Drawing No.,,,,,,Rev. ,Title of Description,,,,,,,,,,,,,,,Class,Drawing No.,path,TRANSMITTALNO,ISSUEPURPOSE,RETUREDATE,ISSUEDATE,CTCIDOCNO,DOCVERSIONDESC,DOCREV,DOCCLASS,TRDESC,CLIENTDOCNO,LE,DOCDOCCLASS,REVIEW
0,TC0-1-UMM02-Z9505,,,,,,A,電梯規格表Elevator Data Sheets,,,,,,,,,,,,,,,A,M0037-Pacific-9505,//10.162.10.58/全處共用區/_Dwg/台中發電廠新建燃氣機組計畫/TPC-TC(C0)-CD-22-1309,TPC-TC(C0)-CD-22-1309,IFA,2022/11/10,2022/10/11,M0037-Pacific-9505,電梯規格表Elevator Data Sheets,A,A,"Elevator Data Sheets, Calculation Sheets for Elevator, EQP for Elevator (Domestic) ",TC0-1-UMM02-Z9505,張銘洋  Ext.:24270,R,VDR-M0037-Pacific-0015
1,TC0-1-UMM02-C9506,,,,,,A,電梯強度計算書Calculation Sheets for Elevator,,,,,,,,,,,,,,,A,M0037-Pacific-9506,//10.162.10.58/全處共用區/_Dwg/台中發電廠新建燃氣機組計畫/TPC-TC(C0)-CD-22-1309,TPC-TC(C0)-CD-22-1309,IFA,2022/11/10,2022/10/11,M0037-Pacific-9506,電梯強度計算書Calculation Sheets for Elevator,A,A,"Elevator Data Sheets, Calculation Sheets for Elevator, EQP for Elevator (Domestic) ",TC0-1-UMM02-C9506,張銘洋  Ext.:24270,R,VDR-M0037-Pacific-0015
2,TC0-1-AQA02-Q6043,,,,,,A,電梯設備品質計劃書Equipment Quality Plan for Elevator (Domestic),,,,,,,,,,,,,,,A,M0037-Pacific-9571,//10.162.10.58/全處共用區/_Dwg/台中發電廠新建燃氣機組計畫/TPC-TC(C0)-CD-22-1309,TPC-TC(C0)-CD-22-1309,IFA,2022/11/10,2022/10/11,M0037-Pacific-9571,電梯設備品質計劃書Equipment Quality Plan for Elevator (Domestic),A,A,"Elevator Data Sheets, Calculation Sheets for Elevator, EQP for Elevator (Domestic) ",TC0-1-AQA02-Q6043,張銘洋  Ext.:24270,R,VDR-M0037-Pacific-0015
