,批次序號,圖號:,圖名:,版次:,來文號碼:,來文日期:,來文名稱:,路徑
0,0,HT0-1-UMM01-T6933,SAT procedure  and LCP for AmmoniaVaporizer 蒸發器SAT程序與控制面板[Ammonia Storage & Supply System],A,HT-D1-CTC-GEL-23-2867,2023/07/19,SAT procedure  and LCP for AmmoniaVaporizer 蒸發器SAT程序與控制面板[Ammonia Storage & Supply System],c:\Users\S\Documents\GitHub\Auto-Work-Station\00dest\HT-D1-CTC-GEL-23-2867_converted.xlsx
