,批次序號,圖號:,圖名:,版次:,來文號碼:,來文日期:,來文名稱:,路徑
0,0,HT0-1-KWM01-T9228,Inspection Report of Domestic LV Motor (TECO) for AWWTS 高級廢水處理系統馬達檢驗報告,0,HT-D1-CTC-GEL-23-2979,2023/07/28,Inspection Report of Domestic LV Motor (TECO) for AWWTS 高級廢水處理系統馬達檢驗報告,/workspaces/Auto-Work-Station/00dest/00source/HT-D1-CTC-GEL-23-2979_converted.xlsx
