,批次序號,圖號:,圖名:,版次:,來文號碼:,來文日期:,來文名稱:,路徑
0,0,HT0-1-KWM01-T9240,Inspection Report of Electrical Panel (所羅門) for AWWTS 高級廢水處理系統電盤檢驗報告,A,HT-D1-CTC-GEL-23-3046,2023/08/01,Inspection Report of Electrical Panel (所羅門) for AWWTS 高級廢水處理系統電盤檢驗報告,/workspaces/Auto-Work-Station/00dest/00source/HT-D1-CTC-GEL-23-3046_converted.xlsx
