,TRANSMITTALNO,ISSUEPURPOSE,PLANNEDCLIENTRETURNDATE,ISSUEDATE,DOCVERSIONNO,DOCVERSIONDESC,DOCREV,DOCCLASS,TRDESC,CLIENTDOCNO,LE,ISSNO,DOCDOCCLASS
0,TPC-TC(C0)-CD-22-1121,IFA,2022/10/20,2022/09/20,XK31B-0SPW0-001,ELECTRICAL POWER LAYOUT FOR SPARE PARTS WAREHOUSE (1/2),A,A,Power layout for Spares warehouse_RA,TC0-1-ERE02-D5146,程正維  Ext.:28057,EE-0325,A
1,TPC-TC(C0)-CD-22-1121,IFA,2022/10/20,2022/09/20,XK31B-0SPW0-002,ELECTRICAL POWER LAYOUT FOR SPARE PARTS WAREHOUSE (2/2),A,A,Power layout for Spares warehouse_RA,TC0-1-ERE02-D5147,程正維  Ext.:28057,EE-0325,A
