,Customer Drawing No.,,,,,,Rev. ,Title of Description,,,,,,,,,,,,,,,Class,Drawing No.,path,TRANSMITTALNO,ISSUEPURPOSE,PLANNEDCLIENTRETURNDATE,ISSUEDATE,DOCVERSIONNO,DOCVERSIONDESC,DOCREV,DOCCLASS,TRDESC,CLIENTDOCNO,LE,ISSNO,DOCDOCCLASS
0,TC0-1-AAD02-D5017,,,,,,D,"GENERAL ARRANGEMENT FOR POTABLE WATER TANK, WASTE STORAGE AREA NO.1, MAIN CONTROL BUILDING, AND CONDENSATE SYSTEM. (1/2)",,,,,,,,,,,,,,,A,XB32-3300-001,//10.162.10.58/全處共用區/_Dwg/台中發電廠新建燃氣機組計畫/TPC-TC(C0)-CD-22-0146,TPC-TC(C0)-CD-22-0146,IFA,2022/04/01,2022/03/01,XB32-3300-001,"GENERAL ARRANGEMENT FOR POTABLE WATER TANK, WASTE STORAGE AREA NO.1, MAIN CONTROL BUILDING, AND CONDENSATE SYSTEM. (1/2)",D,A,"GENERAL ARRANGEMENT FOR POTABLE WATER TANK, WASTE STORAGE AREA NO.1, MAIN CONTROL BUILDING, AND CONDENSATE SYSTEM. ",TC0-1-AAD02-D5017,施韋考  Ext.:26356,PP-0054,A
1,TC0-1-AAD02-D5018,,,,,,D,"GENERAL ARRANGEMENT FOR POTABLE WATER TANK, WASTE STORAGE AREA NO.1, MAIN CONTROL BUILDING, AND CONDENSATE SYSTEM. (2/2)",,,,,,,,,,,,,,,A,XB32-3300-002,//10.162.10.58/全處共用區/_Dwg/台中發電廠新建燃氣機組計畫/TPC-TC(C0)-CD-22-0146,TPC-TC(C0)-CD-22-0146,IFA,2022/04/01,2022/03/01,XB32-3300-002,"GENERAL ARRANGEMENT FOR POTABLE WATER TANK, WASTE STORAGE AREA NO.1, MAIN CONTROL BUILDING, AND CONDENSATE SYSTEM. (2/2)",D,A,"GENERAL ARRANGEMENT FOR POTABLE WATER TANK, WASTE STORAGE AREA NO.1, MAIN CONTROL BUILDING, AND CONDENSATE SYSTEM. ",TC0-1-AAD02-D5018,施韋考  Ext.:26356,PP-0054,A
