,TRANSMITTALNO,ISSUEPURPOSE,PLANNEDCLIENTRETURNDATE,ISSUEDATE,DOCVERSIONNO,DOCVERSIONDESC,DOCREV,DOCNATURE,DOCCLASS,TAGNO,CLIENTDOCNO,DESCRIPTION
0,HT-D1-CTC-GEL-22-0050,IFC,2022/02/11,,XF36B-4800-051C,CALCULATION SHEET FOR LUBE OIL STORAGE TANK FOUNDATION,0,,A,,HT0-1-CJC01-C5801,Lube Oil Storage Tank Foundation (IFC) 潤滑油儲槽基礎圖 (IFC) (內含計算書)
1,HT-D1-CTC-GEL-22-0050,IFC,2022/02/11,,XF36B-4800-051,LUBE OIL STORAGE TANK FOUNDATION PLAN AND SECTON,0,,A,,HT0-1-CJC01-D5801,Lube Oil Storage Tank Foundation (IFC) 潤滑油儲槽基礎圖 (IFC) (內含計算書)
