,Customer Drawing No.,,,,,,Rev. ,Title of Description,,,,,,,,,,,,,,,Class,Drawing No.,,path,TRANSMITTALNO,ISSUEPURPOSE,RETUREDATE,ISSUEDATE,CTCIDOCNO,DOCVERSIONDESC,DOCREV,DOCCLASS,TRDESC,CLIENTDOCNO,LE,DOCDOCCLASS,REVIEW
0,TC0-1-EKE02-A9004,,,,,,A,Mandatory Spare Part List for CDCS RTU,,,,,,,,,,,,,,,A,M0001-IA91.01-9004,,//10.162.10.58/全處共用區/_Dwg/台中發電廠新建燃氣機組計畫/TPC-TC(C0)-CD-22-1452,TPC-TC(C0)-CD-22-1452,IFA,2022/11/20,2022/10/21,M0001-IA91.01-9004,Mandatory Spare Part List for CDCS RTU,A,A,"Mandatory Spare Part List, Catalogs, Enclosure Certificates, Installation, Operation and Maintenance Manual for CDCS RTU",TC0-1-EKE02-A9004,王鵬豪  Ext.:25199,I,VDR-M0001B-PQCLEAN-0024
1,TC0-1-EKE02-M9005,,,,,,A,"Installation, Operation and Maintenance Manual for CDCS RTU",,,,,,,,,,,,,,,A,M0001-IA91.01-9005,,//10.162.10.58/全處共用區/_Dwg/台中發電廠新建燃氣機組計畫/TPC-TC(C0)-CD-22-1452,TPC-TC(C0)-CD-22-1452,IFA,2022/11/20,2022/10/21,M0001-IA91.01-9005,"Installation, Operation and Maintenance Manual for CDCS RTU",A,A,"Mandatory Spare Part List, Catalogs, Enclosure Certificates, Installation, Operation and Maintenance Manual for CDCS RTU",TC0-1-EKE02-M9005,王鵬豪  Ext.:25199,R,VDR-M0001B-PQCLEAN-0024
2,TC0-1-EKE02-M9006,,,,,,A,Catalogs for CDCS RTU,,,,,,,,,,,,,,,A,M0001-IA91.01-9006,,//10.162.10.58/全處共用區/_Dwg/台中發電廠新建燃氣機組計畫/TPC-TC(C0)-CD-22-1452,TPC-TC(C0)-CD-22-1452,IFA,2022/11/20,2022/10/21,M0001-IA91.01-9006,Catalogs for CDCS RTU,A,A,"Mandatory Spare Part List, Catalogs, Enclosure Certificates, Installation, Operation and Maintenance Manual for CDCS RTU",TC0-1-EKE02-M9006,王鵬豪  Ext.:25199,I,VDR-M0001B-PQCLEAN-0024
3,TC0-1-EKE02-R9010,,,,,,A,Enclosure Certificates for CDCS RTU,,,,,,,,,,,,,,,A,M0001-IA91.01-9010,,//10.162.10.58/全處共用區/_Dwg/台中發電廠新建燃氣機組計畫/TPC-TC(C0)-CD-22-1452,TPC-TC(C0)-CD-22-1452,IFA,2022/11/20,2022/10/21,M0001-IA91.01-9010,Enclosure Certificates for CDCS RTU,A,A,"Mandatory Spare Part List, Catalogs, Enclosure Certificates, Installation, Operation and Maintenance Manual for CDCS RTU",TC0-1-EKE02-R9010,王鵬豪  Ext.:25199,I,VDR-M0001B-PQCLEAN-0024
