,Customer Drawing No.,,,,,,Rev. ,Title of Description,,,,,,,,,,,,,,,Class,Drawing No.,path,TRANSMITTALNO,ISSUEPURPOSE,RETUREDATE,ISSUEDATE,CTCIDOCNO,DOCVERSIONDESC,DOCREV,DOCCLASS,TRDESC,CLIENTDOCNO,LE,DOCDOCCLASS,REVIEW
0,TC0-1-FAM02-D1003,,,,,,0,Drawings Of Thermostatic Release,,,,,,,,,,,,,,,C,M0035-003,//10.162.10.58/全處共用區/_Dwg/台中發電廠新建燃氣機組計畫/TPC-TC(C0)-CD-22-1053,TPC-TC(C0)-CD-22-1053,IFC,2022/10/12,2022/09/12,M0035-003,Drawings Of Thermostatic Release,0,C,Drawings/Catalog & Data Sheet Of Thermostatic Release,TC0-1-FAM02-D1003,施韋考  Ext.:26356,R,VDR-M0035-CDFP-0008
1,TC0-1-FAM02-S1004,,,,,,0,Catalog & Data Sheet Of Thermostatic Release,,,,,,,,,,,,,,,C,M0035-004,//10.162.10.58/全處共用區/_Dwg/台中發電廠新建燃氣機組計畫/TPC-TC(C0)-CD-22-1053,TPC-TC(C0)-CD-22-1053,IFC,2022/10/12,2022/09/12,M0035-004,Catalog & Data Sheet Of Thermostatic Release,0,C,Drawings/Catalog & Data Sheet Of Thermostatic Release,TC0-1-FAM02-S1004,施韋考  Ext.:26356,R,VDR-M0035-CDFP-0008
