,Customer Drawing No.,,,,,,Rev. ,Title of Description,,,,,,,,,,,,,,,Class,Drawing No.,,path,TRANSMITTALNO,ISSUEPURPOSE,PLANNEDCLIENTRETURNDATE,ISSUEDATE,DOCVERSIONNO,DOCVERSIONDESC,DOCREV,DOCCLASS,TRDESC,CLIENTDOCNO,LE,ISSNO,DOCDOCCLASS
0,TC0-1-III02-D3107,,,,,,A,Field Instrument Cable Way and Wiring Layout of GT1-1 (1/2),,,,,,,,,,,,,,,A,XH51-1100-001,,//10.162.10.58/全處共用區/_Dwg/台中發電廠新建燃氣機組計畫/TPC-TC(C0)-CD-22-0633,TPC-TC(C0)-CD-22-0633,IFA,2022/08/12,2022/07/12,XH51-1100-001,Field Instrument Cable Way and Wiring Layout of GT1-1 (1/2),A,A,Field Instrument Cable Way and Wiring Layout of GT1-1 (1 of 2)...etc,TC0-1-III02-D3107,王鵬豪  Ext.:25199,IN-0206,A
1,TC0-1-III02-D3108,,,,,,A,Field Instrument Cable Way and Wiring Layout of GT1-1 (2/2),,,,,,,,,,,,,,,A,XH51-1100-002,,//10.162.10.58/全處共用區/_Dwg/台中發電廠新建燃氣機組計畫/TPC-TC(C0)-CD-22-0633,TPC-TC(C0)-CD-22-0633,IFA,2022/08/12,2022/07/12,XH51-1100-002,Field Instrument Cable Way and Wiring Layout of GT1-1 (2/2),A,A,Field Instrument Cable Way and Wiring Layout of GT1-1 (1 of 2)...etc,TC0-1-III02-D3108,王鵬豪  Ext.:25199,IN-0206,A
2,TC0-1-III02-D3109,,,,,,A,Field Instrument Cable Way and Wiring Layout of GT1-2 (1/4),,,,,,,,,,,,,,,A,XH51-1100-003,,//10.162.10.58/全處共用區/_Dwg/台中發電廠新建燃氣機組計畫/TPC-TC(C0)-CD-22-0633,TPC-TC(C0)-CD-22-0633,IFA,2022/08/12,2022/07/12,XH51-1100-003,Field Instrument Cable Way and Wiring Layout of GT1-2 (1/4),A,A,Field Instrument Cable Way and Wiring Layout of GT1-1 (1 of 2)...etc,TC0-1-III02-D3109,王鵬豪  Ext.:25199,IN-0206,A
3,TC0-1-III02-D3110,,,,,,A,Field Instrument Cable Way and Wiring Layout of GT1-2 (2/4),,,,,,,,,,,,,,,A,XH51-1100-004,,//10.162.10.58/全處共用區/_Dwg/台中發電廠新建燃氣機組計畫/TPC-TC(C0)-CD-22-0633,TPC-TC(C0)-CD-22-0633,IFA,2022/08/12,2022/07/12,XH51-1100-004,Field Instrument Cable Way and Wiring Layout of GT1-2 (2/4),A,A,Field Instrument Cable Way and Wiring Layout of GT1-1 (1 of 2)...etc,TC0-1-III02-D3110,王鵬豪  Ext.:25199,IN-0206,A
4,TC0-1-III02-D3111,,,,,,A,Field Instrument Cable Way and Wiring Layout of GT1-2 (3/4),,,,,,,,,,,,,,,A,XH51-1100-005,,//10.162.10.58/全處共用區/_Dwg/台中發電廠新建燃氣機組計畫/TPC-TC(C0)-CD-22-0633,TPC-TC(C0)-CD-22-0633,IFA,2022/08/12,2022/07/12,XH51-1100-005,Field Instrument Cable Way and Wiring Layout of GT1-2 (3/4),A,A,Field Instrument Cable Way and Wiring Layout of GT1-1 (1 of 2)...etc,TC0-1-III02-D3111,王鵬豪  Ext.:25199,IN-0206,A
5,TC0-1-III02-D3112,,,,,,A,Field Instrument Cable Way and Wiring Layout of GT1-2 (4/4),,,,,,,,,,,,,,,A,XH51-1100-006,,//10.162.10.58/全處共用區/_Dwg/台中發電廠新建燃氣機組計畫/TPC-TC(C0)-CD-22-0633,TPC-TC(C0)-CD-22-0633,IFA,2022/08/12,2022/07/12,XH51-1100-006,Field Instrument Cable Way and Wiring Layout of GT1-2 (4/4),A,A,Field Instrument Cable Way and Wiring Layout of GT1-1 (1 of 2)...etc,TC0-1-III02-D3112,王鵬豪  Ext.:25199,IN-0206,A
6,TC0-1-III02-D3101,,,,,,A,Field Instrument Cable Way and Wiring Layout of HRSG1-1 (1/2),,,,,,,,,,,,,,,A,XH51-1200-001,,//10.162.10.58/全處共用區/_Dwg/台中發電廠新建燃氣機組計畫/TPC-TC(C0)-CD-22-0633,TPC-TC(C0)-CD-22-0633,IFA,2022/08/12,2022/07/12,XH51-1200-001,Field Instrument Cable Way and Wiring Layout of HRSG1-1 (1/2),A,A,Field Instrument Cable Way and Wiring Layout of GT1-1 (1 of 2)...etc,TC0-1-III02-D3101,王鵬豪  Ext.:25199,IN-0206,A
7,TC0-1-III02-D3102,,,,,,A,Field Instrument Cable Way and Wiring Layout of HRSG1-1 (2/2),,,,,,,,,,,,,,,A,XH51-1200-002,,//10.162.10.58/全處共用區/_Dwg/台中發電廠新建燃氣機組計畫/TPC-TC(C0)-CD-22-0633,TPC-TC(C0)-CD-22-0633,IFA,2022/08/12,2022/07/12,XH51-1200-002,Field Instrument Cable Way and Wiring Layout of HRSG1-1 (2/2),A,A,Field Instrument Cable Way and Wiring Layout of GT1-1 (1 of 2)...etc,TC0-1-III02-D3102,王鵬豪  Ext.:25199,IN-0206,A
8,TC0-1-III02-D3103,,,,,,A,Field Instrument Cable Way and Wiring Layout of HRSG1-2 (1/4),,,,,,,,,,,,,,,A,XH51-1200-003,,//10.162.10.58/全處共用區/_Dwg/台中發電廠新建燃氣機組計畫/TPC-TC(C0)-CD-22-0633,TPC-TC(C0)-CD-22-0633,IFA,2022/08/12,2022/07/12,XH51-1200-003,Field Instrument Cable Way and Wiring Layout of HRSG1-2 (1/4),A,A,Field Instrument Cable Way and Wiring Layout of GT1-1 (1 of 2)...etc,TC0-1-III02-D3103,王鵬豪  Ext.:25199,IN-0206,A
9,TC0-1-III02-D3104,,,,,,A,Field Instrument Cable Way and Wiring Layout of HRSG1-2 (2/4),,,,,,,,,,,,,,,A,XH51-1200-004,,//10.162.10.58/全處共用區/_Dwg/台中發電廠新建燃氣機組計畫/TPC-TC(C0)-CD-22-0633,TPC-TC(C0)-CD-22-0633,IFA,2022/08/12,2022/07/12,XH51-1200-004,Field Instrument Cable Way and Wiring Layout of HRSG1-2 (2/4),A,A,Field Instrument Cable Way and Wiring Layout of GT1-1 (1 of 2)...etc,TC0-1-III02-D3104,王鵬豪  Ext.:25199,IN-0206,A
10,TC0-1-III02-D3105,,,,,,A,Field Instrument Cable Way and Wiring Layout of HRSG1-2 (3/4),,,,,,,,,,,,,,,A,XH51-1200-005,,//10.162.10.58/全處共用區/_Dwg/台中發電廠新建燃氣機組計畫/TPC-TC(C0)-CD-22-0633,TPC-TC(C0)-CD-22-0633,IFA,2022/08/12,2022/07/12,XH51-1200-005,Field Instrument Cable Way and Wiring Layout of HRSG1-2 (3/4),A,A,Field Instrument Cable Way and Wiring Layout of GT1-1 (1 of 2)...etc,TC0-1-III02-D3105,王鵬豪  Ext.:25199,IN-0206,A
11,TC0-1-III02-D3106,,,,,,A,Field Instrument Cable Way and Wiring Layout of HRSG1-2 (4/4),,,,,,,,,,,,,,,A,XH51-1200-006,,//10.162.10.58/全處共用區/_Dwg/台中發電廠新建燃氣機組計畫/TPC-TC(C0)-CD-22-0633,TPC-TC(C0)-CD-22-0633,IFA,2022/08/12,2022/07/12,XH51-1200-006,Field Instrument Cable Way and Wiring Layout of HRSG1-2 (4/4),A,A,Field Instrument Cable Way and Wiring Layout of GT1-1 (1 of 2)...etc,TC0-1-III02-D3106,王鵬豪  Ext.:25199,IN-0206,A
12,TC0-1-III02-D3113,,,,,,A,Field Instrument Cable Way and Wiring Layout of ST1 (1/4),,,,,,,,,,,,,,,A,XH51-1300-001,,//10.162.10.58/全處共用區/_Dwg/台中發電廠新建燃氣機組計畫/TPC-TC(C0)-CD-22-0633,TPC-TC(C0)-CD-22-0633,IFA,2022/08/12,2022/07/12,XH51-1300-001,Field Instrument Cable Way and Wiring Layout of ST1 (1/4),A,A,Field Instrument Cable Way and Wiring Layout of GT1-1 (1 of 2)...etc,TC0-1-III02-D3113,王鵬豪  Ext.:25199,IN-0206,A
13,TC0-1-III02-D3114,,,,,,A,Field Instrument Cable Way and Wiring Layout of ST1 (2/4),,,,,,,,,,,,,,,A,XH51-1300-002,,//10.162.10.58/全處共用區/_Dwg/台中發電廠新建燃氣機組計畫/TPC-TC(C0)-CD-22-0633,TPC-TC(C0)-CD-22-0633,IFA,2022/08/12,2022/07/12,XH51-1300-002,Field Instrument Cable Way and Wiring Layout of ST1 (2/4),A,A,Field Instrument Cable Way and Wiring Layout of GT1-1 (1 of 2)...etc,TC0-1-III02-D3114,王鵬豪  Ext.:25199,IN-0206,A
14,TC0-1-III02-D3115,,,,,,A,Field Instrument Cable Way and Wiring Layout of ST1 (3/4),,,,,,,,,,,,,,,A,XH51-1300-003,,//10.162.10.58/全處共用區/_Dwg/台中發電廠新建燃氣機組計畫/TPC-TC(C0)-CD-22-0633,TPC-TC(C0)-CD-22-0633,IFA,2022/08/12,2022/07/12,XH51-1300-003,Field Instrument Cable Way and Wiring Layout of ST1 (3/4),A,A,Field Instrument Cable Way and Wiring Layout of GT1-1 (1 of 2)...etc,TC0-1-III02-D3115,王鵬豪  Ext.:25199,IN-0206,A
15,TC0-1-III02-D3116,,,,,,A,Field Instrument Cable Way and Wiring Layout of ST1 (4/4),,,,,,,,,,,,,,,A,XH51-1300-004,,//10.162.10.58/全處共用區/_Dwg/台中發電廠新建燃氣機組計畫/TPC-TC(C0)-CD-22-0633,TPC-TC(C0)-CD-22-0633,IFA,2022/08/12,2022/07/12,XH51-1300-004,Field Instrument Cable Way and Wiring Layout of ST1 (4/4),A,A,Field Instrument Cable Way and Wiring Layout of GT1-1 (1 of 2)...etc,TC0-1-III02-D3116,王鵬豪  Ext.:25199,IN-0206,A
16,TC0-1-III02-D3117,,,,,,A,Field Instrument Cable Way and Wiring Layout of Compressed Air System Area (1/2),,,,,,,,,,,,,,,A,XH51-1300-005,,//10.162.10.58/全處共用區/_Dwg/台中發電廠新建燃氣機組計畫/TPC-TC(C0)-CD-22-0633,TPC-TC(C0)-CD-22-0633,IFA,2022/08/12,2022/07/12,XH51-1300-005,Field Instrument Cable Way and Wiring Layout of Compressed Air System Area (1/2),A,A,Field Instrument Cable Way and Wiring Layout of GT1-1 (1 of 2)...etc,TC0-1-III02-D3117,王鵬豪  Ext.:25199,IN-0206,A
