,TRANSMITTALNO,ISSUEPURPOSE,RETUREDATE,ISSUEDATE,CTCIDOCNO,DOCVERSIONDESC,DOCREV,DOCCLASS,TRDESC,CLIENTDOCNO,LE,DOCDOCCLASS,REVIEW
0,TPC-TC(C0)-CD-22-0980,IFA,2022/10/01,2022/09/01,M0015-EC-0017,Process Flow Diagram (1/5) for WWTS,A,A,"Process Flow Diagram, Heat & Material Balance for WWTS",TC0-1-KWM02-D0017,蕭舜予  Ext.:22121 ,R,VDR-M0015-EC-0114
1,TPC-TC(C0)-CD-22-0980,IFA,2022/10/01,2022/09/01,M0015-EC-0018,Process Flow Diagram (2/5) for WWTS,A,A,"Process Flow Diagram, Heat & Material Balance for WWTS",TC0-1-KWM02-D0018,蕭舜予  Ext.:22121 ,R,VDR-M0015-EC-0114
2,TPC-TC(C0)-CD-22-0980,IFA,2022/10/01,2022/09/01,M0015-EC-0019,Process Flow Diagram (3/5) for WWTS,A,A,"Process Flow Diagram, Heat & Material Balance for WWTS",TC0-1-KWM02-D0019,蕭舜予  Ext.:22121 ,R,VDR-M0015-EC-0114
3,TPC-TC(C0)-CD-22-0980,IFA,2022/10/01,2022/09/01,M0015-EC-0020,Process Flow Diagram (4/5) for WWTS,A,A,"Process Flow Diagram, Heat & Material Balance for WWTS",TC0-1-KWM02-D0020,蕭舜予  Ext.:22121 ,R,VDR-M0015-EC-0114
4,TPC-TC(C0)-CD-22-0980,IFA,2022/10/01,2022/09/01,M0015-EC-0021,Process Flow Diagram (5/5) for WWTS,A,A,"Process Flow Diagram, Heat & Material Balance for WWTS",TC0-1-KWM02-D0021,蕭舜予  Ext.:22121 ,R,VDR-M0015-EC-0114
5,TPC-TC(C0)-CD-22-0980,IFA,2022/10/01,2022/09/01,M0015-EC-0172,Heat & Material Balance for WWTS,A,A,"Process Flow Diagram, Heat & Material Balance for WWTS",TC0-1-KWM02-D0172,蕭舜予  Ext.:22121 ,R,VDR-M0015-EC-0114
