,Customer Drawing No.,,,,,,Rev. ,Title of Description,,,,,,,,,,,,,,,Class,Drawing No.,path,TRANSMITTALNO,ISSUEPURPOSE,PLANNEDCLIENTRETURNDATE,ISSUEDATE,DOCVERSIONNO,DOCVERSIONDESC,DOCREV,DOCCLASS,TRDESC,CLIENTDOCNO,LE,ISSNO
0,TC0-1-UEM02-D7001,,,,,,A,PFD - INSTRUMENT AIR AND PLANT AIR SYSTEM (1/2),,,,,,,,,,,,,,,A,XC41A-1100-001,//10.162.10.58/全處共用區/_Dwg/台中發電廠新建燃氣機組計畫/TPC-TC(C0)-CD-22-0019,TPC-TC(C0)-CD-22-0019,IFA,2022/02/07,2022/01/07,XC41A-1100-001,PFD - INSTRUMENT AIR AND PLANT AIR SYSTEM (1/2),A,A,PFD for Instrument Air and Plant Air System_RA,TC0-1-UEM02-D7001,蕭舜予  Ext.:22121 ,PS-0161
1,TC0-1-UEM02-D7002,,,,,,A,PFD - INSTRUMENT AIR AND PLANT AIR SYSTEM (2/2),,,,,,,,,,,,,,,A,XC41A-1100-002,//10.162.10.58/全處共用區/_Dwg/台中發電廠新建燃氣機組計畫/TPC-TC(C0)-CD-22-0019,TPC-TC(C0)-CD-22-0019,IFA,2022/02/07,2022/01/07,XC41A-1100-002,PFD - INSTRUMENT AIR AND PLANT AIR SYSTEM (2/2),A,A,PFD for Instrument Air and Plant Air System_RA,TC0-1-UEM02-D7002,蕭舜予  Ext.:22121 ,PS-0161
