,Customer Drawing No.,,,,,,Rev. ,Title of Description,,,,,,,,,,,,,,,Class,Drawing No.,,path,TRANSMITTALNO,ISSUEPURPOSE,PLANNEDCLIENTRETURNDATE,ISSUEDATE,DOCVERSIONNO,DOCVERSIONDESC,DOCREV,DOCCLASS,TRDESC,CLIENTDOCNO,LE,ISSNO
42,TC0-1-EOE02-D5306,,,,,,A,ELECTRICAL SINGLE LINE DIAGRAM FOR NMCC-CWPH2 (1/4),,,,,,,,,,,,,,,A,XK21A-0NMCW-201,,//10.162.10.58/全處共用區/_Dwg/台中發電廠新建燃氣機組計畫/TPC-TC(C0)-CD-22-0014,TPC-TC(C0)-CD-22-0014,IFA,2022/02/07,2022/01/07,XK21A-0NMCW-201,ELECTRICAL SINGLE LINE DIAGRAM FOR NMCC-CWPH2 (1/4),A,A,ELECTRICAL SINGLE LINE DIAGRAM FOR NMCC & EMCC_RA,TC0-1-EOE02-D5306,程正維  Ext.:28057,EE-0024
43,TC0-1-EOE02-D5307,,,,,,A,ELECTRICAL SINGLE LINE DIAGRAM FOR NMCC-CWPH2 (2/4),,,,,,,,,,,,,,,A,XK21A-0NMCW-202,,//10.162.10.58/全處共用區/_Dwg/台中發電廠新建燃氣機組計畫/TPC-TC(C0)-CD-22-0014,TPC-TC(C0)-CD-22-0014,IFA,2022/02/07,2022/01/07,XK21A-0NMCW-202,ELECTRICAL SINGLE LINE DIAGRAM FOR NMCC-CWPH2 (2/4),A,A,ELECTRICAL SINGLE LINE DIAGRAM FOR NMCC & EMCC_RA,TC0-1-EOE02-D5307,程正維  Ext.:28057,EE-0024
44,TC0-1-EOE02-D5308,,,,,,A,ELECTRICAL SINGLE LINE DIAGRAM FOR NMCC-CWPH2 (3/4),,,,,,,,,,,,,,,A,XK21A-0NMCW-203,,//10.162.10.58/全處共用區/_Dwg/台中發電廠新建燃氣機組計畫/TPC-TC(C0)-CD-22-0014,TPC-TC(C0)-CD-22-0014,IFA,2022/02/07,2022/01/07,XK21A-0NMCW-203,ELECTRICAL SINGLE LINE DIAGRAM FOR NMCC-CWPH2 (3/4),A,A,ELECTRICAL SINGLE LINE DIAGRAM FOR NMCC & EMCC_RA,TC0-1-EOE02-D5308,程正維  Ext.:28057,EE-0024
45,TC0-1-EOE02-D5309,,,,,,A,ELECTRICAL SINGLE LINE DIAGRAM FOR NMCC-CWPH2 (4/4),,,,,,,,,,,,,,,A,XK21A-0NMCW-204,,//10.162.10.58/全處共用區/_Dwg/台中發電廠新建燃氣機組計畫/TPC-TC(C0)-CD-22-0014,TPC-TC(C0)-CD-22-0014,IFA,2022/02/07,2022/01/07,XK21A-0NMCW-204,ELECTRICAL SINGLE LINE DIAGRAM FOR NMCC-CWPH2 (4/4),A,A,ELECTRICAL SINGLE LINE DIAGRAM FOR NMCC & EMCC_RA,TC0-1-EOE02-D5309,程正維  Ext.:28057,EE-0024
46,TC1-1-EOE02-D5341,,,,,,A,ELECTRICAL SINGLE LINE DIAGRAM FOR NMCC-EDG (1/3),,,,,,,,,,,,,,,A,XK21A-0NMDG-101,,//10.162.10.58/全處共用區/_Dwg/台中發電廠新建燃氣機組計畫/TPC-TC(C0)-CD-22-0014,TPC-TC(C0)-CD-22-0014,IFA,2022/02/07,2022/01/07,XK21A-0NMDG-101,ELECTRICAL SINGLE LINE DIAGRAM FOR NMCC-EDG (1/3),A,A,ELECTRICAL SINGLE LINE DIAGRAM FOR NMCC & EMCC_RA,TC1-1-EOE02-D5341,程正維  Ext.:28057,EE-0024
47,TC1-1-EOE02-D5342,,,,,,A,ELECTRICAL SINGLE LINE DIAGRAM FOR NMCC-EDG (2/3),,,,,,,,,,,,,,,A,XK21A-0NMDG-102,,//10.162.10.58/全處共用區/_Dwg/台中發電廠新建燃氣機組計畫/TPC-TC(C0)-CD-22-0014,TPC-TC(C0)-CD-22-0014,IFA,2022/02/07,2022/01/07,XK21A-0NMDG-102,ELECTRICAL SINGLE LINE DIAGRAM FOR NMCC-EDG (2/3),A,A,ELECTRICAL SINGLE LINE DIAGRAM FOR NMCC & EMCC_RA,TC1-1-EOE02-D5342,程正維  Ext.:28057,EE-0024
48,TC1-1-EOE02-D5343,,,,,,A,ELECTRICAL SINGLE LINE DIAGRAM FOR NMCC-EDG (3/3),,,,,,,,,,,,,,,A,XK21A-0NMDG-103,,//10.162.10.58/全處共用區/_Dwg/台中發電廠新建燃氣機組計畫/TPC-TC(C0)-CD-22-0014,TPC-TC(C0)-CD-22-0014,IFA,2022/02/07,2022/01/07,XK21A-0NMDG-103,ELECTRICAL SINGLE LINE DIAGRAM FOR NMCC-EDG (3/3),A,A,ELECTRICAL SINGLE LINE DIAGRAM FOR NMCC & EMCC_RA,TC1-1-EOE02-D5343,程正維  Ext.:28057,EE-0024
49,TC0-1-EOE02-D5381,,,,,,A,ELECTRICAL SINGLE LINE DIAGRAM FOR NMCC-DWTP1 (1/5),,,,,,,,,,,,,,,A,XK21A-0NMDW-101,,//10.162.10.58/全處共用區/_Dwg/台中發電廠新建燃氣機組計畫/TPC-TC(C0)-CD-22-0014,TPC-TC(C0)-CD-22-0014,IFA,2022/02/07,2022/01/07,XK21A-0NMDW-101,ELECTRICAL SINGLE LINE DIAGRAM FOR NMCC-DWTP1 (1/5),A,A,ELECTRICAL SINGLE LINE DIAGRAM FOR NMCC & EMCC_RA,TC0-1-EOE02-D5381,程正維  Ext.:28057,EE-0024
50,TC0-1-EOE02-D5382,,,,,,A,ELECTRICAL SINGLE LINE DIAGRAM FOR NMCC-DWTP1 (2/5),,,,,,,,,,,,,,,A,XK21A-0NMDW-102,,//10.162.10.58/全處共用區/_Dwg/台中發電廠新建燃氣機組計畫/TPC-TC(C0)-CD-22-0014,TPC-TC(C0)-CD-22-0014,IFA,2022/02/07,2022/01/07,XK21A-0NMDW-102,ELECTRICAL SINGLE LINE DIAGRAM FOR NMCC-DWTP1 (2/5),A,A,ELECTRICAL SINGLE LINE DIAGRAM FOR NMCC & EMCC_RA,TC0-1-EOE02-D5382,程正維  Ext.:28057,EE-0024
51,TC0-1-EOE02-D5383,,,,,,A,ELECTRICAL SINGLE LINE DIAGRAM FOR NMCC-DWTP1 (3/5),,,,,,,,,,,,,,,A,XK21A-0NMDW-103,,//10.162.10.58/全處共用區/_Dwg/台中發電廠新建燃氣機組計畫/TPC-TC(C0)-CD-22-0014,TPC-TC(C0)-CD-22-0014,IFA,2022/02/07,2022/01/07,XK21A-0NMDW-103,ELECTRICAL SINGLE LINE DIAGRAM FOR NMCC-DWTP1 (3/5),A,A,ELECTRICAL SINGLE LINE DIAGRAM FOR NMCC & EMCC_RA,TC0-1-EOE02-D5383,程正維  Ext.:28057,EE-0024
52,TC0-1-EOE02-D5384,,,,,,A,ELECTRICAL SINGLE LINE DIAGRAM FOR NMCC-DWTP1 (4/5),,,,,,,,,,,,,,,A,XK21A-0NMDW-104,,//10.162.10.58/全處共用區/_Dwg/台中發電廠新建燃氣機組計畫/TPC-TC(C0)-CD-22-0014,TPC-TC(C0)-CD-22-0014,IFA,2022/02/07,2022/01/07,XK21A-0NMDW-104,ELECTRICAL SINGLE LINE DIAGRAM FOR NMCC-DWTP1 (4/5),A,A,ELECTRICAL SINGLE LINE DIAGRAM FOR NMCC & EMCC_RA,TC0-1-EOE02-D5384,程正維  Ext.:28057,EE-0024
53,TC0-1-EOE02-D5385,,,,,,A,ELECTRICAL SINGLE LINE DIAGRAM FOR NMCC-DWTP1 (5/5),,,,,,,,,,,,,,,A,XK21A-0NMDW-105,,//10.162.10.58/全處共用區/_Dwg/台中發電廠新建燃氣機組計畫/TPC-TC(C0)-CD-22-0014,TPC-TC(C0)-CD-22-0014,IFA,2022/02/07,2022/01/07,XK21A-0NMDW-105,ELECTRICAL SINGLE LINE DIAGRAM FOR NMCC-DWTP1 (5/5),A,A,ELECTRICAL SINGLE LINE DIAGRAM FOR NMCC & EMCC_RA,TC0-1-EOE02-D5385,程正維  Ext.:28057,EE-0024
54,TC0-1-EOE02-D5386,,,,,,A,ELECTRICAL SINGLE LINE DIAGRAM FOR NMCC-DWTP2 (1/5),,,,,,,,,,,,,,,A,XK21A-0NMDW-201,,//10.162.10.58/全處共用區/_Dwg/台中發電廠新建燃氣機組計畫/TPC-TC(C0)-CD-22-0014,TPC-TC(C0)-CD-22-0014,IFA,2022/02/07,2022/01/07,XK21A-0NMDW-201,ELECTRICAL SINGLE LINE DIAGRAM FOR NMCC-DWTP2 (1/5),A,A,ELECTRICAL SINGLE LINE DIAGRAM FOR NMCC & EMCC_RA,TC0-1-EOE02-D5386,程正維  Ext.:28057,EE-0024
55,TC0-1-EOE02-D5387,,,,,,A,ELECTRICAL SINGLE LINE DIAGRAM FOR NMCC-DWTP2 (2/5),,,,,,,,,,,,,,,A,XK21A-0NMDW-202,,//10.162.10.58/全處共用區/_Dwg/台中發電廠新建燃氣機組計畫/TPC-TC(C0)-CD-22-0014,TPC-TC(C0)-CD-22-0014,IFA,2022/02/07,2022/01/07,XK21A-0NMDW-202,ELECTRICAL SINGLE LINE DIAGRAM FOR NMCC-DWTP2 (2/5),A,A,ELECTRICAL SINGLE LINE DIAGRAM FOR NMCC & EMCC_RA,TC0-1-EOE02-D5387,程正維  Ext.:28057,EE-0024
56,TC0-1-EOE02-D5388,,,,,,A,ELECTRICAL SINGLE LINE DIAGRAM FOR NMCC-DWTP2 (3/5),,,,,,,,,,,,,,,A,XK21A-0NMDW-203,,//10.162.10.58/全處共用區/_Dwg/台中發電廠新建燃氣機組計畫/TPC-TC(C0)-CD-22-0014,TPC-TC(C0)-CD-22-0014,IFA,2022/02/07,2022/01/07,XK21A-0NMDW-203,ELECTRICAL SINGLE LINE DIAGRAM FOR NMCC-DWTP2 (3/5),A,A,ELECTRICAL SINGLE LINE DIAGRAM FOR NMCC & EMCC_RA,TC0-1-EOE02-D5388,程正維  Ext.:28057,EE-0024
57,TC0-1-EOE02-D5389,,,,,,A,ELECTRICAL SINGLE LINE DIAGRAM FOR NMCC-DWTP2 (4/5),,,,,,,,,,,,,,,A,XK21A-0NMDW-204,,//10.162.10.58/全處共用區/_Dwg/台中發電廠新建燃氣機組計畫/TPC-TC(C0)-CD-22-0014,TPC-TC(C0)-CD-22-0014,IFA,2022/02/07,2022/01/07,XK21A-0NMDW-204,ELECTRICAL SINGLE LINE DIAGRAM FOR NMCC-DWTP2 (4/5),A,A,ELECTRICAL SINGLE LINE DIAGRAM FOR NMCC & EMCC_RA,TC0-1-EOE02-D5389,程正維  Ext.:28057,EE-0024
58,TC0-1-EOE02-D5390,,,,,,A,ELECTRICAL SINGLE LINE DIAGRAM FOR NMCC-DWTP2 (5/5),,,,,,,,,,,,,,,A,XK21A-0NMDW-205,,//10.162.10.58/全處共用區/_Dwg/台中發電廠新建燃氣機組計畫/TPC-TC(C0)-CD-22-0014,TPC-TC(C0)-CD-22-0014,IFA,2022/02/07,2022/01/07,XK21A-0NMDW-205,ELECTRICAL SINGLE LINE DIAGRAM FOR NMCC-DWTP2 (5/5),A,A,ELECTRICAL SINGLE LINE DIAGRAM FOR NMCC & EMCC_RA,TC0-1-EOE02-D5390,程正維  Ext.:28057,EE-0024
59,TC0-1-EOE02-D5361,,,,,,A,ELECTRICAL SINGLE LINE DIAGRAM FOR NMCC-SEH1 (1/5),,,,,,,,,,,,,,,A,XK21A-0NMEH-101,,//10.162.10.58/全處共用區/_Dwg/台中發電廠新建燃氣機組計畫/TPC-TC(C0)-CD-22-0014,TPC-TC(C0)-CD-22-0014,IFA,2022/02/07,2022/01/07,XK21A-0NMEH-101,ELECTRICAL SINGLE LINE DIAGRAM FOR NMCC-SEH1 (1/5),A,A,ELECTRICAL SINGLE LINE DIAGRAM FOR NMCC & EMCC_RA,TC0-1-EOE02-D5361,程正維  Ext.:28057,EE-0024
60,TC0-1-EOE02-D5362,,,,,,A,ELECTRICAL SINGLE LINE DIAGRAM FOR NMCC-SEH1 (2/5),,,,,,,,,,,,,,,A,XK21A-0NMEH-102,,//10.162.10.58/全處共用區/_Dwg/台中發電廠新建燃氣機組計畫/TPC-TC(C0)-CD-22-0014,TPC-TC(C0)-CD-22-0014,IFA,2022/02/07,2022/01/07,XK21A-0NMEH-102,ELECTRICAL SINGLE LINE DIAGRAM FOR NMCC-SEH1 (2/5),A,A,ELECTRICAL SINGLE LINE DIAGRAM FOR NMCC & EMCC_RA,TC0-1-EOE02-D5362,程正維  Ext.:28057,EE-0024
61,TC0-1-EOE02-D5363,,,,,,A,ELECTRICAL SINGLE LINE DIAGRAM FOR NMCC-SEH1 (3/5),,,,,,,,,,,,,,,A,XK21A-0NMEH-103,,//10.162.10.58/全處共用區/_Dwg/台中發電廠新建燃氣機組計畫/TPC-TC(C0)-CD-22-0014,TPC-TC(C0)-CD-22-0014,IFA,2022/02/07,2022/01/07,XK21A-0NMEH-103,ELECTRICAL SINGLE LINE DIAGRAM FOR NMCC-SEH1 (3/5),A,A,ELECTRICAL SINGLE LINE DIAGRAM FOR NMCC & EMCC_RA,TC0-1-EOE02-D5363,程正維  Ext.:28057,EE-0024
62,TC0-1-EOE02-D5364,,,,,,A,ELECTRICAL SINGLE LINE DIAGRAM FOR NMCC-SEH1 (4/5),,,,,,,,,,,,,,,A,XK21A-0NMEH-104,,//10.162.10.58/全處共用區/_Dwg/台中發電廠新建燃氣機組計畫/TPC-TC(C0)-CD-22-0014,TPC-TC(C0)-CD-22-0014,IFA,2022/02/07,2022/01/07,XK21A-0NMEH-104,ELECTRICAL SINGLE LINE DIAGRAM FOR NMCC-SEH1 (4/5),A,A,ELECTRICAL SINGLE LINE DIAGRAM FOR NMCC & EMCC_RA,TC0-1-EOE02-D5364,程正維  Ext.:28057,EE-0024
63,TC0-1-EOE02-D5365,,,,,,A,ELECTRICAL SINGLE LINE DIAGRAM FOR NMCC-SEH1 (5/5),,,,,,,,,,,,,,,A,XK21A-0NMEH-105,,//10.162.10.58/全處共用區/_Dwg/台中發電廠新建燃氣機組計畫/TPC-TC(C0)-CD-22-0014,TPC-TC(C0)-CD-22-0014,IFA,2022/02/07,2022/01/07,XK21A-0NMEH-105,ELECTRICAL SINGLE LINE DIAGRAM FOR NMCC-SEH1 (5/5),A,A,ELECTRICAL SINGLE LINE DIAGRAM FOR NMCC & EMCC_RA,TC0-1-EOE02-D5365,程正維  Ext.:28057,EE-0024
64,TC0-1-EOE02-D5366,,,,,,A,ELECTRICAL SINGLE LINE DIAGRAM FOR NMCC-SEH2 (1/5),,,,,,,,,,,,,,,A,XK21A-0NMEH-201,,//10.162.10.58/全處共用區/_Dwg/台中發電廠新建燃氣機組計畫/TPC-TC(C0)-CD-22-0014,TPC-TC(C0)-CD-22-0014,IFA,2022/02/07,2022/01/07,XK21A-0NMEH-201,ELECTRICAL SINGLE LINE DIAGRAM FOR NMCC-SEH2 (1/5),A,A,ELECTRICAL SINGLE LINE DIAGRAM FOR NMCC & EMCC_RA,TC0-1-EOE02-D5366,程正維  Ext.:28057,EE-0024
65,TC0-1-EOE02-D5367,,,,,,A,ELECTRICAL SINGLE LINE DIAGRAM FOR NMCC-SEH2 (2/5),,,,,,,,,,,,,,,A,XK21A-0NMEH-202,,//10.162.10.58/全處共用區/_Dwg/台中發電廠新建燃氣機組計畫/TPC-TC(C0)-CD-22-0014,TPC-TC(C0)-CD-22-0014,IFA,2022/02/07,2022/01/07,XK21A-0NMEH-202,ELECTRICAL SINGLE LINE DIAGRAM FOR NMCC-SEH2 (2/5),A,A,ELECTRICAL SINGLE LINE DIAGRAM FOR NMCC & EMCC_RA,TC0-1-EOE02-D5367,程正維  Ext.:28057,EE-0024
66,TC0-1-EOE02-D5368,,,,,,A,ELECTRICAL SINGLE LINE DIAGRAM FOR NMCC-SEH2 (3/5),,,,,,,,,,,,,,,A,XK21A-0NMEH-203,,//10.162.10.58/全處共用區/_Dwg/台中發電廠新建燃氣機組計畫/TPC-TC(C0)-CD-22-0014,TPC-TC(C0)-CD-22-0014,IFA,2022/02/07,2022/01/07,XK21A-0NMEH-203,ELECTRICAL SINGLE LINE DIAGRAM FOR NMCC-SEH2 (3/5),A,A,ELECTRICAL SINGLE LINE DIAGRAM FOR NMCC & EMCC_RA,TC0-1-EOE02-D5368,程正維  Ext.:28057,EE-0024
67,TC0-1-EOE02-D5369,,,,,,A,ELECTRICAL SINGLE LINE DIAGRAM FOR NMCC-SEH2 (4/5),,,,,,,,,,,,,,,A,XK21A-0NMEH-204,,//10.162.10.58/全處共用區/_Dwg/台中發電廠新建燃氣機組計畫/TPC-TC(C0)-CD-22-0014,TPC-TC(C0)-CD-22-0014,IFA,2022/02/07,2022/01/07,XK21A-0NMEH-204,ELECTRICAL SINGLE LINE DIAGRAM FOR NMCC-SEH2 (4/5),A,A,ELECTRICAL SINGLE LINE DIAGRAM FOR NMCC & EMCC_RA,TC0-1-EOE02-D5369,程正維  Ext.:28057,EE-0024
68,TC0-1-EOE02-D5370,,,,,,A,ELECTRICAL SINGLE LINE DIAGRAM FOR NMCC-SEH2 (5/5),,,,,,,,,,,,,,,A,XK21A-0NMEH-205,,//10.162.10.58/全處共用區/_Dwg/台中發電廠新建燃氣機組計畫/TPC-TC(C0)-CD-22-0014,TPC-TC(C0)-CD-22-0014,IFA,2022/02/07,2022/01/07,XK21A-0NMEH-205,ELECTRICAL SINGLE LINE DIAGRAM FOR NMCC-SEH2 (5/5),A,A,ELECTRICAL SINGLE LINE DIAGRAM FOR NMCC & EMCC_RA,TC0-1-EOE02-D5370,程正維  Ext.:28057,EE-0024
69,TC0-1-EOE02-D5491,,,,,,A,ELECTRICAL SINGLE LINE DIAGRAM FOR NMCC-GTMS (1/2),,,,,,,,,,,,,,,A,XK21A-0NMGS-201,,//10.162.10.58/全處共用區/_Dwg/台中發電廠新建燃氣機組計畫/TPC-TC(C0)-CD-22-0014,TPC-TC(C0)-CD-22-0014,IFA,2022/02/07,2022/01/07,XK21A-0NMGS-201,ELECTRICAL SINGLE LINE DIAGRAM FOR NMCC-GTMS (1/2),A,A,ELECTRICAL SINGLE LINE DIAGRAM FOR NMCC & EMCC_RA,TC0-1-EOE02-D5491,程正維  Ext.:28057,EE-0024
70,TC0-1-EOE02-D5492,,,,,,A,ELECTRICAL SINGLE LINE DIAGRAM FOR NMCC-GTMS (2/2),,,,,,,,,,,,,,,A,XK21A-0NMGS-202,,//10.162.10.58/全處共用區/_Dwg/台中發電廠新建燃氣機組計畫/TPC-TC(C0)-CD-22-0014,TPC-TC(C0)-CD-22-0014,IFA,2022/02/07,2022/01/07,XK21A-0NMGS-202,ELECTRICAL SINGLE LINE DIAGRAM FOR NMCC-GTMS (2/2),A,A,ELECTRICAL SINGLE LINE DIAGRAM FOR NMCC & EMCC_RA,TC0-1-EOE02-D5492,程正維  Ext.:28057,EE-0024
71,TC0-1-EOE02-D5541,,,,,,A,ELECTRICAL SINGLE LINE DIAGRAM FOR NMCC-HPW (1/4),,,,,,,,,,,,,,,A,XK21A-0NMHP-201,,//10.162.10.58/全處共用區/_Dwg/台中發電廠新建燃氣機組計畫/TPC-TC(C0)-CD-22-0014,TPC-TC(C0)-CD-22-0014,IFA,2022/02/07,2022/01/07,XK21A-0NMHP-201,ELECTRICAL SINGLE LINE DIAGRAM FOR NMCC-HPW (1/4),A,A,ELECTRICAL SINGLE LINE DIAGRAM FOR NMCC & EMCC_RA,TC0-1-EOE02-D5541,程正維  Ext.:28057,EE-0024
72,TC0-1-EOE02-D5542,,,,,,A,ELECTRICAL SINGLE LINE DIAGRAM FOR NMCC-HPW (2/4),,,,,,,,,,,,,,,A,XK21A-0NMHP-202,,//10.162.10.58/全處共用區/_Dwg/台中發電廠新建燃氣機組計畫/TPC-TC(C0)-CD-22-0014,TPC-TC(C0)-CD-22-0014,IFA,2022/02/07,2022/01/07,XK21A-0NMHP-202,ELECTRICAL SINGLE LINE DIAGRAM FOR NMCC-HPW (2/4),A,A,ELECTRICAL SINGLE LINE DIAGRAM FOR NMCC & EMCC_RA,TC0-1-EOE02-D5542,程正維  Ext.:28057,EE-0024
73,TC0-1-EOE02-D5543,,,,,,A,ELECTRICAL SINGLE LINE DIAGRAM FOR NMCC-HPW (3/4),,,,,,,,,,,,,,,A,XK21A-0NMHP-203,,//10.162.10.58/全處共用區/_Dwg/台中發電廠新建燃氣機組計畫/TPC-TC(C0)-CD-22-0014,TPC-TC(C0)-CD-22-0014,IFA,2022/02/07,2022/01/07,XK21A-0NMHP-203,ELECTRICAL SINGLE LINE DIAGRAM FOR NMCC-HPW (3/4),A,A,ELECTRICAL SINGLE LINE DIAGRAM FOR NMCC & EMCC_RA,TC0-1-EOE02-D5543,程正維  Ext.:28057,EE-0024
74,TC0-1-EOE02-D5544,,,,,,A,ELECTRICAL SINGLE LINE DIAGRAM FOR NMCC-HPW (4/4),,,,,,,,,,,,,,,A,XK21A-0NMHP-204,,//10.162.10.58/全處共用區/_Dwg/台中發電廠新建燃氣機組計畫/TPC-TC(C0)-CD-22-0014,TPC-TC(C0)-CD-22-0014,IFA,2022/02/07,2022/01/07,XK21A-0NMHP-204,ELECTRICAL SINGLE LINE DIAGRAM FOR NMCC-HPW (4/4),A,A,ELECTRICAL SINGLE LINE DIAGRAM FOR NMCC & EMCC_RA,TC0-1-EOE02-D5544,程正維  Ext.:28057,EE-0024
75,TC0-1-EOE02-D5551,,,,,,A,ELECTRICAL SINGLE LINE DIAGRAM FOR NMCC-RWT (1/4),,,,,,,,,,,,,,,A,XK21A-0NMRT-101,,//10.162.10.58/全處共用區/_Dwg/台中發電廠新建燃氣機組計畫/TPC-TC(C0)-CD-22-0014,TPC-TC(C0)-CD-22-0014,IFA,2022/02/07,2022/01/07,XK21A-0NMRT-101,ELECTRICAL SINGLE LINE DIAGRAM FOR NMCC-RWT (1/4),A,A,ELECTRICAL SINGLE LINE DIAGRAM FOR NMCC & EMCC_RA,TC0-1-EOE02-D5551,程正維  Ext.:28057,EE-0024
76,TC0-1-EOE02-D5552,,,,,,A,ELECTRICAL SINGLE LINE DIAGRAM FOR NMCC-RWT (2/4),,,,,,,,,,,,,,,A,XK21A-0NMRT-102,,//10.162.10.58/全處共用區/_Dwg/台中發電廠新建燃氣機組計畫/TPC-TC(C0)-CD-22-0014,TPC-TC(C0)-CD-22-0014,IFA,2022/02/07,2022/01/07,XK21A-0NMRT-102,ELECTRICAL SINGLE LINE DIAGRAM FOR NMCC-RWT (2/4),A,A,ELECTRICAL SINGLE LINE DIAGRAM FOR NMCC & EMCC_RA,TC0-1-EOE02-D5552,程正維  Ext.:28057,EE-0024
77,TC0-1-EOE02-D5553,,,,,,A,ELECTRICAL SINGLE LINE DIAGRAM FOR NMCC-RWT (3/4),,,,,,,,,,,,,,,A,XK21A-0NMRT-103,,//10.162.10.58/全處共用區/_Dwg/台中發電廠新建燃氣機組計畫/TPC-TC(C0)-CD-22-0014,TPC-TC(C0)-CD-22-0014,IFA,2022/02/07,2022/01/07,XK21A-0NMRT-103,ELECTRICAL SINGLE LINE DIAGRAM FOR NMCC-RWT (3/4),A,A,ELECTRICAL SINGLE LINE DIAGRAM FOR NMCC & EMCC_RA,TC0-1-EOE02-D5553,程正維  Ext.:28057,EE-0024
78,TC0-1-EOE02-D5554,,,,,,A,ELECTRICAL SINGLE LINE DIAGRAM FOR NMCC-RWT (3/4),,,,,,,,,,,,,,,A,XK21A-0NMRT-104,,//10.162.10.58/全處共用區/_Dwg/台中發電廠新建燃氣機組計畫/TPC-TC(C0)-CD-22-0014,TPC-TC(C0)-CD-22-0014,IFA,2022/02/07,2022/01/07,XK21A-0NMRT-104,ELECTRICAL SINGLE LINE DIAGRAM FOR NMCC-RWT (3/4),A,A,ELECTRICAL SINGLE LINE DIAGRAM FOR NMCC & EMCC_RA,TC0-1-EOE02-D5554,程正維  Ext.:28057,EE-0024
79,TC0-1-EOE02-D5555,,,,,,A,ELECTRICAL SINGLE LINE DIAGRAM FOR MCC-RW-A (1/2),,,,,,,,,,,,,,,A,XK21A-0NMRW-101,,//10.162.10.58/全處共用區/_Dwg/台中發電廠新建燃氣機組計畫/TPC-TC(C0)-CD-22-0014,TPC-TC(C0)-CD-22-0014,IFA,2022/02/07,2022/01/07,XK21A-0NMRW-101,ELECTRICAL SINGLE LINE DIAGRAM FOR MCC-RW-A (1/2),A,A,ELECTRICAL SINGLE LINE DIAGRAM FOR NMCC & EMCC_RA,TC0-1-EOE02-D5555,程正維  Ext.:28057,EE-0024
80,TC0-1-EOE02-D5556,,,,,,A,ELECTRICAL SINGLE LINE DIAGRAM FOR MCC-RW-A (2/2),,,,,,,,,,,,,,,A,XK21A-0NMRW-102,,//10.162.10.58/全處共用區/_Dwg/台中發電廠新建燃氣機組計畫/TPC-TC(C0)-CD-22-0014,TPC-TC(C0)-CD-22-0014,IFA,2022/02/07,2022/01/07,XK21A-0NMRW-102,ELECTRICAL SINGLE LINE DIAGRAM FOR MCC-RW-A (2/2),A,A,ELECTRICAL SINGLE LINE DIAGRAM FOR NMCC & EMCC_RA,TC0-1-EOE02-D5556,程正維  Ext.:28057,EE-0024
81,TC0-1-EOE02-D5546,,,,,,A,ELECTRICAL SINGLE LINE DIAGRAM FOR NMCC-SPW (1/1),,,,,,,,,,,,,,,A,XK21A-0NMSP-201,,//10.162.10.58/全處共用區/_Dwg/台中發電廠新建燃氣機組計畫/TPC-TC(C0)-CD-22-0014,TPC-TC(C0)-CD-22-0014,IFA,2022/02/07,2022/01/07,XK21A-0NMSP-201,ELECTRICAL SINGLE LINE DIAGRAM FOR NMCC-SPW (1/1),A,A,ELECTRICAL SINGLE LINE DIAGRAM FOR NMCC & EMCC_RA,TC0-1-EOE02-D5546,程正維  Ext.:28057,EE-0024
82,TC0-1-EOE02-D5701,,,,,,A,ELECTRICAL SINGLE LINE DIAGRAM FOR NMCC-WWTP1 (1/6),,,,,,,,,,,,,,,A,XK21A-0NMWW-101,,//10.162.10.58/全處共用區/_Dwg/台中發電廠新建燃氣機組計畫/TPC-TC(C0)-CD-22-0014,TPC-TC(C0)-CD-22-0014,IFA,2022/02/07,2022/01/07,XK21A-0NMWW-101,ELECTRICAL SINGLE LINE DIAGRAM FOR NMCC-WWTP1 (1/6),A,A,ELECTRICAL SINGLE LINE DIAGRAM FOR NMCC & EMCC_RA,TC0-1-EOE02-D5701,程正維  Ext.:28057,EE-0024
83,TC0-1-EOE02-D5702,,,,,,A,ELECTRICAL SINGLE LINE DIAGRAM FOR NMCC-WWTP1 (2/6),,,,,,,,,,,,,,,A,XK21A-0NMWW-102,,//10.162.10.58/全處共用區/_Dwg/台中發電廠新建燃氣機組計畫/TPC-TC(C0)-CD-22-0014,TPC-TC(C0)-CD-22-0014,IFA,2022/02/07,2022/01/07,XK21A-0NMWW-102,ELECTRICAL SINGLE LINE DIAGRAM FOR NMCC-WWTP1 (2/6),A,A,ELECTRICAL SINGLE LINE DIAGRAM FOR NMCC & EMCC_RA,TC0-1-EOE02-D5702,程正維  Ext.:28057,EE-0024
84,TC0-1-EOE02-D5703,,,,,,A,ELECTRICAL SINGLE LINE DIAGRAM FOR NMCC-WWTP1 (3/6),,,,,,,,,,,,,,,A,XK21A-0NMWW-103,,//10.162.10.58/全處共用區/_Dwg/台中發電廠新建燃氣機組計畫/TPC-TC(C0)-CD-22-0014,TPC-TC(C0)-CD-22-0014,IFA,2022/02/07,2022/01/07,XK21A-0NMWW-103,ELECTRICAL SINGLE LINE DIAGRAM FOR NMCC-WWTP1 (3/6),A,A,ELECTRICAL SINGLE LINE DIAGRAM FOR NMCC & EMCC_RA,TC0-1-EOE02-D5703,程正維  Ext.:28057,EE-0024
