,Customer Drawing No.,,,,,,Rev. ,Title of Description,,,,,,,,,,,,,,,Class,Drawing No.,,path,TRANSMITTALNO,ISSUEPURPOSE,PLANNEDCLIENTRETURNDATE,ISSUEDATE,DOCVERSIONNO,DOCVERSIONDESC,DOCREV,DOCCLASS,TRDESC,CLIENTDOCNO,LE,ISSNO,DOCDOCCLASS
0,TC0-1-ENE02-D5111,,,,,,B,GROUNDING LAYOUT FOR MAIN CONTROL BUILDING AREA,,,,,,,,,,,,,,,A,XK51A-0CCBG-001,,//10.162.10.58/全處共用區/_Dwg/台中發電廠新建燃氣機組計畫/TPC-TC(C0)-CD-22-1112,TPC-TC(C0)-CD-22-1112,IFA,2022/10/19,2022/09/19,XK51A-0CCBG-001,GROUNDING LAYOUT FOR MAIN CONTROL BUILDING AREA,B,A,Grounding layout for MCB_RB,TC0-1-ENE02-D5111,程正維  Ext.:28057,EE-0320,A
1,TC0-1-ENE02-D5112,,,,,,B,GROUNDING LAYOUT FOR MAIN CONTROL BUILDING (1/10),,,,,,,,,,,,,,,A,XK51A-0CCBG-002,,//10.162.10.58/全處共用區/_Dwg/台中發電廠新建燃氣機組計畫/TPC-TC(C0)-CD-22-1112,TPC-TC(C0)-CD-22-1112,IFA,2022/10/19,2022/09/19,XK51A-0CCBG-002,GROUNDING LAYOUT FOR MAIN CONTROL BUILDING (1/10),B,A,Grounding layout for MCB_RB,TC0-1-ENE02-D5112,程正維  Ext.:28057,EE-0320,A
2,TC0-1-ENE02-D5113,,,,,,B,GROUNDING LAYOUT FOR MAIN CONTROL BUILDING (2/10),,,,,,,,,,,,,,,A,XK51A-0CCBG-003,,//10.162.10.58/全處共用區/_Dwg/台中發電廠新建燃氣機組計畫/TPC-TC(C0)-CD-22-1112,TPC-TC(C0)-CD-22-1112,IFA,2022/10/19,2022/09/19,XK51A-0CCBG-003,GROUNDING LAYOUT FOR MAIN CONTROL BUILDING (2/10),B,A,Grounding layout for MCB_RB,TC0-1-ENE02-D5113,程正維  Ext.:28057,EE-0320,A
3,TC0-1-ENE02-D5114,,,,,,B,GROUNDING LAYOUT FOR MAIN CONTROL BUILDING (3/10),,,,,,,,,,,,,,,A,XK51A-0CCBG-004,,//10.162.10.58/全處共用區/_Dwg/台中發電廠新建燃氣機組計畫/TPC-TC(C0)-CD-22-1112,TPC-TC(C0)-CD-22-1112,IFA,2022/10/19,2022/09/19,XK51A-0CCBG-004,GROUNDING LAYOUT FOR MAIN CONTROL BUILDING (3/10),B,A,Grounding layout for MCB_RB,TC0-1-ENE02-D5114,程正維  Ext.:28057,EE-0320,A
4,TC0-1-ENE02-D5115,,,,,,B,GROUNDING LAYOUT FOR MAIN CONTROL BUILDING (4/10),,,,,,,,,,,,,,,A,XK51A-0CCBG-005,,//10.162.10.58/全處共用區/_Dwg/台中發電廠新建燃氣機組計畫/TPC-TC(C0)-CD-22-1112,TPC-TC(C0)-CD-22-1112,IFA,2022/10/19,2022/09/19,XK51A-0CCBG-005,GROUNDING LAYOUT FOR MAIN CONTROL BUILDING (4/10),B,A,Grounding layout for MCB_RB,TC0-1-ENE02-D5115,程正維  Ext.:28057,EE-0320,A
5,TC0-1-ENE02-D5116,,,,,,B,GROUNDING LAYOUT FOR MAIN CONTROL BUILDING (5/10),,,,,,,,,,,,,,,A,XK51A-0CCBG-006,,//10.162.10.58/全處共用區/_Dwg/台中發電廠新建燃氣機組計畫/TPC-TC(C0)-CD-22-1112,TPC-TC(C0)-CD-22-1112,IFA,2022/10/19,2022/09/19,XK51A-0CCBG-006,GROUNDING LAYOUT FOR MAIN CONTROL BUILDING (5/10),B,A,Grounding layout for MCB_RB,TC0-1-ENE02-D5116,程正維  Ext.:28057,EE-0320,A
6,TC0-1-ENE02-D5117,,,,,,B,GROUNDING LAYOUT FOR MAIN CONTROL BUILDING (6/10),,,,,,,,,,,,,,,A,XK51A-0CCBG-007,,//10.162.10.58/全處共用區/_Dwg/台中發電廠新建燃氣機組計畫/TPC-TC(C0)-CD-22-1112,TPC-TC(C0)-CD-22-1112,IFA,2022/10/19,2022/09/19,XK51A-0CCBG-007,GROUNDING LAYOUT FOR MAIN CONTROL BUILDING (6/10),B,A,Grounding layout for MCB_RB,TC0-1-ENE02-D5117,程正維  Ext.:28057,EE-0320,A
7,TC0-1-ENE02-D5118,,,,,,B,GROUNDING LAYOUT FOR MAIN CONTROL BUILDING (7/10),,,,,,,,,,,,,,,A,XK51A-0CCBG-008,,//10.162.10.58/全處共用區/_Dwg/台中發電廠新建燃氣機組計畫/TPC-TC(C0)-CD-22-1112,TPC-TC(C0)-CD-22-1112,IFA,2022/10/19,2022/09/19,XK51A-0CCBG-008,GROUNDING LAYOUT FOR MAIN CONTROL BUILDING (7/10),B,A,Grounding layout for MCB_RB,TC0-1-ENE02-D5118,程正維  Ext.:28057,EE-0320,A
8,TC0-1-ENE02-D5119,,,,,,B,GROUNDING LAYOUT FOR MAIN CONTROL BUILDING (8/10),,,,,,,,,,,,,,,A,XK51A-0CCBG-009,,//10.162.10.58/全處共用區/_Dwg/台中發電廠新建燃氣機組計畫/TPC-TC(C0)-CD-22-1112,TPC-TC(C0)-CD-22-1112,IFA,2022/10/19,2022/09/19,XK51A-0CCBG-009,GROUNDING LAYOUT FOR MAIN CONTROL BUILDING (8/10),B,A,Grounding layout for MCB_RB,TC0-1-ENE02-D5119,程正維  Ext.:28057,EE-0320,A
9,TC0-1-ENE02-D5120,,,,,,B,GROUNDING LAYOUT FOR MAIN CONTROL BUILDING (9/10),,,,,,,,,,,,,,,A,XK51A-0CCBG-010,,//10.162.10.58/全處共用區/_Dwg/台中發電廠新建燃氣機組計畫/TPC-TC(C0)-CD-22-1112,TPC-TC(C0)-CD-22-1112,IFA,2022/10/19,2022/09/19,XK51A-0CCBG-010,GROUNDING LAYOUT FOR MAIN CONTROL BUILDING (9/10),B,A,Grounding layout for MCB_RB,TC0-1-ENE02-D5120,程正維  Ext.:28057,EE-0320,A
