,TRANSMITTALNO,CTCIDOCNO,VENDORDOCNO,CLIENTDOCNO,DOCVERSIONDESC,DOCREV,REVDATE,ISSUEPURPOSE,IFDPLAN,ISSUEDATE,RETUREDATE,TAGNO,SUBMITENGINEER,DESCRIPTION
0,HT-D1-CTC-GEL-22-0036,HT0-1-KVM01-T6057,HK-110-013-EQP-001,HT0-1-AQA01-Q6045,Equiment Quality Plan for Heat Exchanger,C,2022/01/03,IFA,,,2022/02/03,,,Equipment Quality Plan for Heat Exchanger[回收水系統]熱交換器設備品質計畫
