,Customer Drawing No.,,,,,,Rev. ,Title of Description,,,,,,,,,,,,,,,Class,Drawing No.,,path,TRANSMITTALNO,ISSUEPURPOSE,PLANNEDCLIENTRETURNDATE,ISSUEDATE,DOCVERSIONNO,DOCVERSIONDESC,DOCREV,DOCCLASS,TRDESC,CLIENTDOCNO,LE,ISSNO
0,TC0-1-UPD02-D6001,,,,,,A,U/G PIPING ARRANGEMENT DRAWING FOR COMMON AREA 310U (1/2),,,,,,,,,,,,,,,A,XG41-310U-001,,//10.162.10.58/全處共用區/_Dwg/台中發電廠新建燃氣機組計畫/TPC-TC(C0)-CD-22-0047,TPC-TC(C0)-CD-22-0047,IFA,2022/02/14,2022/01/14,XG41-310U-001,U/G PIPING ARRANGEMENT DRAWING FOR COMMON AREA 310U (1/2),A,A,U/G PIPING ARRANGEMENT DRAWING FOR AREA 310U and 320U,TC0-1-UPD02-D6001,施韋考  Ext.:26356,PP-0047
1,TC0-1-UPD02-D6002,,,,,,A,U/G PIPING ARRANGEMENT DRAWING FOR COMMON AREA 310U (2/2),,,,,,,,,,,,,,,A,XG41-310U-002,,//10.162.10.58/全處共用區/_Dwg/台中發電廠新建燃氣機組計畫/TPC-TC(C0)-CD-22-0047,TPC-TC(C0)-CD-22-0047,IFA,2022/02/14,2022/01/14,XG41-310U-002,U/G PIPING ARRANGEMENT DRAWING FOR COMMON AREA 310U (2/2),A,A,U/G PIPING ARRANGEMENT DRAWING FOR AREA 310U and 320U,TC0-1-UPD02-D6002,施韋考  Ext.:26356,PP-0047
2,TC0-1-KWD02-D6001,,,,,,A,U/G PIPING ARRANGEMENT DRAWING FOR WASTEWATER TREATMENT AREA 310U (1/1),,,,,,,,,,,,,,,A,XG41-310U-003,,//10.162.10.58/全處共用區/_Dwg/台中發電廠新建燃氣機組計畫/TPC-TC(C0)-CD-22-0047,TPC-TC(C0)-CD-22-0047,IFA,2022/02/14,2022/01/14,XG41-310U-003,U/G PIPING ARRANGEMENT DRAWING FOR WASTEWATER TREATMENT AREA 310U (1/1),A,A,U/G PIPING ARRANGEMENT DRAWING FOR AREA 310U and 320U,TC0-1-KWD02-D6001,施韋考  Ext.:26356,PP-0047
3,TC0-1-KDD02-D6001,,,,,,A,U/G PIPING ARRANGEMENT DRAWING FOR DEMINERALIZED WATER AREA 320U(1/1),,,,,,,,,,,,,,,A,XG41-320U-001,,//10.162.10.58/全處共用區/_Dwg/台中發電廠新建燃氣機組計畫/TPC-TC(C0)-CD-22-0047,TPC-TC(C0)-CD-22-0047,IFA,2022/02/14,2022/01/14,XG41-320U-001,U/G PIPING ARRANGEMENT DRAWING FOR DEMINERALIZED WATER AREA 320U(1/1),A,A,U/G PIPING ARRANGEMENT DRAWING FOR AREA 310U and 320U,TC0-1-KDD02-D6001,施韋考  Ext.:26356,PP-0047
4,TC0-1-KRD02-D6001,,,,,,A,U/G PIPING ARRANGEMENT DRAWING FOR AMMONIA STORAGE AREA AND LUBE OIL AREA 320U (1/1),,,,,,,,,,,,,,,A,XG41-320U-002,,//10.162.10.58/全處共用區/_Dwg/台中發電廠新建燃氣機組計畫/TPC-TC(C0)-CD-22-0047,TPC-TC(C0)-CD-22-0047,IFA,2022/02/14,2022/01/14,XG41-320U-002,U/G PIPING ARRANGEMENT DRAWING FOR AMMONIA STORAGE AREA AND LUBE OIL AREA 320U (1/1),A,A,U/G PIPING ARRANGEMENT DRAWING FOR AREA 310U and 320U,TC0-1-KRD02-D6001,施韋考  Ext.:26356,PP-0047
5,TC0-1-KVD02-D6001,,,,,,A,U/G PIPING ARRANGEMENT DRAWING FOR RECOVERY WATER TREATMENT PLANT AREA 320U (1/1),,,,,,,,,,,,,,,A,XG41-320U-003,,//10.162.10.58/全處共用區/_Dwg/台中發電廠新建燃氣機組計畫/TPC-TC(C0)-CD-22-0047,TPC-TC(C0)-CD-22-0047,IFA,2022/02/14,2022/01/14,XG41-320U-003,U/G PIPING ARRANGEMENT DRAWING FOR RECOVERY WATER TREATMENT PLANT AREA 320U (1/1),A,A,U/G PIPING ARRANGEMENT DRAWING FOR AREA 310U and 320U,TC0-1-KVD02-D6001,施韋考  Ext.:26356,PP-0047
