,TRANSMITTALNO,ISSUEPURPOSE,PLANNEDCLIENTRETURNDATE,ISSUEDATE,DOCVERSIONNO,DOCVERSIONDESC,DOCREV,DOCCLASS,TRDESC,CLIENTDOCNO,LE,ISSNO,DOCDOCCLASS
0,TPC-TC(C0)-CD-22-0281,IFA,2022/05/14,2022/04/14,XK21A-0PCCB-101,ELECTRICAL SINGLE LINE DIAGRAM FOR PC-MCB1 (1/1),B,A,ELECTRICAL SINGLE LINE DIAGRAM FOR PC_RB,TC0-1-EOE02-D5251,程正維  Ext.:28057,EE-0095,A
1,TPC-TC(C0)-CD-22-0281,IFA,2022/05/14,2022/04/14,XK21A-0PCCB-201,ELECTRICAL SINGLE LINE DIAGRAM FOR PC-MCB2 (1/1),B,A,ELECTRICAL SINGLE LINE DIAGRAM FOR PC_RB,TC0-1-EOE02-D5252,程正維  Ext.:28057,EE-0095,A
2,TPC-TC(C0)-CD-22-0281,IFA,2022/05/14,2022/04/14,XK21A-0PCCW-101,ELECTRICAL SINGLE LINE DIAGRAM FOR PC-CWPH1 (1/1),B,A,ELECTRICAL SINGLE LINE DIAGRAM FOR PC_RB,TC0-1-EOE02-D5205,程正維  Ext.:28057,EE-0095,A
3,TPC-TC(C0)-CD-22-0281,IFA,2022/05/14,2022/04/14,XK21A-0PCCW-201,ELECTRICAL SINGLE LINE DIAGRAM FOR PC-CWPH2 (1/1),B,A,ELECTRICAL SINGLE LINE DIAGRAM FOR PC_RB,TC0-1-EOE02-D5206,程正維  Ext.:28057,EE-0095,A
4,TPC-TC(C0)-CD-22-0281,IFA,2022/05/14,2022/04/14,XK21A-0PCDG-101,ELECTRICAL SINGLE LINE DIAGRAM FOR PC-EDG1 (1/2),B,A,ELECTRICAL SINGLE LINE DIAGRAM FOR PC_RB,TC0-1-EOE02-D5241,程正維  Ext.:28057,EE-0095,A
5,TPC-TC(C0)-CD-22-0281,IFA,2022/05/14,2022/04/14,XK21A-0PCDG-102,ELECTRICAL SINGLE LINE DIAGRAM FOR PC-EDG1 (2/2),B,A,ELECTRICAL SINGLE LINE DIAGRAM FOR PC_RB,TC0-1-EOE02-D5242,程正維  Ext.:28057,EE-0095,A
6,TPC-TC(C0)-CD-22-0281,IFA,2022/05/14,2022/04/14,XK21A-0PCDG-201,ELECTRICAL SINGLE LINE DIAGRAM FOR PC-EDG2 (1/2),B,A,ELECTRICAL SINGLE LINE DIAGRAM FOR PC_RB,TC0-2-EOE02-D5241,程正維  Ext.:28057,EE-0095,A
7,TPC-TC(C0)-CD-22-0281,IFA,2022/05/14,2022/04/14,XK21A-0PCDG-202,ELECTRICAL SINGLE LINE DIAGRAM FOR PC-EDG2 (2/2),B,A,ELECTRICAL SINGLE LINE DIAGRAM FOR PC_RB,TC0-2-EOE02-D5242,程正維  Ext.:28057,EE-0095,A
8,TPC-TC(C0)-CD-22-0281,IFA,2022/05/14,2022/04/14,XK21A-0PCDW-101,ELECTRICAL SINGLE LINE DIAGRAM FOR PC-DWTP1 (1/1),B,A,ELECTRICAL SINGLE LINE DIAGRAM FOR PC_RB,TC0-1-EOE02-D5271,程正維  Ext.:28057,EE-0095,A
9,TPC-TC(C0)-CD-22-0281,IFA,2022/05/14,2022/04/14,XK21A-0PCDW-201,ELECTRICAL SINGLE LINE DIAGRAM FOR PC-DWTP2 (1/1),B,A,ELECTRICAL SINGLE LINE DIAGRAM FOR PC_RB,TC0-1-EOE02-D5277,程正維  Ext.:28057,EE-0095,A
10,TPC-TC(C0)-CD-22-0281,IFA,2022/05/14,2022/04/14,XK21A-0PCEH-101,ELECTRICAL SINGLE LINE DIAGRAM FOR PC-SEH1 (1/1),B,A,ELECTRICAL SINGLE LINE DIAGRAM FOR PC_RB,TC0-1-EOE02-D5201,程正維  Ext.:28057,EE-0095,A
11,TPC-TC(C0)-CD-22-0281,IFA,2022/05/14,2022/04/14,XK21A-0PCEH-201,ELECTRICAL SINGLE LINE DIAGRAM FOR PC-SEH2 (1/1),B,A,ELECTRICAL SINGLE LINE DIAGRAM FOR PC_RB,TC0-1-EOE02-D5202,程正維  Ext.:28057,EE-0095,A
12,TPC-TC(C0)-CD-22-0281,IFA,2022/05/14,2022/04/14,XK21A-0PCEH-301,ELECTRICAL SINGLE LINE DIAGRAM FOR PC-SEH3 (1/1),B,A,ELECTRICAL SINGLE LINE DIAGRAM FOR PC_RB,TC0-1-EOE02-D5203,程正維  Ext.:28057,EE-0095,A
13,TPC-TC(C0)-CD-22-0281,IFA,2022/05/14,2022/04/14,XK21A-0PCEH-401,ELECTRICAL SINGLE LINE DIAGRAM FOR PC-SEH4 (1/1),B,A,ELECTRICAL SINGLE LINE DIAGRAM FOR PC_RB,TC0-1-EOE02-D5204,程正維  Ext.:28057,EE-0095,A
14,TPC-TC(C0)-CD-22-0281,IFA,2022/05/14,2022/04/14,XK21A-0PCGS-101,ELECTRICAL SINGLE LINE DIAGRAM FOR PC-GTMS (1/1),B,A,ELECTRICAL SINGLE LINE DIAGRAM FOR PC_RB,TC0-1-EOE02-D5281,程正維  Ext.:28057,EE-0095,A
15,TPC-TC(C0)-CD-22-0281,IFA,2022/05/14,2022/04/14,XK21A-0PCTN-101,ELECTRICAL SINGLE LINE DIAGRAM FOR PC-CT11 (1/1),B,A,ELECTRICAL SINGLE LINE DIAGRAM FOR PC_RB,TC0-1-EOE02-D5291,程正維  Ext.:28057,EE-0095,A
16,TPC-TC(C0)-CD-22-0281,IFA,2022/05/14,2022/04/14,XK21A-0PCTN-111,ELECTRICAL SINGLE LINE DIAGRAM FOR PC-CT12 (1/1),B,A,ELECTRICAL SINGLE LINE DIAGRAM FOR PC_RB,TC0-1-EOE02-D5292,程正維  Ext.:28057,EE-0095,A
17,TPC-TC(C0)-CD-22-0281,IFA,2022/05/14,2022/04/14,XK21A-0PCTN-201,ELECTRICAL SINGLE LINE DIAGRAM FOR PC-CT21 (1/1),B,A,ELECTRICAL SINGLE LINE DIAGRAM FOR PC_RB,TC0-1-EOE02-D5293,程正維  Ext.:28057,EE-0095,A
18,TPC-TC(C0)-CD-22-0281,IFA,2022/05/14,2022/04/14,XK21A-0PCTN-211,ELECTRICAL SINGLE LINE DIAGRAM FOR PC-CT22 (1/1),B,A,ELECTRICAL SINGLE LINE DIAGRAM FOR PC_RB,TC0-1-EOE02-D5294,程正維  Ext.:28057,EE-0095,A
19,TPC-TC(C0)-CD-22-0281,IFA,2022/05/14,2022/04/14,XK21A-0PCWW-101,ELECTRICAL SINGLE LINE DIAGRAM FOR PC-WWTP1 (1/1),B,A,ELECTRICAL SINGLE LINE DIAGRAM FOR PC_RB,TC0-1-EOE02-D5261,程正維  Ext.:28057,EE-0095,A
20,TPC-TC(C0)-CD-22-0281,IFA,2022/05/14,2022/04/14,XK21A-0PCWW-201,ELECTRICAL SINGLE LINE DIAGRAM FOR PC-WWTP2 (1/1),B,A,ELECTRICAL SINGLE LINE DIAGRAM FOR PC_RB,TC0-1-EOE02-D5262,程正維  Ext.:28057,EE-0095,A
