,Customer Drawing No.,,,,,,Rev. ,Title of Description,,,,,,,,,,,,,,,Class,Drawing No.,path,TRANSMITTALNO,ISSUEPURPOSE,RETUREDATE,ISSUEDATE,CTCIDOCNO,DOCVERSIONDESC,DOCREV,DOCCLASS,TRDESC,CLIENTDOCNO,LE,DOCDOCCLASS
0,TC0-1-KDM02-M0010,,,,,,A,Detail Description of Operation and Control Philosophy for DWTS,,,,,,,,,,,,,,,A,F0002-TSK-9010,//10.162.10.58/全處共用區/_Dwg/台中發電廠新建燃氣機組計畫/TPC-TC(C0)-CD-22-0272,TPC-TC(C0)-CD-22-0272,IFA,2022/05/13,2022/04/13,F0002-TSK-9010,Detail Description of Operation and Control Philosophy for DWTS,A,A,"Detail Description of Operation and Control Philosophy, Process Description, I/O List for DWTS",TC0-1-KDM02-M0010,蕭舜予  Ext.:22121 ,R
1,TC0-1-KDM02-S0016,,,,,,B,Process Description (w/ Sequence Chart) for DWTS,,,,,,,,,,,,,,,A,F0002-TSK-9016,//10.162.10.58/全處共用區/_Dwg/台中發電廠新建燃氣機組計畫/TPC-TC(C0)-CD-22-0272,TPC-TC(C0)-CD-22-0272,IFA,2022/05/13,2022/04/13,F0002-TSK-9016,Process Description (w/ Sequence Chart) for DWTS,B,A,"Detail Description of Operation and Control Philosophy, Process Description, I/O List for DWTS",TC0-1-KDM02-S0016,蕭舜予  Ext.:22121 ,R
2,TC0-1-KDE02-A0089,,,,,,B,I/O List for DWTS,,,,,,,,,,,,,,,A,F0002-TSK-9089,//10.162.10.58/全處共用區/_Dwg/台中發電廠新建燃氣機組計畫/TPC-TC(C0)-CD-22-0272,TPC-TC(C0)-CD-22-0272,IFA,2022/05/13,2022/04/13,F0002-TSK-9089,I/O List for DWTS,B,A,"Detail Description of Operation and Control Philosophy, Process Description, I/O List for DWTS",TC0-1-KDE02-A0089,蕭舜予  Ext.:22121 ,R
