,Customer Drawing No.,,,,,,Rev. ,Title of Description,,,,,,,,,,,,,,,Class,Drawing No.,path,TRANSMITTALNO,ISSUEPURPOSE,RETUREDATE,ISSUEDATE,CTCIDOCNO,DOCVERSIONDESC,DOCREV,DOCCLASS,TRDESC,CLIENTDOCNO,LE,DOCDOCCLASS
0,TC0-1-KNM02-T9005,,,,,,A,Inspection Test Plan for FRP Tank,,,,,,,,,,,,,,,A,M0014-9005,//10.162.10.58/全處共用區/_Dwg/台中發電廠新建燃氣機組計畫/TPC-TC(C0)-CD-22-0560,TPC-TC(C0)-CD-22-0560,IFA,2022/07/27,2022/06/27,M0014-9005,Inspection Test Plan for FRP Tank,A,A,Inspection Test Plan/Inspection Test Procedure/Painting Porcedure for FRP Tank,TC0-1-KNM02-T9005,張銘洋  Ext.:24270,R
1,TC0-1-KNM02-T9006,,,,,,A,Inspection Test Procedure for FRP Tank,,,,,,,,,,,,,,,A,M0014-9006,//10.162.10.58/全處共用區/_Dwg/台中發電廠新建燃氣機組計畫/TPC-TC(C0)-CD-22-0560,TPC-TC(C0)-CD-22-0560,IFA,2022/07/27,2022/06/27,M0014-9006,Inspection Test Procedure for FRP Tank,A,A,Inspection Test Plan/Inspection Test Procedure/Painting Porcedure for FRP Tank,TC0-1-KNM02-T9006,張銘洋  Ext.:24270,R
2,TC0-1-KNM02-E9008,,,,,,A,Painting Porcedure for FRP Tank,,,,,,,,,,,,,,,A,M0014-9008,//10.162.10.58/全處共用區/_Dwg/台中發電廠新建燃氣機組計畫/TPC-TC(C0)-CD-22-0560,TPC-TC(C0)-CD-22-0560,IFA,2022/07/27,2022/06/27,M0014-9008,Painting Porcedure for FRP Tank,A,A,Inspection Test Plan/Inspection Test Procedure/Painting Porcedure for FRP Tank,TC0-1-KNM02-E9008,張銘洋  Ext.:24270,R
