,批次序號,圖號:,圖名:,版次:,來文號碼:,來文日期:,來文名稱:,路徑
0,0,HT0-1-BSC01-D6784,HRSG Chimney - Electrical Control Panel Arrangement (For Personnel Hoist) 煙囪電梯控制盤,A,HT-D1-CTC-GEL-22-0024,2022/01/03,HRSG Chimney - Electrical Control Panel Arrangement (For Personnel Hoist) 煙囪電梯控制盤,/workspaces/Auto-Work-Station/00dest/collectHT20230728/HT-D1-CTC-GEL-22-0024/HT-D1-CTC-GEL-22-0024_converted.xlsx
