,TRANSMITTALNO,CTCIDOCNO,VENDORDOCNO,CLIENTDOCNO,DOCVERSIONDESC,DOCREV,REVDATE,ISSUEPURPOSE,IFDPLAN,ISSUEDATE,RETUREDATE,TAGNO,SUBMITENGINEER,DESCRIPTION
0,HT-D1-CTC-GEL-23-2867,HT0-1-UMM01-T6933,HT0-1-UMM01-T6933,HT0-1-UMM01-T6933,SAT procedure for Ammonia Vaporizer and Local Control Panel for Vaporizer,A,2023/07/19,IFA,,,2023/08/20,,,SAT procedure  and LCP for AmmoniaVaporizer 蒸發器SAT程序與控制面板[Ammonia Storage & Supply System]
