,Customer Drawing No.,,,,,,Rev. ,Title of Description,,,,,,,,,,,,,,,Class,Drawing No.,path,TRANSMITTALNO,ISSUEPURPOSE,RETUREDATE,ISSUEDATE,CTCIDOCNO,DOCVERSIONDESC,DOCREV,DOCCLASS,TRDESC,CLIENTDOCNO,LE,DOCDOCCLASS
0,TC0-1-UWM02-D9315,,,,,,A,=C00GTB01EG001 HEAT EXCHANGER ASSEMBLY,,,,,,,,,,,,,,,A,M0030-CEAI-9315,//10.162.10.58/全處共用區/_Dwg/台中發電廠新建燃氣機組計畫/TPC-TC(C0)-CD-22-0605,TPC-TC(C0)-CD-22-0605,IFA,2022/08/05,2022/07/05,M0030-CEAI-9315,=C00GTB01EG001 HEAT EXCHANGER ASSEMBLY,A,A,=C00GTB01EG001 HEAT EXCHANGER ASSEMBLY / NAME PLATE,TC0-1-UWM02-D9315,張銘洋  Ext.:24270,R
1,TC0-1-UWM02-D9319,,,,,,A,=C00GTB01EG001 HEAT EXCHANGER NAME PLATE,,,,,,,,,,,,,,,A,M0030-CEAI-9319,//10.162.10.58/全處共用區/_Dwg/台中發電廠新建燃氣機組計畫/TPC-TC(C0)-CD-22-0605,TPC-TC(C0)-CD-22-0605,IFA,2022/08/05,2022/07/05,M0030-CEAI-9319,=C00GTB01EG001 HEAT EXCHANGER NAME PLATE,A,A,=C00GTB01EG001 HEAT EXCHANGER ASSEMBLY / NAME PLATE,TC0-1-UWM02-D9319,張銘洋  Ext.:24270,R
