,Customer Drawing No.,,,,,,Rev. ,Title of Description,,,,,,,,,,,,,,,Class,Drawing No.,path,TRANSMITTALNO,ISSUEPURPOSE,PLANNEDCLIENTRETURNDATE,ISSUEDATE,DOCVERSIONNO,DOCVERSIONDESC,DOCREV,DOCCLASS,TRDESC,CLIENTDOCNO,LE,ISSNO
0,TC0-1-EOE02-C5002,,,,,,A,DC SHORT CIRCUIT CURRENT CALCULATION,,,,,,,,,,,,,,,I,XK23B-0SCCD-001,//10.162.10.58/全處共用區/_Dwg/台中發電廠新建燃氣機組計畫/TPC-TC(C0)-CD-22-0015,TPC-TC(C0)-CD-22-0015,IFA,2022/02/07,2022/01/07,XK23B-0SCCD-001,DC SHORT CIRCUIT CURRENT CALCULATION,A,I,DC SHORT CIRCUIT CURRENT CALCULATION,TC0-1-EOE02-C5002,程正維  Ext.:28057,EE-0035
