,Customer Drawing No.,,,,,,Rev. ,Title of Description,,,,,,,,,,,,,,,Class,Drawing No.,path,TRANSMITTALNO,ISSUEPURPOSE,PLANNEDCLIENTRETURNDATE,ISSUEDATE,DOCVERSIONNO,DOCVERSIONDESC,DOCREV,DOCCLASS,TRDESC,CLIENTDOCNO,LE,ISSNO,DOCDOCCLASS
0,TC0-1-CSC02-D3301,,,,,,B,PIPE RACK PR-3301 PILING PLAN,,,,,,,,,,,,,,,A,XF38A-330R-001,//10.162.10.58/全處共用區/_Dwg/台中發電廠新建燃氣機組計畫/TPC-TC(C0)-CD-22-0122,TPC-TC(C0)-CD-22-0122,IFA,2022/03/18,2022/02/18,XF38A-330R-001,PIPE RACK PR-3301 PILING PLAN,B,A,Pipe Rack PR-3301 Piling Plan_RB,TC0-1-CSC02-D3301,陳博仁  Ext.:23341,CB-0157,A
1,TC0-1-CSC02-C3301,,,,,,B,CALCULATION SHEET FOR PIPE RACK PR-3301 PILING,,,,,,,,,,,,,,,A,XF38A-330R-001C,//10.162.10.58/全處共用區/_Dwg/台中發電廠新建燃氣機組計畫/TPC-TC(C0)-CD-22-0122,TPC-TC(C0)-CD-22-0122,IFA,2022/03/18,2022/02/18,XF38A-330R-001C,CALCULATION SHEET FOR PIPE RACK PR-3301 PILING,B,A,Pipe Rack PR-3301 Piling Plan_RB,TC0-1-CSC02-C3301,陳博仁  Ext.:23341,CB-0157,A
