,Customer Drawing No.,,,,,,Rev. ,Title of Description,,,,,,,,,,,,,,,Class,Drawing No.,path,TRANSMITTALNO,ISSUEPURPOSE,PLANNEDCLIENTRETURNDATE,ISSUEDATE,DOCVERSIONNO,DOCVERSIONDESC,DOCREV,DOCCLASS,TRDESC,CLIENTDOCNO,LE,ISSNO
0,TC0-1-III02-D3001,,,,,,B,Field Instrument Cable Way and Wiring Layout of Index,,,,,,,,,,,,,,,A,XH51-0000-001,//10.162.10.58/全處共用區/_Dwg/台中發電廠新建燃氣機組計畫/TPC-TC(C0)-CD-21-0237,TPC-TC(C0)-CD-21-0237,IFA,2022/01/13,2021/12/13,XH51-0000-001,Field Instrument Cable Way and Wiring Layout of Index,B,A,Field Instrument Cable Way and Wiring Layout of Index…etc,TC0-1-III02-D3001,王鵬豪  Ext.:25199,IN-0035
1,TC0-1-III02-D3002,,,,,,B,Field Instrument Cable Way and Wiring Layout of General Note and Legend,,,,,,,,,,,,,,,A,XH51-0000-002,//10.162.10.58/全處共用區/_Dwg/台中發電廠新建燃氣機組計畫/TPC-TC(C0)-CD-21-0237,TPC-TC(C0)-CD-21-0237,IFA,2022/01/13,2021/12/13,XH51-0000-002,Field Instrument Cable Way and Wiring Layout of General Note and Legend,B,A,Field Instrument Cable Way and Wiring Layout of Index…etc,TC0-1-III02-D3002,王鵬豪  Ext.:25199,IN-0035
2,TC0-1-III02-D3003,,,,,,B,Field Instrument Cable Way and Wiring Layout of Typical Drawing,,,,,,,,,,,,,,,A,XH51-0000-003,//10.162.10.58/全處共用區/_Dwg/台中發電廠新建燃氣機組計畫/TPC-TC(C0)-CD-21-0237,TPC-TC(C0)-CD-21-0237,IFA,2022/01/13,2021/12/13,XH51-0000-003,Field Instrument Cable Way and Wiring Layout of Typical Drawing,B,A,Field Instrument Cable Way and Wiring Layout of Index…etc,TC0-1-III02-D3003,王鵬豪  Ext.:25199,IN-0035
