,Customer Drawing No.,,,,,,Rev. ,Title of Description,,,,,,,,,,,,,,,Class,Drawing No.,,path,TRANSMITTALNO,ISSUEPURPOSE,PLANNEDCLIENTRETURNDATE,ISSUEDATE,DOCVERSIONNO,DOCVERSIONDESC,DOCREV,DOCCLASS,TRDESC,CLIENTDOCNO,LE,ISSNO,DOCDOCCLASS
0,TC0-1-ERE02-D5402,,,,,,B,DRAWING INDEX OF ELECTRICAL POWER LAYOUT FOR CABLE TUNNEL (1/2),,,,,,,,,,,,,,,A,XK41A-0KEY0-002,,//10.162.10.58/全處共用區/_Dwg/台中發電廠新建燃氣機組計畫/TPC-TC(C0)-CD-22-1358,TPC-TC(C0)-CD-22-1358,IFA,2022/11/13,2022/10/14,XK41A-0KEY0-002,DRAWING INDEX OF ELECTRICAL POWER LAYOUT FOR CABLE TUNNEL (1/2),B,A,ELECTRICAL POWER LAYOUT FOR CABLE TUNNEL,TC0-1-ERE02-D5402,程正維  Ext.:28057,EE-0371,A
1,TC0-1-ERE02-D5403,,,,,,B,DRAWING INDEX OF ELECTRICAL POWER LAYOUT FOR CABLE TUNNEL (2/2),,,,,,,,,,,,,,,A,XK41A-0KEY0-003,,//10.162.10.58/全處共用區/_Dwg/台中發電廠新建燃氣機組計畫/TPC-TC(C0)-CD-22-1358,TPC-TC(C0)-CD-22-1358,IFA,2022/11/13,2022/10/14,XK41A-0KEY0-003,DRAWING INDEX OF ELECTRICAL POWER LAYOUT FOR CABLE TUNNEL (2/2),B,A,ELECTRICAL POWER LAYOUT FOR CABLE TUNNEL,TC0-1-ERE02-D5403,程正維  Ext.:28057,EE-0371,A
2,TC0-1-ERE02-D5404,,,,,,B,ELECTRICAL POWER LAYOUT FOR CABLE TUNNEL (1/74),,,,,,,,,,,,,,,A,XK41A-0TNL0-001,,//10.162.10.58/全處共用區/_Dwg/台中發電廠新建燃氣機組計畫/TPC-TC(C0)-CD-22-1358,TPC-TC(C0)-CD-22-1358,IFA,2022/11/13,2022/10/14,XK41A-0TNL0-001,ELECTRICAL POWER LAYOUT FOR CABLE TUNNEL (1/74),B,A,ELECTRICAL POWER LAYOUT FOR CABLE TUNNEL,TC0-1-ERE02-D5404,程正維  Ext.:28057,EE-0371,A
3,TC0-1-ERE02-D5405,,,,,,B,ELECTRICAL POWER LAYOUT FOR CABLE TUNNEL (2/74),,,,,,,,,,,,,,,A,XK41A-0TNL0-002,,//10.162.10.58/全處共用區/_Dwg/台中發電廠新建燃氣機組計畫/TPC-TC(C0)-CD-22-1358,TPC-TC(C0)-CD-22-1358,IFA,2022/11/13,2022/10/14,XK41A-0TNL0-002,ELECTRICAL POWER LAYOUT FOR CABLE TUNNEL (2/74),B,A,ELECTRICAL POWER LAYOUT FOR CABLE TUNNEL,TC0-1-ERE02-D5405,程正維  Ext.:28057,EE-0371,A
4,TC0-1-ERE02-D5406,,,,,,B,ELECTRICAL POWER LAYOUT FOR CABLE TUNNEL (3/74),,,,,,,,,,,,,,,A,XK41A-0TNL0-003,,//10.162.10.58/全處共用區/_Dwg/台中發電廠新建燃氣機組計畫/TPC-TC(C0)-CD-22-1358,TPC-TC(C0)-CD-22-1358,IFA,2022/11/13,2022/10/14,XK41A-0TNL0-003,ELECTRICAL POWER LAYOUT FOR CABLE TUNNEL (3/74),B,A,ELECTRICAL POWER LAYOUT FOR CABLE TUNNEL,TC0-1-ERE02-D5406,程正維  Ext.:28057,EE-0371,A
5,TC0-1-ERE02-D5407,,,,,,B,ELECTRICAL POWER LAYOUT FOR CABLE TUNNEL (4/74),,,,,,,,,,,,,,,A,XK41A-0TNL0-004,,//10.162.10.58/全處共用區/_Dwg/台中發電廠新建燃氣機組計畫/TPC-TC(C0)-CD-22-1358,TPC-TC(C0)-CD-22-1358,IFA,2022/11/13,2022/10/14,XK41A-0TNL0-004,ELECTRICAL POWER LAYOUT FOR CABLE TUNNEL (4/74),B,A,ELECTRICAL POWER LAYOUT FOR CABLE TUNNEL,TC0-1-ERE02-D5407,程正維  Ext.:28057,EE-0371,A
6,TC0-1-ERE02-D5408,,,,,,B,ELECTRICAL POWER LAYOUT FOR CABLE TUNNEL (5/74),,,,,,,,,,,,,,,A,XK41A-0TNL0-005,,//10.162.10.58/全處共用區/_Dwg/台中發電廠新建燃氣機組計畫/TPC-TC(C0)-CD-22-1358,TPC-TC(C0)-CD-22-1358,IFA,2022/11/13,2022/10/14,XK41A-0TNL0-005,ELECTRICAL POWER LAYOUT FOR CABLE TUNNEL (5/74),B,A,ELECTRICAL POWER LAYOUT FOR CABLE TUNNEL,TC0-1-ERE02-D5408,程正維  Ext.:28057,EE-0371,A
7,TC0-1-ERE02-D5409,,,,,,B,ELECTRICAL POWER LAYOUT FOR CABLE TUNNEL (6/74),,,,,,,,,,,,,,,A,XK41A-0TNL0-006,,//10.162.10.58/全處共用區/_Dwg/台中發電廠新建燃氣機組計畫/TPC-TC(C0)-CD-22-1358,TPC-TC(C0)-CD-22-1358,IFA,2022/11/13,2022/10/14,XK41A-0TNL0-006,ELECTRICAL POWER LAYOUT FOR CABLE TUNNEL (6/74),B,A,ELECTRICAL POWER LAYOUT FOR CABLE TUNNEL,TC0-1-ERE02-D5409,程正維  Ext.:28057,EE-0371,A
8,TC0-1-ERE02-D5410,,,,,,B,ELECTRICAL POWER LAYOUT FOR CABLE TUNNEL (7/74),,,,,,,,,,,,,,,A,XK41A-0TNL0-007,,//10.162.10.58/全處共用區/_Dwg/台中發電廠新建燃氣機組計畫/TPC-TC(C0)-CD-22-1358,TPC-TC(C0)-CD-22-1358,IFA,2022/11/13,2022/10/14,XK41A-0TNL0-007,ELECTRICAL POWER LAYOUT FOR CABLE TUNNEL (7/74),B,A,ELECTRICAL POWER LAYOUT FOR CABLE TUNNEL,TC0-1-ERE02-D5410,程正維  Ext.:28057,EE-0371,A
9,TC0-1-ERE02-D5411,,,,,,B,ELECTRICAL POWER LAYOUT FOR CABLE TUNNEL (8/74),,,,,,,,,,,,,,,A,XK41A-0TNL0-008,,//10.162.10.58/全處共用區/_Dwg/台中發電廠新建燃氣機組計畫/TPC-TC(C0)-CD-22-1358,TPC-TC(C0)-CD-22-1358,IFA,2022/11/13,2022/10/14,XK41A-0TNL0-008,ELECTRICAL POWER LAYOUT FOR CABLE TUNNEL (8/74),B,A,ELECTRICAL POWER LAYOUT FOR CABLE TUNNEL,TC0-1-ERE02-D5411,程正維  Ext.:28057,EE-0371,A
