,Customer Drawing No.,,,,,,Rev. ,Title of Description,,,,,,,,,,,,,,,Class,Drawing No.,path,TRANSMITTALNO,ISSUEPURPOSE,RETUREDATE,ISSUEDATE,CTCIDOCNO,DOCVERSIONDESC,DOCREV,DOCCLASS,TRDESC,CLIENTDOCNO,LE,DOCDOCCLASS
0,TC0-1-TMM02-D9038,,,,,,B,Control Panel Drawing for Sand Blasting Room Package,,,,,,,,,,,,,,,A,M0007-9038,//10.162.10.58/全處共用區/_Dwg/台中發電廠新建燃氣機組計畫/TPC-TC(C0)-CD-22-0538,TPC-TC(C0)-CD-22-0538,IFA,2022/07/21,2022/06/21,M0007-9038,Control Panel Drawing for Sand Blasting Room Package,B,A,Control Panel Drawing/Wiring Diagram/Logic Diagram for Sand Blasting Room Package,TC0-1-TMM02-D9038,張銘洋  Ext.:24270,R
1,TC0-1-TMM02-D9039,,,,,,B,Wiring Diagram for Sand Blasting Room Package,,,,,,,,,,,,,,,A,M0007-9039,//10.162.10.58/全處共用區/_Dwg/台中發電廠新建燃氣機組計畫/TPC-TC(C0)-CD-22-0538,TPC-TC(C0)-CD-22-0538,IFA,2022/07/21,2022/06/21,M0007-9039,Wiring Diagram for Sand Blasting Room Package,B,A,Control Panel Drawing/Wiring Diagram/Logic Diagram for Sand Blasting Room Package,TC0-1-TMM02-D9039,張銘洋  Ext.:24270,R
2,TC0-1-TMM02-D9042,,,,,,B,Logic Diagram for Sand Blasting Room Package,,,,,,,,,,,,,,,A,M0007-9042,//10.162.10.58/全處共用區/_Dwg/台中發電廠新建燃氣機組計畫/TPC-TC(C0)-CD-22-0538,TPC-TC(C0)-CD-22-0538,IFA,2022/07/21,2022/06/21,M0007-9042,Logic Diagram for Sand Blasting Room Package,B,A,Control Panel Drawing/Wiring Diagram/Logic Diagram for Sand Blasting Room Package,TC0-1-TMM02-D9042,張銘洋  Ext.:24270,R
