,Customer Drawing No.,,,,,,Rev. ,Title of Description,,,,,,,,,,,,,,,Class,Drawing No.,,path,TRANSMITTALNO,ISSUEPURPOSE,PLANNEDCLIENTRETURNDATE,ISSUEDATE,DOCVERSIONNO,DOCVERSIONDESC,DOCREV,DOCCLASS,TRDESC,CLIENTDOCNO,LE,ISSNO,DOCDOCCLASS
0,TC0-1-ELE02-D5501,,,,,,B,LIGHTING LAYOUT FOR MAIN CONTROL BUILDING (1/10),,,,,,,,,,,,,,,A,XK61A-0CCB0-001,,//10.162.10.58/全處共用區/_Dwg/台中發電廠新建燃氣機組計畫/TPC-TC(C0)-CD-22-0743,TPC-TC(C0)-CD-22-0743,IFA,2022/08/28,2022/07/29,XK61A-0CCB0-001,LIGHTING LAYOUT FOR MAIN CONTROL BUILDING (1/10),B,A,LIGHTING AND RECEPTACLE LAYOUT FOR MCB,TC0-1-ELE02-D5501,程正維  Ext.:28057,EE-0224,A
1,TC0-1-ELE02-D5502,,,,,,B,LIGHTING LAYOUT FOR MAIN CONTROL BUILDING (2/10),,,,,,,,,,,,,,,A,XK61A-0CCB0-002,,//10.162.10.58/全處共用區/_Dwg/台中發電廠新建燃氣機組計畫/TPC-TC(C0)-CD-22-0743,TPC-TC(C0)-CD-22-0743,IFA,2022/08/28,2022/07/29,XK61A-0CCB0-002,LIGHTING LAYOUT FOR MAIN CONTROL BUILDING (2/10),B,A,LIGHTING AND RECEPTACLE LAYOUT FOR MCB,TC0-1-ELE02-D5502,程正維  Ext.:28057,EE-0224,A
2,TC0-1-ELE02-D5503,,,,,,B,LIGHTING LAYOUT FOR MAIN CONTROL BUILDING (3/10),,,,,,,,,,,,,,,A,XK61A-0CCB0-003,,//10.162.10.58/全處共用區/_Dwg/台中發電廠新建燃氣機組計畫/TPC-TC(C0)-CD-22-0743,TPC-TC(C0)-CD-22-0743,IFA,2022/08/28,2022/07/29,XK61A-0CCB0-003,LIGHTING LAYOUT FOR MAIN CONTROL BUILDING (3/10),B,A,LIGHTING AND RECEPTACLE LAYOUT FOR MCB,TC0-1-ELE02-D5503,程正維  Ext.:28057,EE-0224,A
3,TC0-1-ELE02-D5504,,,,,,B,LIGHTING LAYOUT FOR MAIN CONTROL BUILDING (4/10),,,,,,,,,,,,,,,A,XK61A-0CCB0-004,,//10.162.10.58/全處共用區/_Dwg/台中發電廠新建燃氣機組計畫/TPC-TC(C0)-CD-22-0743,TPC-TC(C0)-CD-22-0743,IFA,2022/08/28,2022/07/29,XK61A-0CCB0-004,LIGHTING LAYOUT FOR MAIN CONTROL BUILDING (4/10),B,A,LIGHTING AND RECEPTACLE LAYOUT FOR MCB,TC0-1-ELE02-D5504,程正維  Ext.:28057,EE-0224,A
4,TC0-1-ELE02-D5505,,,,,,B,LIGHTING LAYOUT FOR MAIN CONTROL BUILDING (5/10),,,,,,,,,,,,,,,A,XK61A-0CCB0-005,,//10.162.10.58/全處共用區/_Dwg/台中發電廠新建燃氣機組計畫/TPC-TC(C0)-CD-22-0743,TPC-TC(C0)-CD-22-0743,IFA,2022/08/28,2022/07/29,XK61A-0CCB0-005,LIGHTING LAYOUT FOR MAIN CONTROL BUILDING (5/10),B,A,LIGHTING AND RECEPTACLE LAYOUT FOR MCB,TC0-1-ELE02-D5505,程正維  Ext.:28057,EE-0224,A
5,TC0-1-ELE02-D5506,,,,,,B,LIGHTING LAYOUT FOR MAIN CONTROL BUILDING (6/10),,,,,,,,,,,,,,,A,XK61A-0CCB0-006,,//10.162.10.58/全處共用區/_Dwg/台中發電廠新建燃氣機組計畫/TPC-TC(C0)-CD-22-0743,TPC-TC(C0)-CD-22-0743,IFA,2022/08/28,2022/07/29,XK61A-0CCB0-006,LIGHTING LAYOUT FOR MAIN CONTROL BUILDING (6/10),B,A,LIGHTING AND RECEPTACLE LAYOUT FOR MCB,TC0-1-ELE02-D5506,程正維  Ext.:28057,EE-0224,A
6,TC0-1-ELE02-D5507,,,,,,B,LIGHTING LAYOUT FOR MAIN CONTROL BUILDING (7/10),,,,,,,,,,,,,,,A,XK61A-0CCB0-007,,//10.162.10.58/全處共用區/_Dwg/台中發電廠新建燃氣機組計畫/TPC-TC(C0)-CD-22-0743,TPC-TC(C0)-CD-22-0743,IFA,2022/08/28,2022/07/29,XK61A-0CCB0-007,LIGHTING LAYOUT FOR MAIN CONTROL BUILDING (7/10),B,A,LIGHTING AND RECEPTACLE LAYOUT FOR MCB,TC0-1-ELE02-D5507,程正維  Ext.:28057,EE-0224,A
7,TC0-1-ELE02-D5508,,,,,,B,LIGHTING LAYOUT FOR MAIN CONTROL BUILDING (8/10),,,,,,,,,,,,,,,A,XK61A-0CCB0-008,,//10.162.10.58/全處共用區/_Dwg/台中發電廠新建燃氣機組計畫/TPC-TC(C0)-CD-22-0743,TPC-TC(C0)-CD-22-0743,IFA,2022/08/28,2022/07/29,XK61A-0CCB0-008,LIGHTING LAYOUT FOR MAIN CONTROL BUILDING (8/10),B,A,LIGHTING AND RECEPTACLE LAYOUT FOR MCB,TC0-1-ELE02-D5508,程正維  Ext.:28057,EE-0224,A
8,TC0-1-ELE02-D5509,,,,,,B,LIGHTING LAYOUT FOR MAIN CONTROL BUILDING (9/10),,,,,,,,,,,,,,,A,XK61A-0CCB0-009,,//10.162.10.58/全處共用區/_Dwg/台中發電廠新建燃氣機組計畫/TPC-TC(C0)-CD-22-0743,TPC-TC(C0)-CD-22-0743,IFA,2022/08/28,2022/07/29,XK61A-0CCB0-009,LIGHTING LAYOUT FOR MAIN CONTROL BUILDING (9/10),B,A,LIGHTING AND RECEPTACLE LAYOUT FOR MCB,TC0-1-ELE02-D5509,程正維  Ext.:28057,EE-0224,A
9,TC0-1-ELE02-D5510,,,,,,B,LIGHTING LAYOUT FOR MAIN CONTROL BUILDING (10/10),,,,,,,,,,,,,,,A,XK61A-0CCB0-010,,//10.162.10.58/全處共用區/_Dwg/台中發電廠新建燃氣機組計畫/TPC-TC(C0)-CD-22-0743,TPC-TC(C0)-CD-22-0743,IFA,2022/08/28,2022/07/29,XK61A-0CCB0-010,LIGHTING LAYOUT FOR MAIN CONTROL BUILDING (10/10),B,A,LIGHTING AND RECEPTACLE LAYOUT FOR MCB,TC0-1-ELE02-D5510,程正維  Ext.:28057,EE-0224,A
