,,TRANSMITTALNO,ISSUEPURPOSE,PLANNEDCLIENTRETURNDATE,ISSUEDATE,DOCVERSIONNO,DOCVERSIONDESC,DOCREV,DOCNATURE,DOCCLASS,TAGNO,CLIENTDOCNO,DESCRIPTION
0,0,HT-D1-CTC-GEL-22-0038,IFA,2022/02/03,,XK61A-3HCO0-001,LIGHTING AND RECEPTACLE LAYOUT FOR H2 & CO2 STORAGE ROOM FOR GT UNIT #3,A,,A,,HT0-1-ELE01-D5036, Lighting and Receptacle Layout for H2 & CO2 Storage Room for GT Unit #3 3號機GT氫氣/二氧化碳儲存房照明插座配置
