,Customer Drawing No.,,,,,,Rev. ,Title of Description,,,,,,,,,,,,,,,Class,Drawing No.,,path,TRANSMITTALNO,ISSUEPURPOSE,PLANNEDCLIENTRETURNDATE,ISSUEDATE,DOCVERSIONNO,DOCVERSIONDESC,DOCREV,DOCCLASS,TRDESC,CLIENTDOCNO,LE,ISSNO,DOCDOCCLASS
0,TC0-1-CNC02-D3202,,,,,,A,DEMINERALIZED WATER TREATMENT PLANT (BLD-3201) STEEL STRUCTURE  FOUNDATION PLAN,,,,,,,,,,,,,,,A,XF38B-3200-002,,//10.162.10.58/全處共用區/_Dwg/台中發電廠新建燃氣機組計畫/TPC-TC(C0)-CD-22-0759,TPC-TC(C0)-CD-22-0759,IFA,2022/08/31,2022/08/01,XF38B-3200-002,DEMINERALIZED WATER TREATMENT PLANT (BLD-3201) STEEL STRUCTURE  FOUNDATION PLAN,A,A,Demineralized Water Treatment Plant (BLD-3201) - Foundation_RA,TC0-1-CNC02-D3202,陳博仁  Ext.:23341,CB-0324,A
1,TC0-1-CNC02-C3202,,,,,,A,CALCULATION SHEET FOR DEMINERALIZED WATER TREATMENT PLANT (BLD-3201)  STEEL STRUCTURE FOUNDATION,,,,,,,,,,,,,,,A,XF38B-3200-002C,,//10.162.10.58/全處共用區/_Dwg/台中發電廠新建燃氣機組計畫/TPC-TC(C0)-CD-22-0759,TPC-TC(C0)-CD-22-0759,IFA,2022/08/31,2022/08/01,XF38B-3200-002C,CALCULATION SHEET FOR DEMINERALIZED WATER TREATMENT PLANT (BLD-3201)  STEEL STRUCTURE FOUNDATION,A,A,Demineralized Water Treatment Plant (BLD-3201) - Foundation_RA,TC0-1-CNC02-C3202,陳博仁  Ext.:23341,CB-0324,A
2,TC0-1-CNC02-D3203,,,,,,A,DEMINERALIZED WATER TREATMENT PLANT (BLD-3201) STEEL STRUCTURE  FOUNDATION SECTIONS & DETAILS (1),,,,,,,,,,,,,,,A,XF38B-3200-003,,//10.162.10.58/全處共用區/_Dwg/台中發電廠新建燃氣機組計畫/TPC-TC(C0)-CD-22-0759,TPC-TC(C0)-CD-22-0759,IFA,2022/08/31,2022/08/01,XF38B-3200-003,DEMINERALIZED WATER TREATMENT PLANT (BLD-3201) STEEL STRUCTURE  FOUNDATION SECTIONS & DETAILS (1),A,A,Demineralized Water Treatment Plant (BLD-3201) - Foundation_RA,TC0-1-CNC02-D3203,陳博仁  Ext.:23341,CB-0324,A
3,TC0-1-CNC02-D3204,,,,,,A,DEMINERALIZED WATER TREATMENT PLANT (BLD-3201) STEEL STRUCTURE  FOUNDATION SECTIONS & DETAILS (2),,,,,,,,,,,,,,,A,XF38B-3200-004,,//10.162.10.58/全處共用區/_Dwg/台中發電廠新建燃氣機組計畫/TPC-TC(C0)-CD-22-0759,TPC-TC(C0)-CD-22-0759,IFA,2022/08/31,2022/08/01,XF38B-3200-004,DEMINERALIZED WATER TREATMENT PLANT (BLD-3201) STEEL STRUCTURE  FOUNDATION SECTIONS & DETAILS (2),A,A,Demineralized Water Treatment Plant (BLD-3201) - Foundation_RA,TC0-1-CNC02-D3204,陳博仁  Ext.:23341,CB-0324,A
4,TC0-1-CNC02-D3205,,,,,,A,DEMINERALIZED WATER TREATMENT PLANT (BLD-3201) STEEL STRUCTURE  FOUNDATION SECTIONS & DETAILS (3),,,,,,,,,,,,,,,A,XF38B-3200-005,,//10.162.10.58/全處共用區/_Dwg/台中發電廠新建燃氣機組計畫/TPC-TC(C0)-CD-22-0759,TPC-TC(C0)-CD-22-0759,IFA,2022/08/31,2022/08/01,XF38B-3200-005,DEMINERALIZED WATER TREATMENT PLANT (BLD-3201) STEEL STRUCTURE  FOUNDATION SECTIONS & DETAILS (3),A,A,Demineralized Water Treatment Plant (BLD-3201) - Foundation_RA,TC0-1-CNC02-D3205,陳博仁  Ext.:23341,CB-0324,A
5,TC0-1-CNC02-D3206,,,,,,A,DEMINERALIZED WATER TREATMENT PLANT (BLD-3201) STEEL STRUCTURE  FOUNDATION SECTIONS & DETAILS (4),,,,,,,,,,,,,,,A,XF38B-3200-006,,//10.162.10.58/全處共用區/_Dwg/台中發電廠新建燃氣機組計畫/TPC-TC(C0)-CD-22-0759,TPC-TC(C0)-CD-22-0759,IFA,2022/08/31,2022/08/01,XF38B-3200-006,DEMINERALIZED WATER TREATMENT PLANT (BLD-3201) STEEL STRUCTURE  FOUNDATION SECTIONS & DETAILS (4),A,A,Demineralized Water Treatment Plant (BLD-3201) - Foundation_RA,TC0-1-CNC02-D3206,陳博仁  Ext.:23341,CB-0324,A
6,TC0-1-CNC02-D3207,,,,,,A,DEMINERALIZED WATER TREATMENT PLANT (BLD-3201) STEEL STRUCTURE  FOUNDATION SECTIONS & DETAILS (5),,,,,,,,,,,,,,,A,XF38B-3200-007,,//10.162.10.58/全處共用區/_Dwg/台中發電廠新建燃氣機組計畫/TPC-TC(C0)-CD-22-0759,TPC-TC(C0)-CD-22-0759,IFA,2022/08/31,2022/08/01,XF38B-3200-007,DEMINERALIZED WATER TREATMENT PLANT (BLD-3201) STEEL STRUCTURE  FOUNDATION SECTIONS & DETAILS (5),A,A,Demineralized Water Treatment Plant (BLD-3201) - Foundation_RA,TC0-1-CNC02-D3207,陳博仁  Ext.:23341,CB-0324,A
7,TC0-1-CNC02-D3208,,,,,,A,DEMINERALIZED WATER TREATMENT PLANT (BLD-3201) STEEL STRUCTURE  FOUNDATION SECTIONS & DETAILS (6),,,,,,,,,,,,,,,A,XF38B-3200-008,,//10.162.10.58/全處共用區/_Dwg/台中發電廠新建燃氣機組計畫/TPC-TC(C0)-CD-22-0759,TPC-TC(C0)-CD-22-0759,IFA,2022/08/31,2022/08/01,XF38B-3200-008,DEMINERALIZED WATER TREATMENT PLANT (BLD-3201) STEEL STRUCTURE  FOUNDATION SECTIONS & DETAILS (6),A,A,Demineralized Water Treatment Plant (BLD-3201) - Foundation_RA,TC0-1-CNC02-D3208,陳博仁  Ext.:23341,CB-0324,A
8,TC0-1-CNC02-D3209,,,,,,A,DEMINERALIZED WATER TREATMENT PLANT (BLD-3201) STEEL STRUCTURE  FOUNDATION SECTIONS & DETAILS (7),,,,,,,,,,,,,,,A,XF38B-3200-009,,//10.162.10.58/全處共用區/_Dwg/台中發電廠新建燃氣機組計畫/TPC-TC(C0)-CD-22-0759,TPC-TC(C0)-CD-22-0759,IFA,2022/08/31,2022/08/01,XF38B-3200-009,DEMINERALIZED WATER TREATMENT PLANT (BLD-3201) STEEL STRUCTURE  FOUNDATION SECTIONS & DETAILS (7),A,A,Demineralized Water Treatment Plant (BLD-3201) - Foundation_RA,TC0-1-CNC02-D3209,陳博仁  Ext.:23341,CB-0324,A
9,TC0-1-CNC02-D3210,,,,,,A,DEMINERALIZED WATER TREATMENT PLANT (BLD-3201) STEEL STRUCTURE  FOUNDATION SECTIONS & DETAILS (8),,,,,,,,,,,,,,,A,XF38B-3200-010,,//10.162.10.58/全處共用區/_Dwg/台中發電廠新建燃氣機組計畫/TPC-TC(C0)-CD-22-0759,TPC-TC(C0)-CD-22-0759,IFA,2022/08/31,2022/08/01,XF38B-3200-010,DEMINERALIZED WATER TREATMENT PLANT (BLD-3201) STEEL STRUCTURE  FOUNDATION SECTIONS & DETAILS (8),A,A,Demineralized Water Treatment Plant (BLD-3201) - Foundation_RA,TC0-1-CNC02-D3210,陳博仁  Ext.:23341,CB-0324,A
