,TRANSMITTALNO,CTCIDOCNO,VENDORDOCNO,CLIENTDOCNO,DOCVERSIONDESC,DOCREV,REVDATE,ISSUEPURPOSE,IFDPLAN,ISSUEDATE,RETUREDATE,TAGNO,SUBMITENGINEER,DESCRIPTION
0,HT-D1-CTC-GEL-22-0033,MIE-M0046-0002,MIE-M0046-0002,HT0-1-UZM01-D6002,HVAC Pump-Drawings and Curves for Motor,B,2022/01/03,IFA,,,2022/02/11,,,HVAC Pump-Drawings and Curves for Motor空調系統泵馬達圖
