,TRANSMITTALNO,ISSUEPURPOSE,RETUREDATE,ISSUEDATE,CTCIDOCNO,DOCVERSIONDESC,DOCREV,DOCCLASS,TRDESC,CLIENTDOCNO,LE,DOCDOCCLASS,REVIEW
0,TPC-TC(C0)-CD-22-0891,IFA,2022/09/18,2022/08/19,M0001-6248,除礦水廠廣播系統昇位圖,A,A,除礦水廠廣播系統昇位圖/平面圖,TC0-1-FCM02-D6406,施韋考  Ext.:26356,R,VDR-M0001-GWOJ-0065
1,TPC-TC(C0)-CD-22-0891,IFA,2022/09/18,2022/08/19,M0001-6249,除礦水廠廣播系統平面圖,A,A,除礦水廠廣播系統昇位圖/平面圖,TC0-1-FCM02-D6407,施韋考  Ext.:26356,R,VDR-M0001-GWOJ-0065
