,Customer Drawing No.,,,,,,Rev. ,Title of Description,,,,,,,,,,,,,,,Class,Drawing No.,,path,TRANSMITTALNO,ISSUEPURPOSE,PLANNEDCLIENTRETURNDATE,ISSUEDATE,DOCVERSIONNO,DOCVERSIONDESC,DOCREV,DOCCLASS,TRDESC,CLIENTDOCNO,LE,ISSNO,DOCDOCCLASS
0,TC0-1-URD02-D5003,,,,,,A,A/G PIPING ARRANGEMENT DRAWING FOR POTABLE WATER TANK AREA 3310 (1/2),,,,,,,,,,,,,,,A,XG31-3310-001,,//10.162.10.58/全處共用區/_Dwg/台中發電廠新建燃氣機組計畫/TPC-TC(C0)-CD-22-0757,TPC-TC(C0)-CD-22-0757,IFA,2022/08/31,2022/08/01,XG31-3310-001,A/G PIPING ARRANGEMENT DRAWING FOR POTABLE WATER TANK AREA 3310 (1/2),A,A,"A/G PIPING ARRANGEMENT DRAWING FOR POTABLE WATER TANK,WASTE STORAGE NO.1   AND MCB AREA 3310,3320,3330",TC0-1-URD02-D5003,施韋考  Ext.:26356,PP-0138,A
1,TC0-1-URD02-D5004,,,,,,A,A/G PIPING ARRANGEMENT DRAWING FOR POTABLE WATER TANK AREA 3310 (2/2),,,,,,,,,,,,,,,A,XG31-3310-002,,//10.162.10.58/全處共用區/_Dwg/台中發電廠新建燃氣機組計畫/TPC-TC(C0)-CD-22-0757,TPC-TC(C0)-CD-22-0757,IFA,2022/08/31,2022/08/01,XG31-3310-002,A/G PIPING ARRANGEMENT DRAWING FOR POTABLE WATER TANK AREA 3310 (2/2),A,A,"A/G PIPING ARRANGEMENT DRAWING FOR POTABLE WATER TANK,WASTE STORAGE NO.1   AND MCB AREA 3310,3320,3330",TC0-1-URD02-D5004,施韋考  Ext.:26356,PP-0138,A
2,TC0-1-UPD02-D5019,,,,,,A,A/G PIPING ARRANGEMENT DRAWING FOR COMMON AREA 3310,,,,,,,,,,,,,,,A,XG31-3310-003,,//10.162.10.58/全處共用區/_Dwg/台中發電廠新建燃氣機組計畫/TPC-TC(C0)-CD-22-0757,TPC-TC(C0)-CD-22-0757,IFA,2022/08/31,2022/08/01,XG31-3310-003,A/G PIPING ARRANGEMENT DRAWING FOR COMMON AREA 3310,A,A,"A/G PIPING ARRANGEMENT DRAWING FOR POTABLE WATER TANK,WASTE STORAGE NO.1   AND MCB AREA 3310,3320,3330",TC0-1-UPD02-D5019,施韋考  Ext.:26356,PP-0138,A
3,TC0-1-UPD02-D5020,,,,,,A,A/G PIPING ARRANGEMENT DRAWING FOR WASTE STORAGE NO.1  AREA 3320 (1/2),,,,,,,,,,,,,,,A,XG31-3320-001,,//10.162.10.58/全處共用區/_Dwg/台中發電廠新建燃氣機組計畫/TPC-TC(C0)-CD-22-0757,TPC-TC(C0)-CD-22-0757,IFA,2022/08/31,2022/08/01,XG31-3320-001,A/G PIPING ARRANGEMENT DRAWING FOR WASTE STORAGE NO.1  AREA 3320 (1/2),A,A,"A/G PIPING ARRANGEMENT DRAWING FOR POTABLE WATER TANK,WASTE STORAGE NO.1   AND MCB AREA 3310,3320,3330",TC0-1-UPD02-D5020,施韋考  Ext.:26356,PP-0138,A
4,TC0-1-UPD02-D5021,,,,,,A,A/G PIPING ARRANGEMENT DRAWING FOR WASTE STORAGE NO.1  AREA 3320 (2/2),,,,,,,,,,,,,,,A,XG31-3320-002,,//10.162.10.58/全處共用區/_Dwg/台中發電廠新建燃氣機組計畫/TPC-TC(C0)-CD-22-0757,TPC-TC(C0)-CD-22-0757,IFA,2022/08/31,2022/08/01,XG31-3320-002,A/G PIPING ARRANGEMENT DRAWING FOR WASTE STORAGE NO.1  AREA 3320 (2/2),A,A,"A/G PIPING ARRANGEMENT DRAWING FOR POTABLE WATER TANK,WASTE STORAGE NO.1   AND MCB AREA 3310,3320,3330",TC0-1-UPD02-D5021,施韋考  Ext.:26356,PP-0138,A
5,TC0-1-UPD02-D5022,,,,,,A,A/G PIPING ARRANGEMENT DRAWING FOR MAIN CONTROL BUILDING AREA 3330 (1/2),,,,,,,,,,,,,,,A,XG31-3330-001,,//10.162.10.58/全處共用區/_Dwg/台中發電廠新建燃氣機組計畫/TPC-TC(C0)-CD-22-0757,TPC-TC(C0)-CD-22-0757,IFA,2022/08/31,2022/08/01,XG31-3330-001,A/G PIPING ARRANGEMENT DRAWING FOR MAIN CONTROL BUILDING AREA 3330 (1/2),A,A,"A/G PIPING ARRANGEMENT DRAWING FOR POTABLE WATER TANK,WASTE STORAGE NO.1   AND MCB AREA 3310,3320,3330",TC0-1-UPD02-D5022,施韋考  Ext.:26356,PP-0138,A
6,TC0-1-UPD02-D5023,,,,,,A,A/G PIPING ARRANGEMENT DRAWING FOR MAIN CONTROL BUILDING AREA 3330 (2/2),,,,,,,,,,,,,,,A,XG31-3330-002,,//10.162.10.58/全處共用區/_Dwg/台中發電廠新建燃氣機組計畫/TPC-TC(C0)-CD-22-0757,TPC-TC(C0)-CD-22-0757,IFA,2022/08/31,2022/08/01,XG31-3330-002,A/G PIPING ARRANGEMENT DRAWING FOR MAIN CONTROL BUILDING AREA 3330 (2/2),A,A,"A/G PIPING ARRANGEMENT DRAWING FOR POTABLE WATER TANK,WASTE STORAGE NO.1   AND MCB AREA 3310,3320,3330",TC0-1-UPD02-D5023,施韋考  Ext.:26356,PP-0138,A
7,TC0-1-UPD02-D5024,,,,,,A,A/G PIPING ARRANGEMENT DRAWING FOR MAIN CONTROL BUILDING AREA 3330 (2/2),,,,,,,,,,,,,,,A,XG31-3330-003,,//10.162.10.58/全處共用區/_Dwg/台中發電廠新建燃氣機組計畫/TPC-TC(C0)-CD-22-0757,TPC-TC(C0)-CD-22-0757,IFA,2022/08/31,2022/08/01,XG31-3330-003,A/G PIPING ARRANGEMENT DRAWING FOR MAIN CONTROL BUILDING AREA 3330 (2/2),A,A,"A/G PIPING ARRANGEMENT DRAWING FOR POTABLE WATER TANK,WASTE STORAGE NO.1   AND MCB AREA 3310,3320,3330",TC0-1-UPD02-D5024,施韋考  Ext.:26356,PP-0138,A
