,Customer Drawing No.,,,,,,Rev. ,Title of Description,,,,,,,,,,,,,,,Class,Drawing No.,path,TRANSMITTALNO,ISSUEPURPOSE,RETUREDATE,ISSUEDATE,CTCIDOCNO,DOCVERSIONDESC,DOCREV,DOCCLASS,TRDESC,CLIENTDOCNO,LE,DOCDOCCLASS,REVIEW
0,TC0-1-III02-M9106,,,,,,A,Catalog for Bimetallic Thermometer and Temperature Switch,,,,,,,,,,,,,,,A,M0008B-NEWFLOW-0006,//10.162.10.58/全處共用區/_Dwg/台中發電廠新建燃氣機組計畫/TPC-TC(C0)-CD-22-0955,TPC-TC(C0)-CD-22-0955,IFA,2022/09/28,2022/08/29,M0008B-NEWFLOW-0006,Catalog for Bimetallic Thermometer and Temperature Switch,A,A,"Catalog / Installation, Operation and Maintenance Manuals for Bimetallic Thermometer and Temperature Switch",TC0-1-III02-M9106,王鵬豪  Ext.:25199,R,VDR-M0008B-NEWFLOW-0011
1,TC0-1-III02-M9107,,,,,,A,"Installation, Operation and Maintenance Manuals for Bimetallic Thermometer and Temperature Switch",,,,,,,,,,,,,,,A,M0008B-NEWFLOW-0007,//10.162.10.58/全處共用區/_Dwg/台中發電廠新建燃氣機組計畫/TPC-TC(C0)-CD-22-0955,TPC-TC(C0)-CD-22-0955,IFA,2022/09/28,2022/08/29,M0008B-NEWFLOW-0007,"Installation, Operation and Maintenance Manuals for Bimetallic Thermometer and Temperature Switch",A,A,"Catalog / Installation, Operation and Maintenance Manuals for Bimetallic Thermometer and Temperature Switch",TC0-1-III02-M9107,王鵬豪  Ext.:25199,R,VDR-M0008B-NEWFLOW-0011
