,Customer Drawing No.,,,,,,Rev. ,Title of Description,,,,,,,,,,,,,,,Class,Drawing No.,,path,TRANSMITTALNO,ISSUEPURPOSE,PLANNEDCLIENTRETURNDATE,ISSUEDATE,DOCVERSIONNO,DOCVERSIONDESC,DOCREV,DOCCLASS,TRDESC,CLIENTDOCNO,LE,ISSNO,DOCDOCCLASS
0,TC0-1-EAE02-D5921,,,,,,A,PUBLIC ADDRESS SYSTEM LAYOUT FOR 6.9KV/161KV/345KV CABLE TUNNEL (1/20),,,,,,,,,,,,,,,A,XK71B-0TNL0-001,,//10.162.10.58/全處共用區/_Dwg/台中發電廠新建燃氣機組計畫/TPC-TC(C0)-CD-22-1482,TPC-TC(C0)-CD-22-1482,IFA,2022/11/23,2022/10/24,XK71B-0TNL0-001,PUBLIC ADDRESS SYSTEM LAYOUT FOR 6.9KV/161KV/345KV CABLE TUNNEL (1/20),A,A,PA SYSTEM LAYOUT FOR 6.9KV/161KV/345KV CABLE TUNNEL,TC0-1-EAE02-D5921,程正維  Ext.:28057,EE-0410,A
1,TC0-1-EAE02-D5922,,,,,,A,PUBLIC ADDRESS SYSTEM LAYOUT FOR 6.9KV/161KV/345KV CABLE TUNNEL (2/20),,,,,,,,,,,,,,,A,XK71B-0TNL0-002,,//10.162.10.58/全處共用區/_Dwg/台中發電廠新建燃氣機組計畫/TPC-TC(C0)-CD-22-1482,TPC-TC(C0)-CD-22-1482,IFA,2022/11/23,2022/10/24,XK71B-0TNL0-002,PUBLIC ADDRESS SYSTEM LAYOUT FOR 6.9KV/161KV/345KV CABLE TUNNEL (2/20),A,A,PA SYSTEM LAYOUT FOR 6.9KV/161KV/345KV CABLE TUNNEL,TC0-1-EAE02-D5922,程正維  Ext.:28057,EE-0410,A
2,TC0-1-EAE02-D5923,,,,,,A,PUBLIC ADDRESS SYSTEM LAYOUT FOR 6.9KV/161KV/345KV CABLE TUNNEL (3/20),,,,,,,,,,,,,,,A,XK71B-0TNL0-003,,//10.162.10.58/全處共用區/_Dwg/台中發電廠新建燃氣機組計畫/TPC-TC(C0)-CD-22-1482,TPC-TC(C0)-CD-22-1482,IFA,2022/11/23,2022/10/24,XK71B-0TNL0-003,PUBLIC ADDRESS SYSTEM LAYOUT FOR 6.9KV/161KV/345KV CABLE TUNNEL (3/20),A,A,PA SYSTEM LAYOUT FOR 6.9KV/161KV/345KV CABLE TUNNEL,TC0-1-EAE02-D5923,程正維  Ext.:28057,EE-0410,A
3,TC0-1-EAE02-D5924,,,,,,A,PUBLIC ADDRESS SYSTEM LAYOUT FOR 6.9KV/161KV/345KV CABLE TUNNEL (4/20),,,,,,,,,,,,,,,A,XK71B-0TNL0-004,,//10.162.10.58/全處共用區/_Dwg/台中發電廠新建燃氣機組計畫/TPC-TC(C0)-CD-22-1482,TPC-TC(C0)-CD-22-1482,IFA,2022/11/23,2022/10/24,XK71B-0TNL0-004,PUBLIC ADDRESS SYSTEM LAYOUT FOR 6.9KV/161KV/345KV CABLE TUNNEL (4/20),A,A,PA SYSTEM LAYOUT FOR 6.9KV/161KV/345KV CABLE TUNNEL,TC0-1-EAE02-D5924,程正維  Ext.:28057,EE-0410,A
4,TC0-1-EAE02-D5925,,,,,,A,PUBLIC ADDRESS SYSTEM LAYOUT FOR 6.9KV/161KV/345KV CABLE TUNNEL (5/20),,,,,,,,,,,,,,,A,XK71B-0TNL0-005,,//10.162.10.58/全處共用區/_Dwg/台中發電廠新建燃氣機組計畫/TPC-TC(C0)-CD-22-1482,TPC-TC(C0)-CD-22-1482,IFA,2022/11/23,2022/10/24,XK71B-0TNL0-005,PUBLIC ADDRESS SYSTEM LAYOUT FOR 6.9KV/161KV/345KV CABLE TUNNEL (5/20),A,A,PA SYSTEM LAYOUT FOR 6.9KV/161KV/345KV CABLE TUNNEL,TC0-1-EAE02-D5925,程正維  Ext.:28057,EE-0410,A
5,TC0-1-EAE02-D5926,,,,,,A,PUBLIC ADDRESS SYSTEM LAYOUT FOR 6.9KV/161KV/345KV CABLE TUNNEL (6/20),,,,,,,,,,,,,,,A,XK71B-0TNL0-006,,//10.162.10.58/全處共用區/_Dwg/台中發電廠新建燃氣機組計畫/TPC-TC(C0)-CD-22-1482,TPC-TC(C0)-CD-22-1482,IFA,2022/11/23,2022/10/24,XK71B-0TNL0-006,PUBLIC ADDRESS SYSTEM LAYOUT FOR 6.9KV/161KV/345KV CABLE TUNNEL (6/20),A,A,PA SYSTEM LAYOUT FOR 6.9KV/161KV/345KV CABLE TUNNEL,TC0-1-EAE02-D5926,程正維  Ext.:28057,EE-0410,A
6,TC0-1-EAE02-D5927,,,,,,A,PUBLIC ADDRESS SYSTEM LAYOUT FOR 6.9KV/161KV/345KV CABLE TUNNEL (7/20),,,,,,,,,,,,,,,A,XK71B-0TNL0-007,,//10.162.10.58/全處共用區/_Dwg/台中發電廠新建燃氣機組計畫/TPC-TC(C0)-CD-22-1482,TPC-TC(C0)-CD-22-1482,IFA,2022/11/23,2022/10/24,XK71B-0TNL0-007,PUBLIC ADDRESS SYSTEM LAYOUT FOR 6.9KV/161KV/345KV CABLE TUNNEL (7/20),A,A,PA SYSTEM LAYOUT FOR 6.9KV/161KV/345KV CABLE TUNNEL,TC0-1-EAE02-D5927,程正維  Ext.:28057,EE-0410,A
7,TC0-1-EAE02-D5928,,,,,,A,PUBLIC ADDRESS SYSTEM LAYOUT FOR 6.9KV/161KV/345KV CABLE TUNNEL (8/20),,,,,,,,,,,,,,,A,XK71B-0TNL0-008,,//10.162.10.58/全處共用區/_Dwg/台中發電廠新建燃氣機組計畫/TPC-TC(C0)-CD-22-1482,TPC-TC(C0)-CD-22-1482,IFA,2022/11/23,2022/10/24,XK71B-0TNL0-008,PUBLIC ADDRESS SYSTEM LAYOUT FOR 6.9KV/161KV/345KV CABLE TUNNEL (8/20),A,A,PA SYSTEM LAYOUT FOR 6.9KV/161KV/345KV CABLE TUNNEL,TC0-1-EAE02-D5928,程正維  Ext.:28057,EE-0410,A
8,TC0-1-EAE02-D5929,,,,,,A,PUBLIC ADDRESS SYSTEM LAYOUT FOR 6.9KV/161KV/345KV CABLE TUNNEL (9/20),,,,,,,,,,,,,,,A,XK71B-0TNL0-009,,//10.162.10.58/全處共用區/_Dwg/台中發電廠新建燃氣機組計畫/TPC-TC(C0)-CD-22-1482,TPC-TC(C0)-CD-22-1482,IFA,2022/11/23,2022/10/24,XK71B-0TNL0-009,PUBLIC ADDRESS SYSTEM LAYOUT FOR 6.9KV/161KV/345KV CABLE TUNNEL (9/20),A,A,PA SYSTEM LAYOUT FOR 6.9KV/161KV/345KV CABLE TUNNEL,TC0-1-EAE02-D5929,程正維  Ext.:28057,EE-0410,A
9,TC0-1-EAE02-D5930,,,,,,A,PUBLIC ADDRESS SYSTEM LAYOUT FOR 6.9KV/161KV/345KV CABLE TUNNEL (10/20),,,,,,,,,,,,,,,A,XK71B-0TNL0-010,,//10.162.10.58/全處共用區/_Dwg/台中發電廠新建燃氣機組計畫/TPC-TC(C0)-CD-22-1482,TPC-TC(C0)-CD-22-1482,IFA,2022/11/23,2022/10/24,XK71B-0TNL0-010,PUBLIC ADDRESS SYSTEM LAYOUT FOR 6.9KV/161KV/345KV CABLE TUNNEL (10/20),A,A,PA SYSTEM LAYOUT FOR 6.9KV/161KV/345KV CABLE TUNNEL,TC0-1-EAE02-D5930,程正維  Ext.:28057,EE-0410,A
