,Customer Drawing No.,,,,,,Rev. ,Title of Description,,,,,,,,,,,,,,,Class,Drawing No.,,path,TRANSMITTALNO,ISSUEPURPOSE,PLANNEDCLIENTRETURNDATE,ISSUEDATE,DOCVERSIONNO,DOCVERSIONDESC,DOCREV,DOCCLASS,TRDESC,CLIENTDOCNO,LE,ISSNO,DOCDOCCLASS
0,TC0-1-CIC02-C5003,,,,,,D,CALCULATION SHEET FOR CABLE TUNNEL (CBT-5001) FOR STRUCTURE ON OTHER BOUNDED AREA,,,,,,,,,,,,,,,A,XF34-5000-003C,,//10.162.10.58/全處共用區/_Dwg/台中發電廠新建燃氣機組計畫/TPC-TC(C0)-CD-22-0972,TPC-TC(C0)-CD-22-0972,IFA,2022/09/30,2022/08/31,XF34-5000-003C,CALCULATION SHEET FOR CABLE TUNNEL (CBT-5001) FOR STRUCTURE ON OTHER BOUNDED AREA,D,A,電纜涵洞(CBT-5001) - 廠區外 - 結構圖_RA~RD,TC0-1-CIC02-C5003,陳博仁  Ext.:23341,CB-0369,A
1,TC0-1-CIC02-D5025,,,,,,B,電纜涵洞(CBT-5001)頂版平面圖(4) CABLE TUNNEL (CBT-5001) TOP SLAB PLAN(4),,,,,,,,,,,,,,,A,XF34-5000-025,,//10.162.10.58/全處共用區/_Dwg/台中發電廠新建燃氣機組計畫/TPC-TC(C0)-CD-22-0972,TPC-TC(C0)-CD-22-0972,IFA,2022/09/30,2022/08/31,XF34-5000-025,電纜涵洞(CBT-5001)頂版平面圖(4) CABLE TUNNEL (CBT-5001) TOP SLAB PLAN(4),B,A,電纜涵洞(CBT-5001) - 廠區外 - 結構圖_RA~RD,TC0-1-CIC02-D5025,陳博仁  Ext.:23341,CB-0369,A
2,TC0-1-CIC02-D5026,,,,,,B,電纜涵洞(CBT-5001)頂版平面圖(5) CABLE TUNNEL (CBT-5001) TOP SLAB PLAN(5),,,,,,,,,,,,,,,A,XF34-5000-026,,//10.162.10.58/全處共用區/_Dwg/台中發電廠新建燃氣機組計畫/TPC-TC(C0)-CD-22-0972,TPC-TC(C0)-CD-22-0972,IFA,2022/09/30,2022/08/31,XF34-5000-026,電纜涵洞(CBT-5001)頂版平面圖(5) CABLE TUNNEL (CBT-5001) TOP SLAB PLAN(5),B,A,電纜涵洞(CBT-5001) - 廠區外 - 結構圖_RA~RD,TC0-1-CIC02-D5026,陳博仁  Ext.:23341,CB-0369,A
3,TC0-1-CIC02-D5037,,,,,,B,電纜涵洞(CBT-5001)底版平面圖(4) CABLE TUNNEL (CBT-5001) BOT SLAB PLAN(4),,,,,,,,,,,,,,,A,XF34-5000-037,,//10.162.10.58/全處共用區/_Dwg/台中發電廠新建燃氣機組計畫/TPC-TC(C0)-CD-22-0972,TPC-TC(C0)-CD-22-0972,IFA,2022/09/30,2022/08/31,XF34-5000-037,電纜涵洞(CBT-5001)底版平面圖(4) CABLE TUNNEL (CBT-5001) BOT SLAB PLAN(4),B,A,電纜涵洞(CBT-5001) - 廠區外 - 結構圖_RA~RD,TC0-1-CIC02-D5037,陳博仁  Ext.:23341,CB-0369,A
4,TC0-1-CIC02-D5038,,,,,,B,電纜涵洞(CBT-5001)底版平面圖(5) CABLE TUNNEL (CBT-5001) BOT SLAB PLAN(5),,,,,,,,,,,,,,,A,XF34-5000-038,,//10.162.10.58/全處共用區/_Dwg/台中發電廠新建燃氣機組計畫/TPC-TC(C0)-CD-22-0972,TPC-TC(C0)-CD-22-0972,IFA,2022/09/30,2022/08/31,XF34-5000-038,電纜涵洞(CBT-5001)底版平面圖(5) CABLE TUNNEL (CBT-5001) BOT SLAB PLAN(5),B,A,電纜涵洞(CBT-5001) - 廠區外 - 結構圖_RA~RD,TC0-1-CIC02-D5038,陳博仁  Ext.:23341,CB-0369,A
5,TC0-1-CIC02-D5047,,,,,,B,電纜涵洞(CBT-5001)縱剖面總圖(2) CABLE TUNNEL (CBT-5001) SECTION PLAN (2),,,,,,,,,,,,,,,A,XF34-5000-047,,//10.162.10.58/全處共用區/_Dwg/台中發電廠新建燃氣機組計畫/TPC-TC(C0)-CD-22-0972,TPC-TC(C0)-CD-22-0972,IFA,2022/09/30,2022/08/31,XF34-5000-047,電纜涵洞(CBT-5001)縱剖面總圖(2) CABLE TUNNEL (CBT-5001) SECTION PLAN (2),B,A,電纜涵洞(CBT-5001) - 廠區外 - 結構圖_RA~RD,TC0-1-CIC02-D5047,陳博仁  Ext.:23341,CB-0369,A
6,TC0-1-CIC02-D5052,,,,,,C,電纜涵洞(CBT-5001)縱剖面圖(2) CABLE TUNNEL (CBT-5001) SECTION (2),,,,,,,,,,,,,,,A,XF34-5000-052,,//10.162.10.58/全處共用區/_Dwg/台中發電廠新建燃氣機組計畫/TPC-TC(C0)-CD-22-0972,TPC-TC(C0)-CD-22-0972,IFA,2022/09/30,2022/08/31,XF34-5000-052,電纜涵洞(CBT-5001)縱剖面圖(2) CABLE TUNNEL (CBT-5001) SECTION (2),C,A,電纜涵洞(CBT-5001) - 廠區外 - 結構圖_RA~RD,TC0-1-CIC02-D5052,陳博仁  Ext.:23341,CB-0369,A
7,TC0-1-CIC02-D5053,,,,,,B,電纜涵洞(CBT-5001)縱剖面圖(3) CABLE TUNNEL (CBT-5001) SECTION (3),,,,,,,,,,,,,,,A,XF34-5000-053,,//10.162.10.58/全處共用區/_Dwg/台中發電廠新建燃氣機組計畫/TPC-TC(C0)-CD-22-0972,TPC-TC(C0)-CD-22-0972,IFA,2022/09/30,2022/08/31,XF34-5000-053,電纜涵洞(CBT-5001)縱剖面圖(3) CABLE TUNNEL (CBT-5001) SECTION (3),B,A,電纜涵洞(CBT-5001) - 廠區外 - 結構圖_RA~RD,TC0-1-CIC02-D5053,陳博仁  Ext.:23341,CB-0369,A
8,TC0-1-CIC02-D5054,,,,,,C,電纜涵洞(CBT-5001)縱剖面圖(4) CABLE TUNNEL (CBT-5001) SECTION (4),,,,,,,,,,,,,,,A,XF34-5000-054,,//10.162.10.58/全處共用區/_Dwg/台中發電廠新建燃氣機組計畫/TPC-TC(C0)-CD-22-0972,TPC-TC(C0)-CD-22-0972,IFA,2022/09/30,2022/08/31,XF34-5000-054,電纜涵洞(CBT-5001)縱剖面圖(4) CABLE TUNNEL (CBT-5001) SECTION (4),C,A,電纜涵洞(CBT-5001) - 廠區外 - 結構圖_RA~RD,TC0-1-CIC02-D5054,陳博仁  Ext.:23341,CB-0369,A
9,TC0-1-CIC02-D5077,,,,,,B,電纜涵洞(CBT-5001)詳細圖與剖面圖(18) CABLE TUNNEL (CBT-5001) DETAIL & SECTION (18),,,,,,,,,,,,,,,A,XF34-5000-077,,//10.162.10.58/全處共用區/_Dwg/台中發電廠新建燃氣機組計畫/TPC-TC(C0)-CD-22-0972,TPC-TC(C0)-CD-22-0972,IFA,2022/09/30,2022/08/31,XF34-5000-077,電纜涵洞(CBT-5001)詳細圖與剖面圖(18) CABLE TUNNEL (CBT-5001) DETAIL & SECTION (18),B,A,電纜涵洞(CBT-5001) - 廠區外 - 結構圖_RA~RD,TC0-1-CIC02-D5077,陳博仁  Ext.:23341,CB-0369,A
